Step,stellar-sweep-90,eager-sweep-89,eager-sweep-88,azure-sweep-87,lunar-sweep-86,volcanic-sweep-85,fast-sweep-84,magic-sweep-83,likely-sweep-82,effortless-sweep-81,snowy-sweep-80,fluent-sweep-79,ruby-sweep-78,firm-sweep-77,hardy-sweep-76,scarlet-sweep-75,hardy-sweep-74,decent-sweep-73,fine-sweep-71,dashing-sweep-72,true-sweep-70,smart-sweep-69,swept-sweep-68,scarlet-sweep-67,sage-sweep-66,legendary-sweep-65,playful-sweep-64,deft-sweep-63,chocolate-sweep-62,worthy-sweep-61,fluent-sweep-60,elated-sweep-59,northern-sweep-58,faithful-sweep-57,fine-sweep-56,sandy-sweep-55,woven-sweep-54,glamorous-sweep-53,tough-sweep-52,hopeful-sweep-51,light-sweep-50,glad-sweep-49,sweepy-sweep-48,brisk-sweep-47,solar-sweep-46,trim-sweep-45,classic-sweep-44,serene-sweep-43,avid-sweep-42,dry-sweep-41,eternal-sweep-40,likely-sweep-39,fancy-sweep-38,sweet-sweep-37,dazzling-sweep-36,lucky-sweep-35,sweet-sweep-34,honest-sweep-33,rich-sweep-32,usual-sweep-31,summer-sweep-30,breezy-sweep-29,earnest-sweep-27,radiant-sweep-28,deep-sweep-26,unique-sweep-25,absurd-sweep-24,absurd-sweep-23,playful-sweep-22,worthy-sweep-21,still-sweep-20,atomic-sweep-19,copper-sweep-18,young-sweep-17,dandy-sweep-16,fluent-sweep-15,earthy-sweep-14,fresh-sweep-13,likely-sweep-12,snowy-sweep-11,summer-sweep-9,ethereal-sweep-8,true-sweep-10,peachy-sweep-6,honest-sweep-7,misunderstood-sweep-5,golden-sweep-3,dauntless-sweep-4,vibrant-sweep-2,dry-sweep-1
45,0.0547560416162014,0.02749750204384327,0.02148313634097576,0.002595721511170268,0.021606570109725,0.008230706676840782,0.015166202560067177,0.001495010801590979,0.07388898730278015,0.00779286352917552,0.00019747938495129347,0.033884961158037186,0.015551958233118057,0.004281139932572842,0.022470049560070038,0.020967228338122368,0.020594945177435875,0.045533183962106705,0.022839345037937164,0.031821172684431076,0.020460283383727074,0.00019341014558449388,0.0009210579446516931,0.007046709768474102,0.0063216425478458405,0.0075253150425851345,0.00694125285372138,0.04621879383921623,0.036847785115242004,0.026036933064460754,0.005096971523016691,0.0024111145175993443,0.01155918650329113,0.000336418830556795,0.016219083219766617,0.00877184048295021,0.0005312389112077653,0.003452158998697996,0.012346993200480938,0.004993546288460493,0.003880234668031335,0.024699116125702858,0.016807453706860542,0.007870962843298912,0.006974669639021158,0.005022943019866943,0.01644851453602314,0.013101916760206223,0.005388273391872644,0.006425823550671339,0.023735007271170616,0.006295323371887207,0.0024314422626048326,0.017965348437428474,0.008912602439522743,0.004257135093212128,0.01956699788570404,0.01997990533709526,0.0059297820553183556,0.022259602323174477,0.008692209608852863,0.009311877191066742,0.00884322915226221,0.010054666548967361,0.009712318889796734,0.009616422466933727,0.008455639705061913,0.010117067024111748,0.011833586730062962,0.008403263054788113,0.009376213885843754,0.008934078738093376,0.0086799506098032,0.00913487933576107,0.00952723529189825,0.008520700968801975,0.009444274008274078,0.011144799180328846,0.009209088049829006,0.008722912520170212,0.009066642262041569,0.009021585807204247,0.010776280425488949,0.0244599599391222,0.010451492853462696,0.011342763900756836,0.009810928255319595,0.00833512470126152,0.009535484947264194,0.008747202344238758
46,0.05415509268641472,0.026946505531668663,0.020132429897785187,0.0024754973128437996,0.021384501829743385,0.008101169019937515,0.014947174116969109,0.0014172454830259085,0.07285473495721817,0.00769961578771472,0.00019421572505962104,0.032994624227285385,0.015314765274524689,0.0042081535793840885,0.02230142615735531,0.020728304982185364,0.020422441884875298,0.04521411284804344,0.022597050294280052,0.03167890012264252,0.01842879317700863,0.00019043059728574008,0.0008936004596762359,0.006979347672313452,0.00616975175216794,0.007499538827687502,0.010441501624882221,0.046023402363061905,0.036502543836832047,0.025886204093694687,0.005059527233242989,0.0023661667946726084,0.011440146714448929,0.00030496614635922015,0.01599547080695629,0.008723939768970013,0.000496723863761872,0.003396750194951892,0.012013182044029236,0.004910043906420469,0.0038389181718230247,0.024393653497099876,0.016656309366226196,0.007687922101467848,0.006888865027576685,0.004984297789633274,0.01630369760096073,0.012506861239671707,0.005326148122549057,0.006046806462109089,0.02355845831334591,0.006190984509885311,0.0023149813059717417,0.017708364874124527,0.008787359111011028,0.004168728366494179,0.019037917256355286,0.019652109593153,0.005919762887060642,0.02211800403892994,0.008658292703330517,0.009127150289714336,0.008778034709393978,0.009868835099041462,0.009670156054198742,0.009547336027026176,0.008389744907617569,0.010018477216362953,0.011652546934783459,0.00837832223623991,0.009300857782363892,0.008864937350153923,0.008648891933262348,0.009098509326577187,0.009472360834479332,0.008481497876346111,0.009328065440058708,0.011069168336689472,0.009155984036624432,0.008645870722830296,0.009004637598991394,0.008931804448366165,0.010718017816543579,0.024068322032690048,0.010354100726544857,0.011218596249818802,0.009754474274814129,0.008284562267363071,0.009447112679481506,0.00867215171456337
47,0.053553298115730286,0.02641720324754715,0.01876182109117508,0.0023607679177075624,0.021173104643821716,0.00797508005052805,0.01472943089902401,0.0013436186127364635,0.07179339975118637,0.007606352213770151,0.00019110080029349774,0.03203992918133736,0.015091593377292156,0.004134918097406626,0.02213137596845627,0.020494723692536354,0.020251352339982986,0.044885944575071335,0.022355705499649048,0.031534988433122635,0.016949782148003578,0.00018759888189379126,0.0008661919855512679,0.0069143641740083694,0.006013364065438509,0.007473637815564871,0.00922935176640749,0.04582918435335159,0.036157310009002686,0.02573346346616745,0.005020990502089262,0.0023228211794048548,0.011327521875500679,0.0002793441235553473,0.015777336433529854,0.008675966411828995,0.00046519693569280207,0.003343837335705757,0.011710827238857746,0.004822570830583572,0.003797731129452586,0.024087391793727875,0.01650606282055378,0.007479076739400625,0.006800493225455284,0.004945554304867983,0.016157986596226692,0.01195519883185625,0.005262451712042093,0.005776610691100359,0.02338344417512417,0.0060640969313681126,0.0022122086957097054,0.017453927546739578,0.008665029890835285,0.004091314505785704,0.018511783331632614,0.01932647079229355,0.005909713916480541,0.021975494921207428,0.008626868017017841,0.008927181363105774,0.008704956620931625,0.00970195047557354,0.009630318731069565,0.009482448920607567,0.008322185836732388,0.009930985048413277,0.011473499238491058,0.00835462287068367,0.009225773625075817,0.008800883777439594,0.008618660271167755,0.00906443689018488,0.00941768940538168,0.00844285637140274,0.009219838306307793,0.010992296040058136,0.009105405770242214,0.00856600608676672,0.008943408727645874,0.00885164923965931,0.010660272091627121,0.02368481270968914,0.010264391079545021,0.01109466701745987,0.009699485264718533,0.008243072777986526,0.009368626400828362,0.008608453907072544
48,0.05478418618440628,0.025907790288329124,0.017385974526405334,0.0022506462410092354,0.020970573648810387,0.007852097973227501,0.014512790367007256,0.001273436238989234,0.07070516794919968,0.0075134760700166225,0.00018812321650329977,0.03102114610373974,0.01488169003278017,0.004061538726091385,0.021959979087114334,0.02026613987982273,0.020081588998436928,0.04454484209418297,0.022115373983979225,0.03138941526412964,0.015802260488271713,0.0001849099062383175,0.0008388981223106384,0.00685148686170578,0.005853360518813133,0.007447588723152876,0.008739863522350788,0.045636191964149475,0.03581199795007706,0.02557861991226673,0.004981282167136669,0.002281061839312315,0.011221098713576794,0.0002589701034594327,0.015564623288810253,0.008627863600850105,0.00043638458009809256,0.003293408779427409,0.011439488269388676,0.00473086629062891,0.003756603691726923,0.02378031052649021,0.0163566991686821,0.00723600760102272,0.0067090303637087345,0.004906677640974522,0.016011327505111694,0.01145890448242426,0.005196971353143454,0.005560018587857485,0.023210138082504272,0.005902067292481661,0.0021206201054155827,0.017202334478497505,0.00854500662535429,0.0040220399387180805,0.017990591004490852,0.019002242013812065,0.005899621173739433,0.021832076832652092,0.008597095496952534,0.008714055642485619,0.008618318475782871,0.009553687646985054,0.009591864421963692,0.00942083727568388,0.00825309194624424,0.009852204471826553,0.01129418145865202,0.008332029916346073,0.009151047095656395,0.00874005351215601,0.008589096367359161,0.009032275527715683,0.009363152086734772,0.008404647000133991,0.009118322283029556,0.010912870988249779,0.00905670877546072,0.008483093231916428,0.008882986381649971,0.008780606091022491,0.010602346621453762,0.02330801449716091,0.010179865173995495,0.010969933122396469,0.009645585902035236,0.008208399638533592,0.009297783486545086,0.008554265834391117
49,0.04997074976563454,0.025416674092411995,0.01604562997817993,0.0021443190053105354,0.020775441080331802,0.007731908932328224,0.014297095127403736,0.0012060014996677637,0.06959009170532227,0.007421358022838831,0.00018527297652326524,0.029942769557237625,0.014684268273413181,0.003988140728324652,0.021787315607070923,0.02004227600991726,0.019912995398044586,0.04418684169650078,0.021876078099012375,0.031242167577147484,0.01487044245004654,0.0001823591155698523,0.0008118147379718721,0.006790499202907085,0.005690686404705048,0.007421368267387152,0.008406389504671097,0.04544443637132645,0.035466425120830536,0.02542162500321865,0.004940314684063196,0.0022408587392419577,0.011120625771582127,0.00024304035468958318,0.015357308089733124,0.008579586632549763,0.0004100586229469627,0.003245428204536438,0.011197896674275398,0.004634675104171038,0.0037154769524931908,0.023472419008612633,0.016208183020353317,0.00694784102961421,0.006614035926759243,0.0048676407895982265,0.0158636923879385,0.01102354284375906,0.005129506345838308,0.005374477244913578,0.023038646206259727,0.00568638788536191,0.0020383393857628107,0.01695387065410614,0.008426843211054802,0.003959003835916519,0.01747649908065796,0.01867888681590557,0.005889475345611572,0.02168782614171505,0.008568438701331615,0.008491965010762215,0.00851490069180727,0.009423204697668552,0.009554130956530571,0.009361769072711468,0.008182639256119728,0.009779821150004864,0.011114935390651226,0.008310421369969845,0.009076780639588833,0.00868157297372818,0.00856009591370821,0.00900169089436531,0.009308714419603348,0.008366750553250313,0.009022457525134087,0.010828888043761253,0.009009424597024918,0.008397173136472702,0.008823457174003124,0.008717997930943966,0.010543644428253174,0.022936807945370674,0.01009876374155283,0.01084376685321331,0.009592469781637192,0.008178815245628357,0.009232668206095695,0.008507919497787952
50,0.05302097648382187,0.02494247816503048,0.01480068638920784,0.0020411100704222918,0.020586514845490456,0.007614244241267443,0.014082277193665504,0.0011408835416659713,0.06844783574342728,0.007330324035137892,0.00018254149472340941,0.0288151316344738,0.01449858583509922,0.003914840519428253,0.021613487973809242,0.019822916015982628,0.019745472818613052,0.04380777105689049,0.021637843921780586,0.031093290075659752,0.014095076359808445,0.00017994214431382716,0.0007850655820220709,0.00673125684261322,0.005526232533156872,0.007394963875412941,0.008162477053701878,0.04525400325655937,0.035120394080877304,0.02526242658495903,0.004897993989288807,0.002202165313065052,0.01102580688893795,0.0002306946407770738,0.015155341476202011,0.008531085215508938,0.00038604275323450565,0.0031998036429286003,0.010984092950820923,0.004533765837550163,0.003674308070912957,0.02316370978951454,0.016060486435890198,0.006605396047234535,0.006515121553093195,0.004828421864658594,0.015715138986706734,0.01064695417881012,0.00505987461656332,0.005209711845964193,0.022869054228067398,0.005398307926952839,0.001963926013559103,0.016708815470337868,0.008310253731906414,0.0039008839521557093,0.016971774399280548,0.01835603266954422,0.005879268515855074,0.021542740985751152,0.008540564216673374,0.008267389610409737,0.00840291753411293,0.009309278801083565,0.009516644291579723,0.009304629638791084,0.008111054077744484,0.009711856953799725,0.01093803346157074,0.00828969944268465,0.00900309719145298,0.008625457994639874,0.008531580679118633,0.008972389623522758,0.009254357777535915,0.008329042233526707,0.008931374177336693,0.010737081058323383,0.00896324124187231,0.00830854382365942,0.00876493752002716,0.008663029409945011,0.010483608581125736,0.022570356726646423,0.010019837878644466,0.01071593165397644,0.00953988078981638,0.008153053000569344,0.009171678684651852,0.008467942476272583
51,0.05627782270312309,0.02448390983045101,0.013710245490074158,0.0019404812483116984,0.02040284499526024,0.007498882710933685,0.013868301175534725,0.001078017521649599,0.06727742403745651,0.007240657694637775,0.00017992130597122014,0.027655620127916336,0.014323888346552849,0.003841774072498083,0.021438565105199814,0.019607890397310257,0.019578902050852776,0.04340319707989693,0.021400760859251022,0.03094281628727913,0.013440866954624653,0.00017765462689567357,0.0007587848231196404,0.006673641502857208,0.005360726732760668,0.007368356455117464,0.007979411631822586,0.04506489261984825,0.03477371484041214,0.025100961327552795,0.004854221828281879,0.0021649242844432592,0.01093627605587244,0.00022112925944384187,0.014958706684410572,0.008482315577566624,0.00036420105607248843,0.003156393300741911,0.010795601643621922,0.004427952226251364,0.003633064217865467,0.022854171693325043,0.015913577750325203,0.006216004025191069,0.006411917041987181,0.004788996651768684,0.015565667301416397,0.010321528650820255,0.004987921100109816,0.005059896036982536,0.022701477631926537,0.005039049778133631,0.0018962431931868196,0.01646740920841694,0.008195091970264912,0.0038467110134661198,0.016478726640343666,0.018033450469374657,0.005868991371244192,0.021396908909082413,0.00851326622068882,0.008048664778470993,0.008296201936900616,0.009210417047142982,0.009479078464210033,0.0092488257214427,0.008038586005568504,0.009646791964769363,0.010766228660941124,0.008269763551652431,0.008930128067731857,0.008572230115532875,0.008503501303493977,0.008944113738834858,0.009200080297887325,0.008291400969028473,0.008844390511512756,0.010632081888616085,0.008917918428778648,0.008217759430408478,0.008707553148269653,0.008614846505224705,0.010421711020171642,0.022207949310541153,0.009942197240889072,0.010586537420749664,0.00948761124163866,0.008130209520459175,0.009113503620028496,0.0084330840036273
52,0.05463413521647453,0.024039825424551964,0.01281056273728609,0.0018420109990984201,0.020223697647452354,0.007385645527392626,0.01365515124052763,0.0010176918003708124,0.06607699394226074,0.007152574602514505,0.00017740612383931875,0.02648879960179329,0.014159505255520344,0.0037690685130655766,0.021262649446725845,0.019397061318159103,0.019413160160183907,0.042968567460775375,0.021164916455745697,0.03079073131084442,0.01288295816630125,0.00017549160111229867,0.0007331090746447444,0.006617567036300898,0.0051946379244327545,0.007341532502323389,0.007838964462280273,0.04487711563706398,0.034426115453243256,0.02493722178041935,0.004808893892914057,0.0021290648728609085,0.01085160207003355,0.000213657011045143,0.014767393469810486,0.00843322928994894,0.00034442191827110946,0.003114997409284115,0.010629593394696712,0.004317103885114193,0.0035917223431169987,0.022543780505657196,0.015767429023981094,0.005816853139549494,0.006304057780653238,0.004749336279928684,0.015415303409099579,0.010037805885076523,0.0049135275185108185,0.004920837469398975,0.022535979747772217,0.004651122260838747,0.0018343777628615499,0.016229869797825813,0.008081343024969101,0.003795743454247713,0.015999671071767807,0.01771112158894539,0.005858636926859617,0.021250344812870026,0.008486413396894932,0.007844813168048859,0.008197825402021408,0.00912495981901884,0.009441211819648743,0.009193653240799904,0.007965505123138428,0.00958353839814663,0.010601413436233997,0.008250527083873749,0.008858022280037403,0.00852236058562994,0.008475813083350658,0.008916635997593403,0.009145890362560749,0.008253690786659718,0.008760993368923664,0.01050601713359356,0.008873281069099903,0.008125601336359978,0.00865144468843937,0.00857259426265955,0.010357408784329891,0.021849144250154495,0.009865187108516693,0.010455978102982044,0.009435501880943775,0.00810963660478592,0.009057091549038887,0.008402305655181408
53,0.061808228492736816,0.023609206080436707,0.012103269807994366,0.0017454009503126144,0.020048482343554497,0.007274402305483818,0.013442829251289368,0.0009604803053662181,0.06484345346689224,0.0070662349462509155,0.00017499028763268143,0.025344455614686012,0.014004655182361603,0.003696853993460536,0.02108580246567726,0.01919032447040081,0.019248178228735924,0.042499370872974396,0.020930320024490356,0.0306371059268713,0.0124024273827672,0.0001734479155857116,0.0007081602234393358,0.006562972441315651,0.00502811698243022,0.007314477581530809,0.0077287876047194,0.044690728187561035,0.03407725691795349,0.024771202355623245,0.004761895630508661,0.0020945111755281687,0.010771314613521099,0.00020772742573171854,0.014581403695046902,0.008383788168430328,0.00032660237047821283,0.0030753749888390303,0.010483069345355034,0.004201189614832401,0.0035502722021192312,0.0222325436770916,0.01562199555337429,0.005452112294733524,0.006191163789480925,0.004709403030574322,0.015264119952917099,0.0097870584577322,0.004836628213524818,0.004789227154105902,0.022372625768184662,0.004304753616452217,0.001777593046426773,0.015996374189853668,0.007969087921082973,0.0037473966367542744,0.015536895953118801,0.01738913357257843,0.005848198663443327,0.02110309898853302,0.008459920063614845,0.00766380550339818,0.008103949949145317,0.009051150642335415,0.009402882307767868,0.009138122200965881,0.007892080582678318,0.009521352127194405,0.01044410653412342,0.008231905288994312,0.008786933496594429,0.00847592018544674,0.008448483422398567,0.008889751508831978,0.009091801941394806,0.008215760812163353,0.008680838160216808,0.010350705124437809,0.008829176425933838,0.008033040910959244,0.00859674159437418,0.008535460568964481,0.01029012631624937,0.021493567153811455,0.00978830736130476,0.010324869304895401,0.009383438155055046,0.008090867660939693,0.009001605212688446,0.00837476085871458
54,0.06986485421657562,0.023191068321466446,0.011559904552996159,0.0016504820669069886,0.019876742735505104,0.007165065500885248,0.013231362216174603,0.0009070865926332772,0.06357226520776749,0.006981748156249523,0.0001726690388750285,0.02425362914800644,0.013858678750693798,0.003625265322625637,0.020908094942569733,0.01898757368326187,0.019083920866250992,0.04199151322245598,0.020697012543678284,0.030481988564133644,0.011984548531472683,0.00017151818610727787,0.0006840378628112376,0.006509803701192141,0.004860974848270416,0.00728718051686883,0.007640279363840818,0.04450579732656479,0.03372681885957718,0.024602847173810005,0.0047131069004535675,0.002061184262856841,0.010694908909499645,0.00020291845430620015,0.014400729909539223,0.008333954960107803,0.00031063638743944466,0.0030372620094567537,0.010353079997003078,0.004080301616340876,0.00350871030241251,0.021920429542660713,0.01547722052782774,0.005147956777364016,0.0060728383250534534,0.00466914102435112,0.015112148597836494,0.00956235732883215,0.004757207352668047,0.004662545397877693,0.022211473435163498,0.004040378145873547,0.001725281123071909,0.01576707512140274,0.007858512923121452,0.0037011990789324045,0.015092609450221062,0.017067689448595047,0.005837669130414724,0.020955104380846024,0.008433721028268337,0.0075108627788722515,0.008012253791093826,0.008987228386104107,0.009363978169858456,0.009080766700208187,0.007818569429218769,0.009459737688302994,0.010293830186128616,0.008213811554014683,0.008717025630176067,0.008432561531662941,0.008421476930379868,0.008863282389938831,0.00903782807290554,0.0081774378195405,0.00860372930765152,0.010164981707930565,0.008785491809248924,0.007941184565424919,0.008543572388589382,0.008502696640789509,0.010219242423772812,0.021141039207577705,0.009711159393191338,0.01019398495554924,0.0093313567340374,0.008073560893535614,0.008946380577981472,0.008349785581231117
55,0.10317541658878326,0.022784462198615074,0.01113842148333788,0.0015571998665109277,0.01970810443162918,0.007057581562548876,0.013020752929151058,0.0008581394795328379,0.0622573047876358,0.006899144034832716,0.00017043847765307873,0.023242875933647156,0.013720910996198654,0.0035544317215681076,0.020729634910821915,0.018788732588291168,0.018920401111245155,0.04144180938601494,0.02046501263976097,0.030325371772050858,0.011617767624557018,0.00016969650459941477,0.0006608099211007357,0.0064580258913338184,0.0046927365474402905,0.007259628269821405,0.007567375898361206,0.044322285801172256,0.033374425023794174,0.024432189762592316,0.004662404302507639,0.002029000548645854,0.010621882975101471,0.00019891902047675103,0.014225346967577934,0.008283698931336403,0.0002964091836474836,0.0030003879219293594,0.010236880742013454,0.003954714629799128,0.0034670422319322824,0.021607408300042152,0.015333078801631927,0.004913763143122196,0.0059486678801476955,0.004628472961485386,0.01495946291834116,0.009358543902635574,0.004675295669585466,0.004539117682725191,0.02205256000161171,0.003849084721878171,0.001676944550126791,0.015542114153504372,0.007749884855002165,0.0036567561328411102,0.014668864198029041,0.01674713008105755,0.0058270408771932125,0.02080645225942135,0.008407756686210632,0.007387497927993536,0.007922599092125893,0.008931483142077923,0.009324418380856514,0.009019609540700912,0.007745205424726009,0.009398354217410088,0.010149798355996609,0.008196165785193443,0.008648471906781197,0.008391779847443104,0.008394764736294746,0.008837063796818256,0.00898398831486702,0.008138520643115044,0.008529595099389553,0.009962311014533043,0.008742121048271656,0.007851204834878445,0.008492043241858482,0.008473636582493782,0.010144065134227276,0.02079133316874504,0.009633416309952736,0.010064195841550827,0.009279241785407066,0.008057454600930214,0.008890904486179352,0.008326857350766659
56,0.0801575779914856,0.02238849364221096,0.010799397714436054,0.0014655814738944173,0.019542274996638298,0.006951947696506977,0.012811043299734592,0.0008139858255162835,0.060890957713127136,0.0068183825351297855,0.00016829483502078801,0.02232956327497959,0.013590767979621887,0.0034844756592065096,0.02055051550269127,0.018593722954392433,0.01875763013958931,0.04084840044379234,0.020234324038028717,0.03016732819378376,0.011292973533272743,0.0001679765118751675,0.0006385113811120391,0.006407604087144136,0.004522792994976044,0.0072318147867918015,0.007505735848098993,0.04414024576544762,0.033019665628671646,0.024259284138679504,0.004609661642462015,0.001997880171984434,0.010551742278039455,0.0001955041370820254,0.014055248349905014,0.00823299027979374,0.00028379514697007835,0.002964495215564966,0.010132044553756714,0.0038249334320425987,0.003425279865041375,0.021293550729751587,0.015189558267593384,0.004743839614093304,0.005818224512040615,0.004587306175380945,0.014806186780333519,0.009171812795102596,0.004590947646647692,0.004418155178427696,0.021895887330174446,0.0037052736151963472,0.0016321572475135326,0.015321578830480576,0.007643522694706917,0.0036137530114501715,0.014267480000853539,0.016427848488092422,0.005816308781504631,0.020657172426581383,0.00838197860866785,0.007291711866855621,0.007835731841623783,0.00888232421129942,0.009284142404794693,0.008952516131103039,0.007672197185456753,0.00933696236461401,0.010011395439505577,0.008178893476724625,0.008581440895795822,0.008353078737854958,0.008368311449885368,0.011736029759049416,0.008930299431085587,0.008098771795630455,0.008458467200398445,0.009765644557774067,0.00869898870587349,0.007764258421957493,0.00844224076718092,0.00844770297408104,0.010063836351037025,0.020444398745894432,0.009554807096719742,0.00993641372770071,0.009227131493389606,0.00804234016686678,0.008834772743284702,0.008305571042001247
57,0.12861523032188416,0.022002361714839935,0.010513709858059883,0.0013757024426013231,0.019379014149308205,0.006848182529211044,0.012602297589182854,0.0007746018236503005,0.059464599937200546,0.0067393300123512745,0.0001662355789449066,0.021519968286156654,0.013467658311128616,0.0034155079629272223,0.020370827987790108,0.018402423709630966,0.01859566941857338,0.04021101072430611,0.02000497095286846,0.030007900670170784,0.011002921499311924,0.0001663520815782249,0.0006171452114358544,0.006358516402542591,0.004350684583187103,0.007203732151538134,0.007452246733009815,0.043959710747003555,0.03266212344169617,0.02408418245613575,0.004554758779704571,0.0019677462987601757,0.010484040714800358,0.00019251418416388333,0.013890394940972328,0.008181801997125149,0.00027265844983048737,0.0029293580446392298,0.010036522522568703,0.003691757330670953,0.003383441362529993,0.020978884771466255,0.01504663098603487,0.004623241722583771,0.005681070499122143,0.004545522853732109,0.014652404934167862,0.008999348618090153,0.004504193086177111,0.004299767315387726,0.02174139767885208,0.0035889947321265936,0.001590567291714251,0.015105526894330978,0.007539790123701096,0.0035719198640435934,0.013889936730265617,0.016110366210341454,0.0058054630644619465,0.020507371053099632,0.008356332778930664,0.0072191148065030575,0.007752607576549053,0.008838329464197159,0.009243115782737732,0.008877744898200035,0.007599723059684038,0.009275395423173904,0.009878313168883324,0.008161919191479683,0.008516109548509121,0.008316054940223694,0.008342087268829346,0.010591680184006691,0.008876781910657883,0.00805791188031435,0.008390451781451702,0.009590200148522854,0.008656035177409649,0.007681402377784252,0.008394226431846619,0.00842440128326416,0.00997772254049778,0.020100204274058342,0.00947508867830038,0.009811540134251118,0.009175111539661884,0.008028053678572178,0.008777677081525326,0.008285615593194962
58,0.0928037241101265,0.02162526175379753,0.010262451134622097,0.001287713530473411,0.019218096509575844,0.006746335886418819,0.012394585646688938,0.0007396375294774771,0.05796961858868599,0.006661771330982447,0.00016425838111899793,0.02081124670803547,0.013351086527109146,0.0033476261887699366,0.020190656185150146,0.018214743584394455,0.018434586003422737,0.03953097388148308,0.01977698504924774,0.029847148805856705,0.01074187271296978,0.000164816650794819,0.0005966845783405006,0.006310726515948772,0.004176480695605278,0.007175371050834656,0.007404675707221031,0.04378064349293709,0.032301321625709534,0.02390691079199314,0.004497569985687733,0.001938526169396937,0.010418366640806198,0.0001898362534120679,0.013730740174651146,0.008130118250846863,0.0002628568036016077,0.002894788980484009,0.009948614053428173,0.0035563413985073566,0.003341553034260869,0.020663507282733917,0.014904302544891834,0.004535841289907694,0.005536756012588739,0.0045029898174107075,0.014498228207230568,0.008839025162160397,0.007174910046160221,0.00418489845469594,0.021588990464806557,0.0034890607930719852,0.0015518695581704378,0.014893966726958752,0.007439058274030685,0.003531038062646985,0.01353739108890295,0.015795288607478142,0.005794499069452286,0.020357055589556694,0.008330763317644596,0.007164396345615387,0.00767414178699255,0.008798264898359776,0.009201320819556713,0.008794260211288929,0.007527947425842285,0.009213524870574474,0.009750492870807648,0.008145168423652649,0.00845264457166195,0.008280386216938496,0.008316054940223694,0.010133801959455013,0.00882345624268055,0.008015608415007591,0.00832570530474186,0.009436609223484993,0.008613226935267448,0.007603513076901436,0.008348037488758564,0.00840331707149744,0.00988485012203455,0.019758878275752068,0.009394049644470215,0.00969040859490633,0.00912331510335207,0.008014455437660217,0.008719370700418949,0.008266742341220379
59,0.08405739068984985,0.021256396546959877,0.010034127160906792,0.001201919512823224,0.019059333950281143,0.006646481808274984,0.012187961488962173,0.0007085578981786966,0.05639905482530594,0.006585398688912392,0.00016236130613833666,0.020195210352540016,0.013240564614534378,0.0032809104304760695,0.020010119304060936,0.018030574545264244,0.01827450655400753,0.038810934871435165,0.019550399854779243,0.029685156419873238,0.010505273938179016,0.000163363860337995,0.0005770802381448448,0.006264219991862774,0.004001150373369455,0.007146729622036219,0.0073613994754850864,0.04360300675034523,0.03193674236536026,0.02372751012444496,0.004437980242073536,0.0019101545913144946,0.010354368947446346,0.00018739090592134744,0.013576241210103035,0.008077920414507389,0.0002542444854043424,0.002860643435269594,0.009866945445537567,0.0034202258102595806,0.003299645846709609,0.02034749463200569,0.01476255338639021,0.004468921106308699,0.005384817253798246,0.00445955153554678,0.014343753457069397,0.008689215406775475,0.009602169506251812,0.004075131844729185,0.021438689902424812,0.0033998917788267136,0.0015157986199483275,0.01468692347407341,0.007341683376580477,0.0034909264650195837,0.01321050338447094,0.01548321545124054,0.005783405154943466,0.02020627073943615,0.00830521248281002,0.0071225231513381,0.007601103745400906,0.00876110140234232,0.009158763103187084,0.008702021092176437,0.007457031402736902,0.009151257574558258,0.009627990424633026,0.00812857411801815,0.008391209878027439,0.00824583601206541,0.008290178142488003,0.00988999754190445,0.008770340122282505,0.007971479557454586,0.008264405652880669,0.009299561381340027,0.008570547215640545,0.007531228009611368,0.008303680457174778,0.008384091779589653,0.009784365072846413,0.019420556724071503,0.009311497211456299,0.009573757648468018,0.009071918204426765,0.00800143089145422,0.008659647777676582,0.00824875570833683
