Step,silvery-sweep-90,warm-sweep-89,fast-sweep-88,different-sweep-87,glad-sweep-86,apricot-sweep-85,royal-sweep-84,dazzling-sweep-83,zany-sweep-82,divine-sweep-81,comfy-sweep-80,gallant-sweep-79,comfy-sweep-78,zesty-sweep-77,glowing-sweep-76,likely-sweep-75,eternal-sweep-74,glamorous-sweep-73,upbeat-sweep-72,firm-sweep-71,lucky-sweep-69,electric-sweep-70,proud-sweep-68,quiet-sweep-67,graceful-sweep-66,dashing-sweep-65,sparkling-sweep-64,solar-sweep-63,neat-sweep-62,rich-sweep-61,lilac-sweep-60,classic-sweep-59,lively-sweep-58,likely-sweep-57,serene-sweep-56,ethereal-sweep-55,upbeat-sweep-54,zany-sweep-53,breezy-sweep-51,fanciful-sweep-52,whole-sweep-50,helpful-sweep-49,rich-sweep-48,upbeat-sweep-47,colorful-sweep-46,chocolate-sweep-45,dainty-sweep-44,happy-sweep-43,rural-sweep-42,polar-sweep-41,happy-sweep-40,leafy-sweep-39,grateful-sweep-38,ancient-sweep-37,helpful-sweep-36,rich-sweep-35,copper-sweep-34,whole-sweep-33,worthy-sweep-32,rosy-sweep-31,easy-sweep-30,upbeat-sweep-29,sandy-sweep-28,floral-sweep-27,drawn-sweep-26,worthy-sweep-25,atomic-sweep-24,misty-sweep-23,autumn-sweep-21,laced-sweep-22,young-sweep-20,trim-sweep-19,stoic-sweep-18,solar-sweep-17,glowing-sweep-16,sleek-sweep-15,glorious-sweep-14,gallant-sweep-13,lyric-sweep-11,pious-sweep-12,astral-sweep-10,bumbling-sweep-9,azure-sweep-8,proud-sweep-7,fanciful-sweep-6,wandering-sweep-5,frosty-sweep-4,playful-sweep-3,major-sweep-2,devoted-sweep-1
112,0.002394715789705515,0.001067456672899425,0.10521029680967331,0.009256789460778236,0.0012115524150431156,0.11593595892190933,0.0017353656003251672,0.005270625464618206,0.04362726956605911,0.004947813227772713,0.03803379088640213,0.05458071455359459,0.0017148242332041264,0.014151687733829021,0.002939897123724222,0.0010187344159930944,0.001109951757825911,0.0014136119280010462,0.0010597516084089875,0.006055554840713739,0.001048117526806891,0.0016544440295547247,0.0012090635718777776,0.0019160790834575891,0.0010135741904377937,0.005816793069243431,0.01958867534995079,0.0010199438547715545,0.3881736695766449,0.01720924861729145,0.0009608613909222186,0.023110471665859222,0.001968172611668706,0.0010558698559179902,0.0071243904531002045,0.002232644474133849,0.0011920182732865214,0.0075477734208106995,0.0011004541302099824,0.012210861779749393,0.0010216139489784837,0.0013587016146630049,0.000990168540738523,0.0010787275386974216,0.0027601048350334167,0.0009637655457481742,0.0013713231310248375,0.0011092803906649351,0.0012032024096697569,0.0010295959655195475,0.002806023694574833,0.0010182186961174011,0.00139630027115345,0.0010853249114006758,0.0011970822233706713,0.0010829080129042268,0.0384969636797905,0.0009745078859850764,0.0010719039710238576,0.009152278304100037,0.005518287420272827,0.0047759744338691235,0.006457359530031681,0.007394107524305582,0.010099263861775398,0.0705542042851448,0.006171181797981262,0.006678368430584669,0.006564014591276646,0.006150354165583849,0.01142759621143341,0.006099092774093151,0.006602329667657614,0.004081455059349537,0.006439696531742811,0.006006247829645872,0.002273782156407833,0.00584216695278883,0.0067678955383598804,0.0055375732481479645,0.0022618351504206657,0.004619591869413853,0.007581939455121756,0.005544702988117933,0.0010329207871109247,0.004310406744480133,0.008659440092742443,0.0011608274653553963,0.002999075222760439,0.007428292650729418
113,0.00238260580226779,0.0010620220564305782,0.18248319625854492,0.008761987090110779,0.0012066466733813286,0.14909110963344574,0.0017166461329907179,0.005203616339713335,0.04337332770228386,0.00491690170019865,0.03761584311723709,0.0543016716837883,0.001694781007245183,0.014017070643603802,0.0028917426243424416,0.0010139578953385353,0.0011031549656763673,0.0014067229349166155,0.00105470756534487,0.00586729496717453,0.001043429714627564,0.0016375314444303513,0.0012040529400110245,0.001906492281705141,0.0010076258331537247,0.005752763710916042,0.018709445372223854,0.0010137315839529037,0.3692842721939087,0.017156772315502167,0.0009554357384331524,0.02295546792447567,0.001956135733053088,0.0010502615477889776,0.0070564826019108295,0.002202125731855631,0.0011888555018231273,0.007525100372731686,0.0010968492133542895,0.012096716091036797,0.0010166208958253264,0.0013539399951696396,0.0009845589520409703,0.0010728591587394476,0.0027387109585106373,0.0009589786641299725,0.0013574175536632538,0.0011047294829040766,0.0011995345121249557,0.0010242991847917438,0.00276125967502594,0.0010134881595149636,0.0013884843792766333,0.0010799001902341843,0.0011923299171030521,0.0010769572108983994,0.034777890890836716,0.0009697313653305173,0.0010665152221918106,0.009034908376634121,0.005505375098437071,0.004746042657643557,0.00643025292083621,0.0073711927980184555,0.010032296180725098,0.07031054049730301,0.0061293477192521095,0.006660372018814087,0.006509192753583193,0.0061333077028393745,0.011350351385772228,0.006080368999391794,0.0065781185403466225,0.004037179052829742,0.0064116669818758965,0.0059870770201087,0.0022457789164036512,0.005819988436996937,0.006737840827554464,0.005524550564587116,0.0022588693536818027,0.004578706342726946,0.007548460271209478,0.005521682091057301,0.0010297187836840749,0.004267322365194559,0.008616342209279537,0.0011494058417156339,0.002982380799949169,0.007405508775264025
114,0.0023705377243459225,0.0010569406440481544,0.12676440179347992,0.008305410854518414,0.001201738603413105,0.17766550183296204,0.0016987099079415202,0.00513624120503664,0.04311826825141907,0.004886347334831953,0.03720284625887871,0.05402344465255737,0.0016758792335167527,0.013884413056075573,0.0028455371502786875,0.0010098391212522984,0.0010975586483255029,0.0013999813236296177,0.0010498256888240576,0.0056953635066747665,0.001039002905599773,0.0016212447080761194,0.0011989991180598736,0.0018971295794472098,0.0010023604845628142,0.005690109450370073,0.017823563888669014,0.0010076736798509955,0.4145367443561554,0.01710416190326214,0.0009502153261564672,0.022803286090493202,0.0019441330805420876,0.0010448606917634606,0.00698850629851222,0.0021731695160269737,0.0011857800418511033,0.0075019896030426025,0.0010933051817119122,0.011982773430645466,0.0010115705663338304,0.0013492027064785361,0.0009788824245333672,0.0010678276885300875,0.0027175836730748415,0.0009541569743305445,0.0013444405049085617,0.0011002984829246998,0.0011959776747971773,0.0010189613094553351,0.0027167201042175293,0.001008882187306881,0.0013807567302137613,0.001074918545782566,0.0011877171928063035,0.001071056816726923,0.03297344222664833,0.0009649631683714688,0.0010621189139783382,0.008916893973946571,0.005492614582180977,0.00471674045547843,0.006402907893061638,0.0073481774888932705,0.009965367615222931,0.07006135582923889,0.006087092682719231,0.006642660591751337,0.0064558726735413074,0.006116587668657303,0.011277851648628712,0.00606140773743391,0.006554414983838797,0.003993293270468712,0.006384392734616995,0.005967908073216677,0.0022187333088368177,0.005797643214464188,0.006707093678414822,0.005511442665010691,0.002255883999168873,0.004539170302450657,0.007514077238738537,0.005498905666172504,0.0010267054894939065,0.004224687814712524,0.00857405923306942,0.0011387161212041974,0.0029655215330421925,0.007382828742265701
115,0.002358505502343178,0.0010520957875996828,0.12193458527326584,0.00789024867117405,0.0011969904880970716,0.21347229182720184,0.0016815350390970707,0.005068684462457895,0.042861901223659515,0.004856116138398647,0.03679504245519638,0.053745560348033905,0.0016579488292336464,0.013753645122051239,0.0028011950198560953,0.0010058414191007614,0.0010931175202131271,0.0013932834845036268,0.001045374316163361,0.005537690594792366,0.0010347911156713963,0.001605573808774352,0.0011941500706598163,0.0018879750277847052,0.000997801311314106,0.005628837272524834,0.016957953572273254,0.0010018845787271857,0.3652375340461731,0.017051352187991142,0.0009451806545257568,0.02265375666320324,0.0019321637228131294,0.001039661350660026,0.006920492276549339,0.002145760226994753,0.0011827792041003704,0.007478443440049887,0.0010897337924689054,0.011869027279317379,0.0010064960224553943,0.0013444841606542468,0.0009733631741255522,0.001062855706550181,0.0026967055164277554,0.00094936927780509,0.001332291285507381,0.001095918589271605,0.0011925530852749944,0.001013613073155284,0.0026724254712462425,0.0010042214998975396,0.0013731449143961072,0.001070299418643117,0.0011832350865006447,0.0010650490876287222,0.03130887821316719,0.000960259058047086,0.0010578642832115293,0.008798349648714066,0.0054799895733594894,0.004688067827373743,0.006375322118401527,0.007325069047510624,0.009898480027914047,0.06980802863836288,0.006044414360076189,0.006625216454267502,0.0064040012657642365,0.0061001903377473354,0.01120944507420063,0.006042196415364742,0.006531200837343931,0.003949854522943497,0.006357824429869652,0.005948740057647228,0.0021926439367234707,0.00577517319470644,0.006675620563328266,0.005498240701854229,0.002252873731777072,0.004500978626310825,0.007478702813386917,0.005476349964737892,0.0010236952221021056,0.004182496108114719,0.008532600477337837,0.001128473086282611,0.0029485165141522884,0.00736022274941206
116,0.0023465054109692574,0.0010474065784364939,0.118992879986763,0.007517323363572359,0.0011924107093364,0.24046382308006287,0.0016650981269776821,0.005001141224056482,0.04260403662919998,0.004826164338737726,0.03639262542128563,0.05346767231822014,0.0016409533564001322,0.013624713756144047,0.0027585155330598354,0.0010019640903919935,0.0010888875694945455,0.0013866099761798978,0.0010413207346573472,0.0053924256935715675,0.001031010178849101,0.0015904936008155346,0.0011896765790879726,0.0018790168687701225,0.0009933518012985587,0.005568955559283495,0.01613723672926426,0.0009965592762455344,0.34013283252716064,0.016998296603560448,0.0009402935393154621,0.0225067101418972,0.0019202278926968575,0.0010344050824642181,0.006852456368505955,0.002119973301887512,0.0011798447230830789,0.007454455830156803,0.0010861477348953485,0.011755431070923805,0.0010014312574639916,0.0013397788861766458,0.0009680562652647495,0.00105787324719131,0.002676064381375909,0.0009445179020985961,0.0013208846794441342,0.001091480953618884,0.0011892224429175258,0.001008533639833331,0.002628406509757042,0.0009996467269957066,0.0013656383380293846,0.0010656643426045775,0.001178876729682088,0.0010591340251266956,0.029775863513350487,0.0009556376608088613,0.0010536221088841558,0.00867937970906496,0.0054674893617630005,0.004660024307668209,0.006347493268549442,0.007301868870854378,0.009831664152443409,0.06954971700906754,0.006001434754580259,0.006608016323298216,0.0063535356894135475,0.006084114778786898,0.01114458404481411,0.006022724788635969,0.0065084658563137054,0.003906916826963425,0.006331928540021181,0.005929579958319664,0.0021675070747733116,0.005752591881901026,0.006643408443778753,0.005484940018504858,0.0022498280741274357,0.004464126192033291,0.007442244794219732,0.005453989841043949,0.0010207537561655045,0.004140738397836685,0.00849196407943964,0.0011186638148501515,0.0029314421117305756,0.007337676826864481
117,0.0023345372173935175,0.0010433322750031948,0.11626146733760834,0.007185469381511211,0.0011878876248374581,0.21554386615753174,0.0016493784496560693,0.0049338266253471375,0.042344510555267334,0.00479646073654294,0.035995788872241974,0.053189508616924286,0.001624752301722765,0.013497532345354557,0.002717310097068548,0.0009981427574530244,0.0010845983633771539,0.0013800810556858778,0.0010377262951806188,0.005257933400571346,0.0010274198139086366,0.0015759840607643127,0.001185166765935719,0.0018702478846535087,0.000989098334684968,0.005510453134775162,0.015378544107079506,0.000991871114820242,0.3259735107421875,0.016944952309131622,0.0009353721980005503,0.022362016141414642,0.001908356323838234,0.0010290488135069609,0.006784437224268913,0.00209559453651309,0.0011769681004807353,0.007430029101669788,0.001082521746866405,0.011641967110335827,0.0009964818600565195,0.0013350846711546183,0.0009629494743421674,0.0010529650608077645,0.0026556430384516716,0.0009397715330123901,0.0013101481599733233,0.0010870866244658828,0.001185959787108004,0.0010035982122644782,0.002584672998636961,0.0009951682295650244,0.0013582659885287285,0.0010609363671392202,0.0011746352538466454,0.001053168554790318,0.028369348496198654,0.000951464578974992,0.0010495901806280017,0.008560159243643284,0.005455101374536753,0.004632608033716679,0.0063194213435053825,0.007278589066118002,0.009764923714101315,0.069287970662117,0.0059579964727163315,0.006591054145246744,0.0063044228591024876,0.006068371701985598,0.011082753539085388,0.0060030072927474976,0.006486188154667616,0.0038644475862383842,0.006306660361588001,0.005910441279411316,0.0021433064248412848,0.005729909520596266,0.006610417738556862,0.005471531301736832,0.002246743068099022,0.00442857900634408,0.007404599338769913,0.005431813653558493,0.001017796341329813,0.00409940117970109,0.008452163077890873,0.0011091908672824502,0.0029145092703402042,0.007315177004784346
118,0.0023225992918014526,0.0010387399233877659,0.11367827653884888,0.006892041768878698,0.0011835112236440182,0.10635541379451752,0.0016343657625839114,0.0048669627867639065,0.042083289474248886,0.004766976926475763,0.03560469299554825,0.05291089043021202,0.0016092902515083551,0.013372035697102547,0.002677359851077199,0.0009943622862920165,0.001080231391824782,0.001373698585666716,0.0010349687654525042,0.005132794380187988,0.0010239833500236273,0.0015620279591530561,0.0011806177208200097,0.0018616620218381286,0.0009850889910012484,0.005453317426145077,0.014688699506223202,0.0009877706179395318,0.3142555356025696,0.016891278326511383,0.0009304056875407696,0.022219495847821236,0.0018965292256325483,0.001023765653371811,0.00671646511182189,0.002072530332952738,0.00117414107080549,0.007405148819088936,0.001078944536857307,0.011528627946972847,0.0009915431728586555,0.0013303979067131877,0.0009578630561009049,0.001048197504132986,0.0026354296132922173,0.0009351280168630183,0.0013000218896195292,0.0010830591199919581,0.001182766049169004,0.0009989123791456223,0.002541282679885626,0.0009908500360324979,0.001351077575236559,0.0010561475064605474,0.0011705047218129039,0.0010471936548128724,0.02708270587027073,0.0009474210091866553,0.0010456194868311286,0.008440794423222542,0.005442813038825989,0.004605814348906279,0.006291108205914497,0.007255225442349911,0.009698296897113323,0.07131041586399078,0.005914086475968361,0.006574304308742285,0.006256607361137867,0.006052939221262932,0.011023474857211113,0.005983510985970497,0.0064643509685993195,0.0038224582094699144,0.0062819793820381165,0.005891335662454367,0.002120022661983967,0.005707151722162962,0.006576607935130596,0.005458008963614702,0.002243617083877325,0.004394320771098137,0.007365648169070482,0.0054097953252494335,0.001014955691061914,0.004058480262756348,0.008413195610046387,0.0011000597150996327,0.0028975331224501133,0.007292707450687885
119,0.002310688141733408,0.0010345459450036287,0.11118707060813904,0.006633432116359472,0.00117919547483325,0.12459459900856018,0.0016200223471969366,0.00480075366795063,0.04182032123208046,0.004737687297165394,0.035219430923461914,0.0526316836476326,0.016180027276277542,0.013248201459646225,0.0026384969241917133,0.0009907439816743135,0.0010760592995211482,0.001367586781270802,0.0010312616359442472,0.005015747155994177,0.0010205915896221995,0.0015486073680222034,0.001176018500700593,0.0018532522954046726,0.0009814358782023191,0.005397523753345013,0.014065127819776535,0.0009838424157351255,0.30334383249282837,0.01683724857866764,0.0009254736942239106,0.022079050540924072,0.001884741010144353,0.0010184678249061108,0.006648584268987179,0.002050728304311633,0.0011713579297065735,0.007379792630672455,0.0010753682581707835,0.011415415443480015,0.0009866050677374005,0.0013257372193038464,0.0009530114475637674,0.0010434141149744391,0.0026154262013733387,0.000930720183532685,0.001290460699237883,0.001079278183169663,0.00117964087985456,0.0009941926691681147,0.0024983095936477184,0.000986696919426322,0.001343984273262322,0.001051301253028214,0.001166478730738163,0.0010411083931103349,0.025908902287483215,0.0009435134707018733,0.00104173319414258,0.008321382105350494,0.005430615972727537,0.004579641856253147,0.006262551061809063,0.007231793832033873,0.009631800465285778,0.07099335640668869,0.005869695916771889,0.006557762157171965,0.006210028193891048,0.006037815008312464,0.010966298170387745,0.005963762290775776,0.00644293986260891,0.003780975006520748,0.00625784182921052,0.005872267764061689,0.0020976276136934757,0.005684344097971916,0.006541947368532419,0.0054443590342998505,0.0022404491901397705,0.004361341241747141,0.007325251121073961,0.005387900397181511,0.0010121586965397,0.004017981700599194,0.008375058881938457,0.001091489684768021,0.0028804922476410866,0.0072702569887042046
120,0.00229880353435874,0.0010306654730811715,0.10877703130245209,0.00640548812225461,0.0011750739067792892,0.1380942463874817,0.0016063257353380322,0.004735405556857586,0.04155556112527847,0.004708555061370134,0.03484015539288521,0.052351806312799454,0.012086649425327778,0.013125991448760033,0.0026005860418081284,0.0009872601367533207,0.0010719755664467812,0.0013616986107081175,0.0010282840812578797,0.004905699752271175,0.0010172821348533034,0.0015357483644038439,0.0011713809799402952,0.0018450224306434393,0.0009780750842764974,0.005343050695955753,0.013499460183084011,0.000980397337116301,0.2937772572040558,0.016782838851213455,0.0009205476380884647,0.021940596401691437,0.0018729856237769127,0.001013168366625905,0.00658083613961935,0.0020301309414207935,0.0011687063379213214,0.007353958673775196,0.0010718086268752813,0.011302334256470203,0.0009817085228860378,0.00132115394808352,0.0009482075111009181,0.001038815244100988,0.0025956197641789913,0.000926785112824291,0.0012814067304134369,0.0010754966642707586,0.0011765776434913278,0.0009895755210891366,0.002455819398164749,0.0009827458998188376,0.0013369859661906958,0.001046468853019178,0.0011625515762716532,0.0010351995006203651,0.024841681122779846,0.0009395779343321919,0.0010378524893894792,0.008202053606510162,0.005418502259999514,0.0045540910214185715,0.0062337601557374,0.007208302151411772,0.00956546701490879,0.07065446674823761,0.0058248150162398815,0.006541404407471418,0.006164676044136286,0.006022981833666563,0.010910868644714355,0.005943728610873222,0.00642194040119648,0.003740016371011734,0.006234200671315193,0.005853239446878433,0.0020760856568813324,0.005661512725055218,0.006506416480988264,0.005430577788501978,0.0022372310049831867,0.00432958547025919,0.007283247075974941,0.0053661055862903595,0.0010094555327668786,0.003977874293923378,0.00833775382488966,0.001083382056094706,0.002863645553588867,0.007247814908623695
121,0.002286945004016161,0.0010268245823681355,0.106451116502285,0.006203839555382729,0.0011713859857991338,0.4900585412979126,0.001593251945450902,0.004671114031225443,0.041289012879133224,0.00467956718057394,0.034467075020074844,0.052071236073970795,0.010068392381072044,0.01300534326583147,0.0025635259225964546,0.0009844891028478742,0.0010680129053071141,0.001355844084173441,0.0010253393556922674,0.004801712930202484,0.0010140283266082406,0.0015234139282256365,0.0011667124927043915,0.0018369557801634073,0.0009747922886162996,0.005289863329380751,0.012981551699340343,0.0009771243203431368,0.2854090929031372,0.016728030517697334,0.0009157165186479688,0.02180403098464012,0.001861313357949257,0.0010079159401357174,0.006513257045298815,0.0020107205491513014,0.0011661319294944406,0.007327637635171413,0.0010682808933779597,0.011189389042556286,0.0009767473675310612,0.001316666603088379,0.0009434029343537986,0.0010342877358198166,0.002575988881289959,0.0009230561554431915,0.0012728191213682294,0.0010716598480939865,0.0011735728476196527,0.0009850122733041644,0.002413906157016754,0.0009788521565496922,0.0013300793943926692,0.0010417163139209151,0.0011587176704779267,0.0010293819941580296,0.023874592036008835,0.0009356308146379888,0.0010339382570236921,0.008082933723926544,0.005406462587416172,0.004529160913079977,0.006204741541296244,0.007184760645031929,0.00949931237846613,0.06901129335165024,0.005779444705694914,0.006525223609060049,0.0061204638332128525,0.006008448079228401,0.010856911540031433,0.005923410877585411,0.006401334889233112,0.003699621418491006,0.006211013533174992,0.005834266077727079,0.002055359771475196,0.005639012902975082,0.00646999990567565,0.005416658241301775,0.0022339648567140102,0.00429903157055378,0.007239448372274637,0.005344389006495476,0.0010070137213915586,0.003938149195164442,0.008301259018480778,0.001075563719496131,0.0028469113167375326,0.00722537562251091
122,0.0022751090582460165,0.0010229499312117696,0.10418671369552612,0.006024163216352463,0.001167777692899108,0.4220520853996277,0.0015807731542736292,0.004608023911714554,0.041020672768354416,0.004650708753615618,0.03410022333264351,0.051789961755275726,0.008626721799373627,0.01288620661944151,0.002527254167944193,0.0009807456517592072,0.001064061070792377,0.001350050326436758,0.001022498239763081,0.004702966194599867,0.0010106937261298299,0.001511534210294485,0.0011620763689279556,0.0018290330190211535,0.0009715391788631678,0.005237930454313755,0.01250126026570797,0.0009738436201587319,0.2765081226825714,0.016672829166054726,0.0009109578095376492,0.021669281646609306,0.0018497519195079803,0.001002675388008356,0.00644589401781559,0.0019923902582377195,0.0011635973351076245,0.007300828583538532,0.0010647124145179987,0.011076600290834904,0.0009719876106828451,0.0013122998643666506,0.0009387930040247738,0.0010298809502273798,0.0025565223768353462,0.0009195308666676283,0.0012646628310903907,0.0010677871759980917,0.0011706234654411674,0.0009804265573620796,0.002372675808146596,0.000974968308582902,0.0013232572237029672,0.0010369208175688982,0.001154969446361065,0.0010237351525574923,0.023001795634627342,0.0009316488285548985,0.0010300151770934463,0.007964142598211765,0.005394489038735628,0.004504848271608353,0.006175486836582422,0.007161181885749102,0.009433386847376823,0.0711970180273056,0.005733571946620941,0.006509202998131514,0.006077307276427746,0.005994194187223911,0.01080414466559887,0.005902805365622044,0.0063811070285737514,0.0036600606981664896,0.006188230589032173,0.005815359763801098,0.0020354092121124268,0.005616613198071718,0.006432821042835712,0.005402593873441219,0.0022306456230580807,0.004269624128937721,0.007193644531071186,0.005322727840393782,0.0010047967080026865,0.003898794762790203,0.008265560492873192,0.0010682601714506745,0.0028301202692091465,0.00720293540507555
123,0.002263294532895088,0.0010191191686317325,0.10197298973798752,0.005862461403012276,0.0011642742902040482,0.2386266589164734,0.0015688634011894464,0.004546342417597771,0.040750592947006226,0.004621969070285559,0.033739540725946426,0.051508042961359024,0.007480682339519262,0.012768547050654888,0.0024917330592870712,0.0009775441139936447,0.0010600988753139973,0.0013442871859297156,0.0010197219671681523,0.004608738236129284,0.0010073481826111674,0.0015000839484855533,0.001157589489594102,0.001821249257773161,0.0009685517870821059,0.00518721342086792,0.012051183730363846,0.0009704824187792838,0.2623862028121948,0.01661722920835018,0.0009062607423402369,0.02153627574443817,0.0018382379785180092,0.0009973272681236267,0.006378791760653257,0.001975073479115963,0.001161104068160057,0.007273521274328232,0.0010612686164677143,0.010963978245854378,0.0009674197062849998,0.001307950122281909,0.00093423156067729,0.0010258465772494674,0.002537212334573269,0.0009161354973912239,0.0012569054961204529,0.0010641060071066022,0.001167750102467835,0.0009760567336343229,0.0023322352208197117,0.0009711555321700871,0.0013165168929845095,0.0010320845758542418,0.001151300617493689,0.0010183564154431224,0.022216105833649635,0.0009277038625441492,0.001026087673380971,0.007845759391784668,0.005382574629038572,0.004481160547584295,0.006146040745079517,0.007137570530176163,0.009367719292640686,0.06669872999191284,0.0056871990673244,0.006493325345218182,0.006035143509507179,0.005980220623314381,0.010752322152256966,0.005881913471966982,0.006361236330121756,0.003621094161644578,0.0061658043414354324,0.005796528421342373,0.002016186947003007,0.005594250746071339,0.0063951220363378525,0.005388378631323576,0.002227271907031536,0.004241337534040213,0.007145592477172613,0.005301095545291901,0.0010025959927588701,0.0038598014507442713,0.008230632171034813,0.0010612558107823133,0.002813205821439624,0.0071804821491241455
124,0.0022515023592859507,0.001015475019812584,0.09978988021612167,0.0057151843793690205,0.0011608618078753352,0.19040335714817047,0.00155749567784369,0.004486215766519308,0.04047883674502373,0.004593332763761282,0.03338503837585449,0.05122552812099457,0.006536702625453472,0.012652333825826645,0.002456935355439782,0.0009744595154188573,0.0010561248054727912,0.0013385432539507747,0.0010169236920773983,0.004518408328294754,0.001004014746285975,0.0014890370657667518,0.0011532311327755451,0.0018135984428226948,0.000965785002335906,0.005137670785188675,0.011626480147242546,0.0009671820444054902,0.2519351840019226,0.016561191529035568,0.0009015942923724651,0.021404944360256195,0.001826765830628574,0.0009919750737026334,0.006311995442956686,0.0019586989656090736,0.0011586403707042336,0.007245689630508423,0.0010578369256109,0.010851552709937096,0.0009631342836655676,0.001303603290580213,0.0009298395598307252,0.0010218372335657477,0.0025180631782859564,0.0009128147503361106,0.001249518827535212,0.001060438808053732,0.001164993504062295,0.0009719075169414282,0.002292694989591837,0.0009675383334979415,0.0013098663184791803,0.0010273513616994023,0.0011477087391540408,0.001013124012388289,0.021510938182473183,0.0009237558697350323,0.001022176817059517,0.007728046737611294,0.005370710976421833,0.004458084236830473,0.006116378121078014,0.007113942876458168,0.009302341379225254,0.08582053333520889,0.005640330258756876,0.006477579474449158,0.005993908736854792,0.005966509692370892,0.0107012540102005,0.005860734265297651,0.006341703236103058,0.0035827215760946274,0.00614368449896574,0.00577777624130249,0.0019976471085101366,0.005571941379457712,0.006356398109346628,0.005374004598706961,0.0022238537203520536,0.004214121028780937,0.00709501700475812,0.005279471632093191,0.0010004283394664526,0.0038211606442928314,0.008196445181965828,0.0010544643737375736,0.002796232234686613,0.007158021442592144
125,0.002239733003079891,0.0010121784871444106,0.1438239961862564,0.005579335615038872,0.0011574411764740944,0.2816561162471771,0.0015466439072042704,0.0044274828396737576,0.040205441415309906,0.0045647891238331795,0.03303670138120651,0.050942517817020416,0.0057543558068573475,0.012537525966763496,0.002422887133434415,0.0009712642058730125,0.0010524570243433118,0.0013328185304999352,0.001014131586998701,0.004431390669196844,0.0010008158860728145,0.0014784140512347221,0.0011493326164782047,0.0018060737056657672,0.0009630511049181223,0.0050892592407763,0.011224792338907719,0.0009638541960157454,0.24292200803756714,0.016504701226949692,0.0008970683556981385,0.021275218576192856,0.0018153280252590775,0.0009865924948826432,0.0062455544248223305,0.001943164155818522,0.0011562295258045197,0.0072173248045146465,0.0010543698444962502,0.01073935255408287,0.0009588866378180683,0.001299251918680966,0.0009258117061108351,0.0010178221855312586,0.002499061170965433,0.0009096013964153826,0.0012424769811332226,0.0010567213175818324,0.001162286032922566,0.0009677575435489416,0.002254161052405834,0.0009640748612582684,0.0013033055001869798,0.001022564247250557,0.0011442317627370358,0.0010082287481054664,0.02088054083287716,0.0009198759798891842,0.0010182781843468547,0.007611053995788097,0.00535889295861125,0.004435616545379162,0.006086492910981178,0.007090314757078886,0.009237292222678661,0.07319004833698273,0.005592966452240944,0.006461952812969685,0.005953541956841946,0.0059530530124902725,0.01065075397491455,0.005839269608259201,0.006322492379695177,0.0035449685528874397,0.006121816113591194,0.005759111605584621,0.001979744527488947,0.005549712106585503,0.006316591985523701,0.005359464790672064,0.0022206986322999,0.0041879224590957165,0.007041613571345806,0.00525783933699131,0.0009982772171497345,0.0037828641943633556,0.008162964135408401,0.0010479147313162684,0.025477975606918335,0.007135548163205385
126,0.0022279873955994844,0.0010090935975313187,0.1223333328962326,0.005452487617731094,0.001154132536612451,0.18111780285835266,0.0015362808480858803,0.004370097536593676,0.03993047773838043,0.004536338150501251,0.03269448131322861,0.05065907537937164,0.0051108067855238914,0.012424102053046227,0.0023895781487226486,0.0009680463117547333,0.0010486316168680787,0.0013271047500893474,0.0010112817399203777,0.0043472000397741795,0.0009978805901482701,0.00146824074909091,0.0011459138477221131,0.001798669109120965,0.0009604447986930609,0.005041947588324547,0.01084559690207243,0.000960660632699728,0.22727283835411072,0.016447758302092552,0.0008926801383495331,0.02114706113934517,0.0018039245624095201,0.0009813199285417795,0.006179511081427336,0.0019283886067569256,0.001153862103819847,0.007188448682427406,0.00105088681448251,0.010627423413097858,0.0009546531946398318,0.0012948972871527076,0.0009220794891007245,0.0010140289086848497,0.0024801939725875854,0.0009065542835742235,0.0012357579544186592,0.001053072977811098,0.0011596223339438438,0.0009636377799324691,0.0022167274728417397,0.0009605913073755801,0.0012968243099749088,0.001017698086798191,0.0011409001890569925,0.0010039269691333175,0.020318428054451942,0.0009159421315416694,0.0010144331026822329,0.007494596764445305,0.005347114522010088,0.004413750488311052,0.00605638325214386,0.00706669595092535,0.009172593243420124,0.12508846819400787,0.00554511696100235,0.006446429528295994,0.005913982167840004,0.005939831957221031,0.01060063298791647,0.005817521829158068,0.0063035860657691956,0.0035081738606095314,0.00610014796257019,0.005740539636462927,0.0019624317064881325,0.005527585744857788,0.00627564825117588,0.0053447517566382885,0.0022176350466907024,0.004162698518484831,0.00698505062609911,0.029110174626111984,0.0009963145712390542,0.003744905348867178,0.008130141533911228,0.0010416582226753235,0.014058484695851803,0.007113062310963869
