Run,Validation Loss,Extrapolation Validation Loss,Parameter
silvery-sweep-90,1.1300912774458992e-05,0.2741055488586426,844
warm-sweep-89,5.433673209154222e-07,0.01797430031001568,99
fast-sweep-88,0.1040143296122551,0.5069217085838318,519
different-sweep-87,1.8695191101869568e-05,0.33637380599975586,857
glad-sweep-86,1.9735634850803763e-06,0.23834247887134552,204
apricot-sweep-85,1.3002872467041016,0.5550194978713989,520
royal-sweep-84,9.495435733697375e-06,0.18766263127326965,711
dazzling-sweep-83,2.334678174520377e-05,0.2009562999010086,610
zany-sweep-82,0.000806526280939579,0.972429096698761,513
divine-sweep-81,7.346652273554355e-05,0.5508078932762146,944
comfy-sweep-80,0.000213930950849317,0.4355419278144837,685
gallant-sweep-79,0.001803174847736955,0.693253219127655,518
comfy-sweep-78,0.00014350069977808744,0.24727308750152588,979
zesty-sweep-77,0.0004664129810407758,0.4080943167209625,687
glowing-sweep-76,0.001389394630677998,0.3867345452308655,518
likely-sweep-75,1.5530378732364625e-05,0.07888008654117584,838
eternal-sweep-74,2.593743374745827e-06,0.04978908970952034,183
glamorous-sweep-73,2.202208179369336e-06,0.04163148999214173,186
upbeat-sweep-72,1.1272912843196536e-06,1.3690519332885742,302
firm-sweep-71,8.552337021683343e-06,0.3675071895122528,612
lucky-sweep-69,1.8444881106916e-06,0.15192009508609772,177
electric-sweep-70,1.537872094559134e-06,1.1267396211624146,163
proud-sweep-68,2.2348335733113345e-06,0.1964658796787262,166
quiet-sweep-67,8.32522982818773e-06,0.42628058791160583,370
graceful-sweep-66,0.009746935218572617,0.460392951965332,934
dashing-sweep-65,3.058320362470113e-05,0.33945098519325256,627
sparkling-sweep-64,2.0138548279646784e-05,0.6726149916648865,430
solar-sweep-63,1.1099623407062609e-06,0.5459818243980408,175
neat-sweep-62,0.07456304877996445,0.5137314200401306,690
rich-sweep-61,0.00013756084081251174,0.3263234794139862,497
lilac-sweep-60,3.2819993975863326e-06,2.392319440841675,82
classic-sweep-59,0.0005998372216708958,0.29284143447875977,402
lively-sweep-58,0.0002900527906604111,0.6537081003189087,307
likely-sweep-57,1.3014578144066036e-06,0.009660382755100729,58
serene-sweep-56,0.00019093076116405427,0.6279210448265076,400
ethereal-sweep-55,6.708364253427135e-06,0.18518635630607605,95
upbeat-sweep-54,1.995953880395973e-06,0.1560458391904831,288
zany-sweep-53,0.0001882563956314698,0.6650390625,397
breezy-sweep-51,1.1524278988872538e-06,0.005130094010382891,77
fanciful-sweep-52,0.0001429745025234297,0.21828149259090424,305
whole-sweep-50,1.0263128160659107e-06,0.00021186601952649653,37
helpful-sweep-49,2.1184416709729703e-06,0.1262923926115036,91
rich-sweep-48,2.408851969448733e-06,0.045654602348804474,107
upbeat-sweep-47,5.378596483751608e-07,0.07430906593799591,58
colorful-sweep-46,7.246035693242448e-06,0.5109484791755676,196
chocolate-sweep-45,1.7290409459747025e-06,0.21119046211242676,79
dainty-sweep-44,5.77165201320895e-06,0.18858565390110016,182
happy-sweep-43,7.559005098300986e-06,0.6400290727615356,146
rural-sweep-42,3.6263402307668e-06,0.6557250022888184,224
polar-sweep-41,2.0825762021559058e-06,0.0510682575404644,79
happy-sweep-40,4.145733328186907e-06,0.17745830118656158,173
leafy-sweep-39,2.450165084155742e-06,0.017790107056498528,107
grateful-sweep-38,1.6777049722804804e-06,2.2896575927734375,150
ancient-sweep-37,5.567895641434006e-06,1.210180640220642,147
helpful-sweep-36,3.1625629617337836e-06,0.24469994008541107,198
rich-sweep-35,1.6974313439277466e-06,0.00110668467823416,44
copper-sweep-34,0.13709764182567596,0.5492308735847473,311
whole-sweep-33,7.174006100285624e-07,0.052401404827833176,48
worthy-sweep-32,2.1752082375314785e-06,4.797635078430176,65
rosy-sweep-31,0.00033982444438152015,0.31844043731689453,310
easy-sweep-30,0.0003225730324629694,0.23141054809093475,105
upbeat-sweep-29,0.001282028271816671,0.746331512928009,121
sandy-sweep-28,0.001996211241930723,0.4107998013496399,106
floral-sweep-27,0.0005077329115010798,0.4230198860168457,136
drawn-sweep-26,0.004126150161027908,0.4271722733974457,121
worthy-sweep-25,0.08126013725996017,0.4846826195716858,104
atomic-sweep-24,0.0020855586044490337,0.42423325777053833,145
misty-sweep-23,0.0011950789485126734,0.2452578097581863,115
autumn-sweep-21,9.714325642562471e-06,0.09073660522699356,122
laced-sweep-22,0.003389642806723714,0.4354925751686096,102
young-sweep-20,0.003909877501428127,0.4796906113624573,119
trim-sweep-19,0.0027068958152085543,0.6700388789176941,105
stoic-sweep-18,0.0012319701490923762,0.40527135133743286,145
solar-sweep-17,0.0007643609424121678,0.4357475340366363,120
glowing-sweep-16,0.005851572845131159,0.3991678059101105,102
sleek-sweep-15,0.00030261112260632217,0.12402073293924332,145
glorious-sweep-14,6.3979173319239635e-06,0.04564891383051872,68
gallant-sweep-13,0.0032053710892796516,0.439929336309433,102
lyric-sweep-11,0.00039521034341305494,0.11085756868124008,65
pious-sweep-12,0.0015281455125659704,0.4071256220340729,144
astral-sweep-10,0.0011733913561329246,0.2747989594936371,33
bumbling-sweep-9,0.0005562877631746233,0.3983724713325501,125
azure-sweep-8,0.012798736803233624,0.4637215733528137,121
proud-sweep-7,0.00233024568296969,0.8008136749267578,106
fanciful-sweep-6,5.014374437450897e-06,0.03308306261897087,36
wandering-sweep-5,0.0008423335966654122,0.4301631152629852,115
frosty-sweep-4,0.0011771938297897575,0.4163873791694641,93
playful-sweep-3,4.947749403072521e-06,0.03376245126128197,36
major-sweep-2,0.00035277209826745093,0.18812114000320437,110
devoted-sweep-1,0.005075915716588497,0.46690845489501953,105
