Run,Validation Loss,Extrapolation Validation Loss,Parameter
fresh-sweep-90,2.728190793277463e-06,0.11415185034275056,716
stellar-sweep-89,7.53175208956236e-06,0.029856208711862564,479
magic-sweep-88,0.00010306434705853462,0.18177975714206696,477
ancient-sweep-87,2.368726427448564e-06,0.09111733734607697,581
bright-sweep-86,2.327258243894903e-06,0.08021070808172226,520
fresh-sweep-85,3.889637082465924e-05,0.8445342183113098,461
stilted-sweep-84,3.4449844861228485e-06,0.08854971081018448,840
lyric-sweep-83,8.519858965883031e-06,0.27507728338241577,577
kind-sweep-82,5.226605480856961e-06,0.6255058646202087,391
summer-sweep-81,3.348768359501264e-06,0.12683849036693573,752
bumbling-sweep-80,1.5088593272594153e-06,0.07311314344406128,403
upbeat-sweep-79,3.789757329286658e-06,0.15294289588928223,347
likely-sweep-78,2.3841732854634756e-06,0.033951979130506516,641
devoted-sweep-77,3.634251470430172e-06,0.28807368874549866,511
helpful-sweep-76,3.577549705369165e-06,0.0917576104402542,342
super-sweep-75,5.91540219829767e-06,0.09480325132608414,643
feasible-sweep-74,0.0036633098497986794,0.12968577444553375,661
solar-sweep-73,3.1620975278201513e-06,0.07129140198230743,269
vocal-sweep-72,2.663108716660645e-06,0.25416645407676697,664
flowing-sweep-71,5.033704383095028e-06,0.23466701805591583,504
different-sweep-70,0.00013498157204594463,0.09716536849737167,489
sparkling-sweep-69,2.7909347863896983e-06,0.0897209420800209,346
chocolate-sweep-68,3.780638053285657e-06,0.33581241965293884,547
fanciful-sweep-67,2.3325012534769485e-06,0.14684560894966123,354
iconic-sweep-66,2.292540557391476e-05,0.165973499417305,905
zany-sweep-65,2.65133053289901e-06,0.17122040688991547,485
royal-sweep-64,4.926182100462029e-06,0.08042488247156143,309
pretty-sweep-63,3.2071088753582444e-06,0.05959669500589371,675
faithful-sweep-62,2.695891907933401e-06,0.21200309693813324,540
robust-sweep-61,6.76257468512631e-06,0.20889602601528168,419
rural-sweep-60,2.476430609021918e-06,0.6889814734458923,378
avid-sweep-59,2.5662632197054336e-06,0.24647441506385803,106
cosmic-sweep-58,2.6655595775082475e-06,0.3394971489906311,170
unique-sweep-57,2.7895041512238095e-06,0.02152368053793907,63
deft-sweep-56,2.5971858121920377e-06,0.4144609570503235,304
true-sweep-55,2.9689677830901928e-05,0.10561051219701768,263
trim-sweep-54,0.0003266442508902401,0.10285262018442154,516
golden-sweep-53,3.306535973024438e-06,0.06675359606742859,290
helpful-sweep-52,3.3459241421951447e-06,0.04276257753372192,69
hearty-sweep-51,3.040827505174093e-05,0.11080751568078996,501
solar-sweep-50,2.661524604263832e-06,0.020395619794726372,17
helpful-sweep-49,0.00016850385873112828,0.4382602870464325,276
glowing-sweep-48,2.8931317501701415e-06,0.07733160257339478,105
clean-sweep-47,2.568442596384557e-06,0.16943012177944183,223
different-sweep-46,1.7875458070193417e-05,0.0772247239947319,232
super-sweep-45,2.104412033077097e-06,0.27292317152023315,360
colorful-sweep-44,2.8811853098886786e-06,0.04651613533496857,313
iconic-sweep-43,9.67284449870931e-07,0.1600145548582077,180
glowing-sweep-42,1.3418688240562917e-06,0.06931829452514648,117
dashing-sweep-41,4.012114004581235e-06,0.022035719826817513,173
likely-sweep-40,2.369183857808821e-05,0.3921261429786682,241
youthful-sweep-39,2.792756731651025e-06,0.03936628997325897,211
sage-sweep-38,4.339096904004691e-06,0.04946006089448929,245
upbeat-sweep-37,1.0394125638413245e-05,0.247944638133049,250
treasured-sweep-36,2.7658829822030384e-06,0.12277872860431673,228
worldly-sweep-35,4.254814939486096e-06,0.060690391808748245,228
dazzling-sweep-34,1.1420265764172657e-06,0.02330573089420795,192
golden-sweep-33,1.1651849263216718e-06,0.22800688445568085,379
zany-sweep-32,2.9433156214508926e-06,0.023018524050712585,89
vivid-sweep-31,3.3586848076083697e-06,0.16003476083278656,107
dry-sweep-30,9.69411985352053e-07,0.01278569269925356,40
scarlet-sweep-29,2.6191088409177613e-08,1.719842970260288e-07,12
neat-sweep-28,6.154224507781691e-08,0.001174434437416494,27
radiant-sweep-27,0.0002916508528869599,0.05903710052371025,7
young-sweep-26,6.168230015646259e-07,0.005296298768371344,34
vague-sweep-25,1.5049641532982605e-08,5.8592014795522125e-08,10
lilac-sweep-24,7.701844850771522e-08,9.301025784225205e-06,22
smart-sweep-23,0.0002916822559200227,0.05904058367013931,8
apricot-sweep-22,5.411645247477281e-07,0.0018002368742600083,37
magic-sweep-21,0.0002916516677942127,0.05903348326683045,8
eager-sweep-20,6.298352417388743e-08,0.00016093735757749528,25
glorious-sweep-19,1.8470696261374544e-07,0.00013778680295217782,34
dulcet-sweep-17,2.623790578581975e-06,0.00017397939518559724,9
feasible-sweep-18,2.2262611309997737e-08,1.316623166047748e-08,13
rosy-sweep-16,2.3416104610873845e-08,1.3975927082299222e-08,10
glowing-sweep-14,0.0002917058882303536,0.059037018567323685,7
vague-sweep-15,2.6002180675277486e-06,0.00018279855430591851,26
jolly-sweep-13,3.1357282637145545e-07,2.941694390301564e-07,14
logical-sweep-12,2.52952823132091e-08,2.72657473487925e-07,13
misunderstood-sweep-11,1.1597380762395917e-06,0.003219746518880129,43
generous-sweep-8,6.812971946601465e-07,3.957431181333959e-05,15
zesty-sweep-9,3.1978576231495026e-08,2.1186115972682273e-08,14
hardy-sweep-10,4.608809334172293e-08,1.8055494365398772e-05,25
floral-sweep-4,2.36883488469175e-06,0.00015522648754995316,11
eager-sweep-5,2.86921419956343e-08,5.092137485007697e-07,13
royal-sweep-6,6.11228827551713e-08,3.0355338367371587e-06,24
warm-sweep-7,1.3270617955640771e-06,8.115079981507733e-05,19
young-sweep-3,4.74687749374425e-06,0.03182416409254074,9
electric-sweep-1,1.852514515121584e-06,0.00012009142665192484,12
fanciful-sweep-2,8.31267854550788e-08,3.973480033891974e-06,23
