Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
vague-sweep-25,1.5049641532982605e-08,5.859201479552213e-08,10,2.6893986565790544e-08
feasible-sweep-18,2.2262611309997737e-08,1.316623166047748e-08,13,9.844921266923248e-07
rosy-sweep-16,2.3416104610873845e-08,1.3975927082299222e-08,10,1.142410822880345e-06
logical-sweep-12,2.52952823132091e-08,2.72657473487925e-07,13,1.5520486194166036e-06
scarlet-sweep-29,2.6191088409177613e-08,1.719842970260288e-07,12,1.614713651485865e-06
eager-sweep-5,2.86921419956343e-08,5.092137485007697e-07,13,2.155734444825316e-06
zesty-sweep-9,3.1978576231495026e-08,2.1186115972682277e-08,14,2.3153640485769276e-06
royal-sweep-6,6.11228827551713e-08,3.0355338367371587e-06,24,8.07786717836559e-06
fanciful-sweep-2,8.31267854550788e-08,3.973480033891974e-06,23,1.1636465047321104e-05
lilac-sweep-24,7.701844850771522e-08,9.301025784225205e-06,22,1.3956875926752468e-05
hardy-sweep-10,4.608809334172293e-08,1.805549436539877e-05,25,1.4918233977279448e-05
jolly-sweep-13,3.1357282637145545e-07,2.941694390301564e-07,14,4.091154207989666e-05
eager-sweep-20,6.298352417388743e-08,0.0001609373575774,25,0.00010181638845176991
glorious-sweep-19,1.8470696261374544e-07,0.0001377868029521,34,0.000104724208976273
generous-sweep-8,6.812971946601465e-07,3.957431181333959e-05,15,0.00011435743627722644
warm-sweep-7,1.3270617955640771e-06,8.115079981507733e-05,19,0.0002271123398050281
electric-sweep-1,1.852514515121584e-06,0.0001200914266519,12,0.0003218854353085191
floral-sweep-4,2.36883488469175e-06,0.0001552264875499,11,0.0004131590079766704
dulcet-sweep-17,2.623790578581975e-06,0.0001739793951855,9,0.0004590602095400927
vague-sweep-15,2.6002180675277486e-06,0.0001827985543059,26,0.00046106413303005856
neat-sweep-28,6.154224507781691e-08,0.0011744344374164,27,0.0007016528437920902
apricot-sweep-22,5.411645247477281e-07,0.00180023687426,37,0.0011376176158015582
misunderstood-sweep-11,1.1597380762395917e-06,0.0032197465188801,43,0.0020624559950064717
young-sweep-26,6.168230015646259e-07,0.0052962987683713,34,0.0032177608126245528
dry-sweep-30,9.69411985352053e-07,0.0127856926992535,40,0.0076999236296800486
solar-sweep-50,2.661524604263832e-06,0.0203956197947263,17,0.012436277627294627
unique-sweep-57,2.789504151223809e-06,0.021523680537939,63,0.013121605159796126
dashing-sweep-41,4.012114004581235e-06,0.0220357198268175,173,0.01359162707614176
