Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
dazzling-sweep-34,1.1420265764172657e-06,0.0233057308942079,192,0.01395179159113296
zany-sweep-32,2.9433156214508926e-06,0.0230185240507125,89,0.014027609395705107
stellar-sweep-89,7.53175208956236e-06,0.0298562087118625,479,0.01870207996734136
young-sweep-3,4.74687749374425e-06,0.0318241640925407,9,0.01948708768816405
likely-sweep-78,2.384173285463476e-06,0.0339519791305065,641,0.020424360771331664
youthful-sweep-39,2.792756731651025e-06,0.0393662899732589,211,0.02368562919513265
helpful-sweep-52,3.3459241421951447e-06,0.0427625775337219,69,0.025771876552153048
colorful-sweep-44,2.8811853098886786e-06,0.0465161353349685,313,0.02793070985588781
sage-sweep-38,4.339096904004691e-06,0.0494600608944892,245,0.029872627525300833
pretty-sweep-63,3.2071088753582444e-06,0.0595966950058937,675,0.03571943993417543
worldly-sweep-35,4.254814939486096e-06,0.0606903918087482,228,0.036509955251500886
golden-sweep-53,3.306535973024438e-06,0.0667535960674285,290,0.03997019904649442
glowing-sweep-42,1.3418688240562917e-06,0.0693182945251464,117,0.041220453348768914
solar-sweep-73,3.1620975278201517e-06,0.0712914019823074,269,0.04263705796019286
bumbling-sweep-80,1.5088593272594153e-06,0.0731131434440612,403,0.04348995694324512
glowing-sweep-48,2.893131750170141e-06,0.0773316025733947,105,0.04617640149112244
bright-sweep-86,2.327258243894903e-06,0.0802107080817222,520,0.04780371823454626
different-sweep-46,1.7875458070193417e-05,0.0772247239947319,232,0.0481580498593416
royal-sweep-64,4.926182100462029e-06,0.0804248824715614,309,0.048285243452421654
stilted-sweep-84,3.4449844861228485e-06,0.0885497108101844,840,0.05289331836054044
sparkling-sweep-69,2.7909347863896983e-06,0.0897209420800209,346,0.05349746616373459
ancient-sweep-87,2.368726427448564e-06,0.0911173373460769,581,0.0542665644122142
helpful-sweep-76,3.577549705369165e-06,0.0917576104402542,342,0.05481062445166215
super-sweep-75,5.91540219829767e-06,0.0948032513260841,643,0.056932864286928155
true-sweep-55,2.9689677830901928e-05,0.1056105121970176,263,0.0665761509273804
fresh-sweep-90,2.728190793277463e-06,0.1141518503427505,716,0.0679530341823311
hearty-sweep-51,3.040827505174093e-05,0.1108075156807899,501,0.0697510777128218
treasured-sweep-36,2.7658829822030384e-06,0.1227787286043167,228,0.07306565587834797
magic-sweep-21,0.0002916516677942,0.0590334832668304,8,0.07475554792584821
radiant-sweep-27,0.0002916508528869,0.0590371005237102,7,0.07475757826903948
smart-sweep-23,0.00029168225592,0.0590405836701393,8,0.07476392661252414
glowing-sweep-14,0.0002917058882303,0.0590370185673236,7,0.07476504147472793
summer-sweep-81,3.348768359501264e-06,0.1268384903669357,752,0.07554876422909915
different-sweep-70,0.0001349815720459,0.0971653684973716,489,0.07594746969094612
fanciful-sweep-67,2.3325012534769485e-06,0.1468456089496612,354,0.08725511592978592
upbeat-sweep-79,3.789757329286658e-06,0.1529428958892822,347,0.09106386755217452
iconic-sweep-43,9.67284449870931e-07,0.1600145548582077,180,0.09486535208776449
vivid-sweep-31,3.3586848076083697e-06,0.1600347608327865,107,0.09520371508646625
clean-sweep-47,2.568442596384557e-06,0.1694301217794418,223,0.1006583069992138
iconic-sweep-66,2.292540557391476e-05,0.165973499417305,905,0.10139034484584326
zany-sweep-65,2.65133053289901e-06,0.1712204068899154,485,0.10172954487454344
trim-sweep-54,0.0003266442508902,0.1028526201844215,516,0.10547443990429423
magic-sweep-88,0.0001030643470585,0.1817797571420669,477,0.12168641467231087
robust-sweep-61,6.76257468512631e-06,0.2088960260152816,419,0.12459624649622483
faithful-sweep-62,2.695891907933401e-06,0.2120030969381332,540,0.12588070592726924
golden-sweep-33,1.1651849263216718e-06,0.2280068844556808,379,0.13514670070736814
flowing-sweep-71,5.033704383095028e-06,0.2346670180559158,504,0.13961779267267668
avid-sweep-59,2.5662632197054336e-06,0.246474415063858,106,0.14627149257690125
upbeat-sweep-37,1.0394125638413245e-05,0.247944638133049,250,0.14821034517267279
vocal-sweep-72,2.663108716660645e-06,0.2541664540767669,664,0.15083872364923243
super-sweep-45,2.104412033077097e-06,0.2729231715202331,360,0.16186723834273262
lyric-sweep-83,8.519858965883031e-06,0.2750772833824157,577,0.16401820266248449
devoted-sweep-77,3.634251470430172e-06,0.2880736887454986,511,0.17104579237414635
chocolate-sweep-68,3.780638053285657e-06,0.3358124196529388,547,0.19932912211269274
cosmic-sweep-58,2.6655595775082475e-06,0.3394971489906311,170,0.2013584417460713
likely-sweep-40,2.369183857808821e-05,0.3921261429786682,241,0.23538689304678653
deft-sweep-56,2.5971858121920377e-06,0.4144609570503235,304,0.24573085718432375
helpful-sweep-49,0.0001685038587311,0.4382602870464325,276,0.2824655290693463
kind-sweep-82,5.226605480856961e-06,0.6255058646202087,391,0.3710372636120409
rural-sweep-60,2.476430609021918e-06,0.6889814734458923,378,0.40824214203067777
fresh-sweep-85,3.889637082465924e-05,0.8445342183113098,461,0.5053068785484394
feasible-sweep-74,0.0036633098497986,0.1296857744455337,661,0.5767794604938612
