Run,Validation Loss,Extrapolation Validation Loss,Parameter
pleasant-sweep-90,1.1491396435303614e-05,0.27407023310661316,845
splendid-sweep-89,8.037251291170833e-07,0.01677709072828293,99
fluent-sweep-88,0.04042453691363335,0.6432139277458191,519
expert-sweep-87,1.8307429854758084e-05,0.3349021077156067,856
pleasant-sweep-86,2.0971158392057987e-06,0.23202431201934817,203
amber-sweep-85,0.22529661655426023,0.49159035086631775,518
fresh-sweep-84,9.83147128863493e-06,0.18653255701065063,724
different-sweep-83,2.3301245164475404e-05,0.20233722031116488,610
charmed-sweep-82,0.0008068904280662537,0.97245854139328,513
youthful-sweep-81,7.376809662673622e-05,0.5510220527648926,944
quiet-sweep-80,0.0002123918675351888,0.4361894726753235,685
worthy-sweep-79,0.0018023999873548744,0.6931452751159668,518
smart-sweep-78,0.00013824731286149472,0.24975354969501495,977
snowy-sweep-77,0.0004660180420614779,0.408075898885727,687
flowing-sweep-76,0.005073364358395338,0.4320410192012787,521
radiant-sweep-75,1.4657731298939323e-05,0.07157228142023087,850
happy-sweep-74,2.3524082735093543e-06,0.048111092299222946,180
fast-sweep-73,2.274484586450854e-06,0.04119664058089256,191
deft-sweep-72,1.147890770880622e-06,1.334709405899048,296
balmy-sweep-71,8.56192855280824e-06,0.36692067980766296,614
twilight-sweep-70,1.3982763675812748e-06,1.1257405281066897,160
glowing-sweep-69,1.8060134152619869e-06,0.1257355660200119,178
feasible-sweep-68,2.300175538039184e-06,0.20954756438732147,164
deep-sweep-67,8.231000720115844e-06,0.4213801324367523,368
grateful-sweep-66,0.1440502107143402,0.5343649983406067,935
confused-sweep-65,3.077831934206188e-05,0.3397514522075653,627
misty-sweep-64,1.990611053770408e-05,0.6896082758903503,430
amber-sweep-63,1.0155556537938535e-06,0.6264791488647461,170
toasty-sweep-62,0.1253267377614975,0.522307813167572,690
zany-sweep-61,0.00013627929729409516,0.3267914950847626,497
zany-sweep-60,3.2051918879005825e-06,2.425868511199951,83
exalted-sweep-59,0.0005998517735861242,0.292847603559494,402
solar-sweep-58,0.0002948632463812828,0.6699394583702087,307
copper-sweep-57,1.1453001889094594e-06,0.009098539128899574,57
morning-sweep-56,0.00019060201884713024,0.6277026534080505,400
cosmic-sweep-55,6.570641289727064e-06,0.20091143250465393,97
fallen-sweep-54,2.012315690080868e-06,0.15040825307369232,286
clear-sweep-53,0.000188351608812809,0.6650803685188293,397
brisk-sweep-52,0.0001418722968082875,0.21801529824733737,305
worthy-sweep-51,1.1284863603577833e-06,0.005221092142164707,75
ancient-sweep-50,9.997063443734078e-07,0.00019965234969276935,37
wobbly-sweep-49,2.1848097730980953e-06,0.13671183586120603,94
visionary-sweep-48,2.3581308141729096e-06,0.05489243194460869,100
stellar-sweep-47,4.94331800382497e-07,0.06554596871137619,57
robust-sweep-46,7.005086899880553e-06,0.4928515553474426,194
leafy-sweep-45,1.755290213623084e-06,0.21143172681331637,80
autumn-sweep-44,5.591784884018125e-06,0.18480966985225675,182
smart-sweep-43,5.7597658269514795e-06,0.8869321942329407,152
lucky-sweep-42,3.6842693589278497e-06,0.6450883746147156,224
grateful-sweep-41,2.049887143584783e-06,0.06972290575504303,77
morning-sweep-40,4.06749359171954e-06,0.175600066781044,174
legendary-sweep-39,2.423007344987127e-06,0.01810060814023018,107
deft-sweep-38,1.842207666413742e-06,2.542000532150269,147
earthy-sweep-37,7.560111953353044e-06,1.0816125869750977,147
efficient-sweep-36,3.095370630035177e-06,0.2411649525165558,202
misty-sweep-35,1.5254665868269512e-06,0.0011426544515416026,44
firm-sweep-34,0.01114126481115818,0.680599570274353,313
spring-sweep-33,7.687056609029241e-07,0.051584284752607346,45
upbeat-sweep-32,2.03699664780288e-06,3.932680606842041,68
mild-sweep-31,0.00034016676363535225,0.3183256685733795,311
happy-sweep-30,0.00032276459387503564,0.2315700501203537,105
hearty-sweep-29,0.0012855970999225974,0.7496005892753601,121
divine-sweep-28,0.001996561884880066,0.41020163893699646,106
volcanic-sweep-27,0.0005070347106084228,0.4197719991207123,136
wise-sweep-26,0.004130187444388866,0.4280838072299957,121
gentle-sweep-25,0.7325121164321899,1.3539525270462036,101
stellar-sweep-24,0.0020710306707769632,0.4251173138618469,145
electric-sweep-23,0.0011952437926083803,0.24501362442970276,115
dazzling-sweep-22,0.003383648581802845,0.4350387752056122,103
atomic-sweep-21,9.68113999988418e-06,0.08909294009208679,120
prime-sweep-20,0.0039055116940289736,0.4799369871616363,119
floral-sweep-19,0.002706589875742793,0.669768214225769,105
balmy-sweep-18,0.0012318387161940336,0.4053316116333008,145
worldly-sweep-17,0.0007637834642082453,0.4371282756328583,120
clear-sweep-16,0.006301715038716793,0.34830567240715027,101
copper-sweep-15,0.00029244550387375057,0.12287326902151108,144
honest-sweep-14,6.290973487921292e-06,0.04495410993695259,68
pretty-sweep-13,0.0032086793798953295,0.43994107842445374,102
major-sweep-12,0.001525881583802402,0.40660881996154785,144
splendid-sweep-11,0.00039506162283942103,0.11169061809778214,65
fast-sweep-10,0.0011724046198651197,0.27505311369895935,32
cool-sweep-9,0.0005571178626269102,0.3997112214565277,124
fanciful-sweep-8,0.060474101454019547,0.4818575978279114,121
zany-sweep-7,0.0023226477205753326,0.7906966805458069,106
wandering-sweep-6,4.863453341386048e-06,0.03237435221672058,37
helpful-sweep-5,0.000844484253320843,0.42784425616264343,115
spring-sweep-4,0.001177135738544166,0.41643354296684265,93
celestial-sweep-3,4.731190529128071e-06,0.03223731741309166,36
gentle-sweep-2,0.00036569638177752495,0.18108822405338287,115
splendid-sweep-1,0.005008694715797901,0.4677834212779999,105
