Step,stoic-sweep-90,logical-sweep-89,helpful-sweep-88,astral-sweep-87,dark-sweep-86,good-sweep-84,young-sweep-85,cool-sweep-83,playful-sweep-82,peach-sweep-81,feasible-sweep-79,apricot-sweep-80,northern-sweep-78,good-sweep-77,jolly-sweep-76,treasured-sweep-75,dandy-sweep-74,eager-sweep-73,sage-sweep-72,glowing-sweep-71,lucky-sweep-70,wild-sweep-69,good-sweep-68,winter-sweep-67,super-sweep-66,northern-sweep-65,peachy-sweep-64,youthful-sweep-63,worldly-sweep-62,solar-sweep-61,peachy-sweep-60,azure-sweep-59,rare-sweep-58,genial-sweep-57,sleek-sweep-56,smooth-sweep-55,upbeat-sweep-54,classic-sweep-53,vocal-sweep-52,fanciful-sweep-51,restful-sweep-50,logical-sweep-49,firm-sweep-48,sleek-sweep-47,absurd-sweep-46,deep-sweep-45,summer-sweep-44,spring-sweep-43,amber-sweep-42,eternal-sweep-41,confused-sweep-40,vivid-sweep-39,honest-sweep-38,efficient-sweep-37,lyric-sweep-36,glorious-sweep-35,legendary-sweep-34,devout-sweep-33,flowing-sweep-32,fiery-sweep-31,gentle-sweep-30,effortless-sweep-29,fragrant-sweep-28,deep-sweep-27,ruby-sweep-26,morning-sweep-25,gallant-sweep-24,balmy-sweep-23,exalted-sweep-22,devout-sweep-21,splendid-sweep-20,stellar-sweep-18,daily-sweep-19,hopeful-sweep-17,dulcet-sweep-16,major-sweep-15,twilight-sweep-14,amber-sweep-13,worthy-sweep-12,balmy-sweep-11,feasible-sweep-10,proud-sweep-9,scarlet-sweep-8,spring-sweep-7,ancient-sweep-5,classic-sweep-6,iconic-sweep-4,golden-sweep-3,bumbling-sweep-2,cerulean-sweep-1
72,0.10361354798078537,0.016951562836766243,0.007912999950349331,0.0005183165776543319,0.01712830923497677,0.009639025665819645,0.005547787062823772,0.0004719712014775723,0.03061121702194214,0.005506907124072313,0.016385892406105995,0.00014431949239224195,0.012196080759167671,0.002523151459172368,0.017674921080470085,0.01587585173547268,0.01633136346936226,0.028527602553367615,0.02748306281864643,0.016736937686800957,0.008665448054671288,0.00014956561790313572,0.00037178193451836705,0.005763293243944645,0.0024016189854592085,0.006749832071363926,0.006914440542459488,0.041418783366680145,0.026585513725876808,0.02124854363501072,0.003420453052967787,0.0015962780453264713,0.00958994496613741,0.00016404852794948965,0.011991292238235474,0.0073523917235434055,0.0001984862465178594,0.0024473743978887796,0.009042716585099697,0.0021372465416789055,0.0027766525745391846,0.016273055225610733,0.012992555275559425,0.003907857928425074,0.0025940858758985996,0.003716182429343462,0.012384267523884773,0.007364740129560232,0.0051056439988315105,0.0031518267933279276,0.019634529948234558,0.002415317576378584,0.001203458639793098,0.012377330102026463,0.0063950251787900925,0.0029929098673164845,0.010897943750023842,0.012019390240311623,0.005622924771159887,0.018227437511086464,0.007936110720038414,0.006882003508508205,0.008320446126163006,0.0071203638799488544,0.008578840643167496,0.00789336021989584,0.00676597747951746,0.008294081315398216,0.008464650250971317,0.007898169569671154,0.007817232050001621,0.00794241949915886,0.007881524972617626,0.009325076825916767,0.008112831972539425,0.007192628923803568,0.007796162273734808,0.00811685062944889,0.008034208789467812,0.007025402504950762,0.008191094733774662,0.007856723852455616,0.008213776163756847,0.00802388321608305,0.008564003743231297,0.015444020740687847,0.007857456803321838,0.008518218994140625,0.007597275078296661,0.008046960458159447
73,0.1737179160118103,0.01664629951119423,0.007795810233801603,0.0004954129108227789,0.016986854374408722,0.009457679465413094,0.005476686637848616,0.00046000321162864566,0.028328847140073776,0.005402708891779184,0.016201477497816086,0.00014335471496451646,0.0121372165158391,0.0024712965823709965,0.017499849200248718,0.01572027988731861,0.016193915158510208,0.02787049300968647,0.027307651937007904,0.016532015055418015,0.008580751717090607,0.00014875424676574767,0.0003603711083997041,0.005731730256229639,0.0023249683436006308,0.006717643700540066,0.006881541106849909,0.04125884920358658,0.026104671880602837,0.021050333976745605,0.00332496571354568,0.001574877300299704,0.00953325442969799,0.00016263313591480255,0.01189707312732935,0.007293168921023607,0.0001961125963134691,0.0024202242493629456,0.008983776904642582,0.002070373622700572,0.002740489784628153,0.01597307063639164,0.012864622287452221,0.00386019772849977,0.002352301264181733,0.0036346071865409613,0.012243987992405891,0.00729799410328269,0.005061979405581951,0.003094341140240431,0.019503004848957062,0.00232902099378407,0.001187013229355216,0.012226423248648643,0.006336545571684837,0.0029543237760663033,0.010811401531100273,0.011819081380963326,0.005608835723251104,0.01807616837322712,0.007900298573076725,0.006870861630886793,0.008281830698251724,0.007102261763066053,0.00853539165109396,0.00786573439836502,0.00674135098233819,0.00822474341839552,0.008399364538490772,0.00787721574306488,0.007789588067680597,0.00791118759661913,0.007861297577619553,0.009307034313678741,0.00806636456400156,0.007149611599743366,0.007779128383845091,0.008043395355343819,0.007995367981493473,0.007004311308264732,0.00811389833688736,0.007827699184417725,0.008202940225601196,0.007908493280410767,0.008520001545548439,0.015185970813035965,0.007847611792385578,0.00848634447902441,0.0075335074216127396,0.008031760342419147
74,0.12899941205978394,0.016344241797924042,0.007683965843170881,0.00047453606384806335,0.01684618555009365,0.009279224090278149,0.005406769923865795,0.00044857486500404775,0.02626720629632473,0.005293580237776041,0.01601971499621868,0.00014258059673011303,0.01208045519888401,0.0024199190083891153,0.017325975000858307,0.015564830042421818,0.016057925298810005,0.027240004390478134,0.02713152952492237,0.016329074278473854,0.008501135744154453,0.00014796464529354125,0.00035009451676160097,0.005701004061847925,0.0022490485571324825,0.006685239262878895,0.006848475895822048,0.04109973832964897,0.025610782206058502,0.020851504057645798,0.0032279465813189745,0.0015536514110863209,0.009476672857999802,0.00016127196431625634,0.011806017719209194,0.007233459502458572,0.00019385344057809561,0.0023942021653056145,0.00892456155270338,0.002006026916205883,0.0027052985969930887,0.015677083283662796,0.012738277204334736,0.0038099128287285566,0.002126723062247038,0.00354717206209898,0.012106268666684628,0.00723503390327096,0.005021051038056612,0.0030381346587091684,0.019371958449482918,0.0022430301178246737,0.001171219046227634,0.012079056352376938,0.006277842912822962,0.0029155209194868803,0.010730314068496227,0.011629742570221424,0.005594399757683277,0.017925458028912544,0.007862505502998829,0.0068603381514549255,0.008241770789027214,0.007084629498422146,0.008492154069244862,0.007840560749173164,0.006719729397445917,0.00815488863736391,0.008336431346833706,0.007855507545173168,0.007763573434203863,0.007878453470766544,0.007842346094548702,0.009289535693824291,0.00802079401910305,0.007111309561878443,0.007763299625366926,0.00797177292406559,0.007957078516483307,0.006984158419072628,0.00804543774574995,0.007798719685524702,0.008192120119929314,0.007793315686285496,0.008479263633489609,0.014937103725969791,0.007837960496544838,0.008455625735223293,0.0074767135083675385,0.008016400039196014
75,0.12792038917541504,0.016045503318309784,0.007577001117169857,0.00045539942220784724,0.01670629158616066,0.009103875607252121,0.005337847396731377,0.0004376468132250011,0.024511033669114113,0.005179224070161581,0.015840258449316025,0.00014158734120428562,0.012025603093206882,0.0023689393419772387,0.017153410241007805,0.015409227460622787,0.01592326909303665,0.026632821187376976,0.026954708620905876,0.016128184273838997,0.0084262415766716,0.00014719505270477384,0.0003408592310734093,0.005671083461493254,0.002173277549445629,0.006652609910815954,0.006815212778747082,0.04094138368964195,0.025103269144892693,0.02065209113061428,0.0031297910027205944,0.001532555790618062,0.009420189075171947,0.00015996673027984798,0.01171796303242445,0.007173242513090372,0.000191697952686809,0.0023693605326116085,0.008865044452250004,0.0019445749931037426,0.002671151887625456,0.015385613776743412,0.012613598257303238,0.0037565960083156824,0.0019254020880907774,0.003453244920819998,0.01197127252817154,0.0071756416000425816,0.00498242350295186,0.002983446465805173,0.0192413367331028,0.0021584881469607353,0.001156020094640553,0.011935221031308174,0.006218411028385162,0.002876481506973505,0.010653817094862461,0.011451253667473793,0.005579590331763029,0.017775390297174454,0.007822542451322079,0.0068503981456160545,0.008200100623071194,0.007067282218486071,0.008449074812233448,0.007817542180418968,0.006700369995087385,0.008084428496658802,0.008275729604065418,0.007832984440028667,0.007738925516605377,0.007844083942472935,0.007824664004147053,0.009272506460547447,0.007976191118359566,0.007076271343976259,0.007748397998511791,0.00790284015238285,0.007919401861727238,0.006964846048504114,0.00798463448882103,0.007769649848341942,0.008181283250451088,0.007679621689021587,0.008441460318863392,0.014697791077196598,0.007828513160347939,0.00842592678964138,0.007428211625665426,0.008000848814845085
76,0.11718232929706573,0.015750247985124588,0.007474374026060104,0.00043777216342277825,0.016567179933190346,0.008931844495236874,0.00526971323415637,0.000427178485551849,0.02306334488093853,0.005059437360614538,0.015662912279367447,0.00014077257947064936,0.011972497217357159,0.0023182821460068226,0.016982272267341614,0.015253228135406971,0.0157898161560297,0.026044905185699463,0.026777151972055435,0.015929467976093292,0.008355734869837761,0.00014644418843090534,0.00033249406260438263,0.0056419456377625465,0.002097270218655467,0.0066197398118674755,0.006781718228012323,0.04078374058008194,0.024581659585237503,0.020452162250876427,0.0030309546273201704,0.001511548412963748,0.009363791905343533,0.00015871843788772821,0.011632772162556648,0.007112486287951469,0.00018963715410791337,0.002345720073208213,0.008805220015347004,0.001886469079181552,0.0026381127536296844,0.01509916689246893,0.01249062642455101,0.0036999257281422615,0.0017544649308547378,0.0033524276223033667,0.011839209124445915,0.007119606249034405,0.004945750813931227,0.0029305103234946728,0.019111020490527153,0.0020764777436852455,0.0011413655010983348,0.011794918216764927,0.006157713010907173,0.00283717829734087,0.01058120932430029,0.01128337997943163,0.005564376711845398,0.017626075074076653,0.007780247367918491,0.006841007620096207,0.008156648837029934,0.007050087209790945,0.008406106382608414,0.007796399295330048,0.006682582199573517,0.008013226091861725,0.008217168040573597,0.007809590548276901,0.0077153523452579975,0.0078080445528030396,0.007808229420334101,0.00925589632242918,0.007932627573609352,0.007043493911623955,0.0077341641299426556,0.007837611250579357,0.007882397621870041,0.006946309469640255,0.007930509746074677,0.007740373257547617,0.008170397020876408,0.0075687747448682785,0.008406263776123524,0.014468388631939888,0.007819284684956074,0.008397111669182777,0.007388439495116472,0.00798507034778595
77,0.11637972295284271,0.015458633191883564,0.00737549364566803,0.00042146650957874954,0.016428835690021515,0.008763325400650501,0.005202167201787233,0.000417127477703616,0.021871965378522873,0.004934176802635193,0.015487627126276493,0.0001399783359374851,0.01192096434533596,0.0022678792010992765,0.016812650486826897,0.015096588060259819,0.015657462179660797,0.037436481565237045,0.02659888006746769,0.01573299989104271,0.008289307355880737,0.00014571071369573474,0.00032480861409567297,0.005613557528704405,0.002020817017182708,0.00658660102635622,0.006747957319021225,0.04062667116522789,0.024045579135417938,0.020251769572496414,0.002931951778009534,0.0014905892312526703,0.009307479485869408,0.00015752774197608232,0.011550276540219784,0.007051151245832443,0.0001876638416433707,0.0023232700768858194,0.008745105005800724,0.0018321385141462088,0.0026062321849167347,0.014818282797932625,0.012369436211884022,0.0036397650837898254,0.0016159644583240151,0.0032448782585561275,0.01171025913208723,0.007066712249070406,0.004910746123641729,0.0028795290272682905,0.018981020897626877,0.0019979362841695547,0.0011272106785327196,0.011658135801553726,0.006095176097005606,0.0027975926641374826,0.01051193568855524,0.011125816963613033,0.005548725835978985,0.017477519810199738,0.007735506631433964,0.006832129321992397,0.008111240342259407,0.007032959256321192,0.00836320873349905,0.0077768657356500626,0.006665762979537249,0.007941100746393204,0.008160670287907124,0.007785269990563393,0.0076925382018089294,0.007770394440740347,0.007793006021529436,0.009239651262760162,0.007890172302722931,0.007012386806309223,0.007720364257693291,0.007777079474180937,0.00784612912684679,0.006928508635610342,0.007882194593548775,0.007710771635174751,0.008159437216818333,0.007462131325155497,0.008373357355594635,0.014249193482100964,0.007810279726982117,0.008369052782654762,0.007356580346822739,0.00796903483569622
78,0.12114077061414719,0.01517084427177906,0.007279719226062298,0.0004063297528773546,0.016291270032525063,0.008598560467362404,0.005134998820722103,0.00040744635043665767,0.020872902125120163,0.004803692456334829,0.015314395539462566,0.00013921430218033493,0.01187083963304758,0.002217677654698491,0.01664465293288231,0.014939098618924618,0.01552610658109188,0.2388433814048767,0.02641989476978779,0.015538902953267097,0.008226675912737846,0.00014499328972306103,0.0003176374011673033,0.005585878621786833,0.0019438654417172074,0.006553158164024353,0.006713903043419123,0.04047014191746712,0.023494860157370567,0.0200508963316679,0.0028333456721156836,0.0014696422731503844,0.009251256473362446,0.00015639471530448645,0.01147034764289856,0.0069891903549432755,0.00018577191804070026,0.0023019686341285706,0.008684730157256126,0.001781890052370727,0.0025755451060831547,0.014543497934937477,0.012250030413269997,0.003576270304620266,0.0015076830750331283,0.003131569130346179,0.011584579944610596,0.007016739808022976,0.004877166822552681,0.0028306846506893635,0.018851278349757195,0.0019236047519370914,0.0011135134845972061,0.011524873785674572,0.006030180025845766,0.002757693873718381,0.01044556312263012,0.010978154838085175,0.0055326009169220924,0.017329884693026543,0.007688261102885008,0.0068237269297242165,0.008063703775405884,0.007015843875706196,0.00832035019993782,0.007758694235235453,0.006649401504546404,0.01508032251149416,0.008106173947453499,0.007759967353194952,0.007670151069760323,0.007731204852461815,0.007778945844620466,0.009223739616572857,0.007848892360925674,0.006982588674873114,0.007706783711910248,0.007722056936472654,0.007810648065060377,0.006911423522979021,0.007838916033506393,0.007680743932723999,0.008148378692567348,0.007360916119068861,0.008342436514794827,0.014040408656001091,0.007801507133990526,0.008341622538864613,0.007331025321036577,0.007952706888318062
79,0.11928322166204453,0.014887099154293537,0.007186383008956909,0.00039223628118634224,0.016154490411281586,0.008437755517661572,0.005067998077720404,0.0003980832116212696,0.020014390349388123,0.004668659530580044,0.015143271535634995,0.00013847417721990496,0.011821960099041462,0.0021676283795386553,0.016478395089507103,0.014780553057789803,0.015395671129226685,0.1089479997754097,0.026240183040499687,0.015347285196185112,0.00816757045686245,0.00014429118891712278,0.0003108566743321717,0.005558876786381006,0.001866520382463932,0.0065193623304367065,0.0066795251332223415,0.04031408578157425,0.022929629310965538,0.019849548116326332,0.0027357256039977074,0.0014486756408587098,0.009195130318403244,0.00015531900862697512,0.011392857879400253,0.006926539354026318,0.00018395602819509804,0.0022817400749772787,0.008624137379229069,0.0017358555924147367,0.002546065952628851,0.014275355264544487,0.012132437899708748,0.0035099005326628685,0.0014245950151234865,0.0030142529867589474,0.011462358757853508,0.006969458423554897,0.004844800103455782,0.0027841199189424515,0.0187218114733696,0.0018539911834523082,0.0011002368992194533,0.011395151726901531,0.005962046328932047,0.002717451425269246,0.010381758213043213,0.010839925147593021,0.005515960045158863,0.017183292657136917,0.007638529408723116,0.006815767381340265,0.008013872429728508,0.0069987173192203045,0.008277506567537785,0.00774164916947484,0.006633072160184383,0.012855791486799717,0.008053634315729141,0.0077336374670267105,0.007647861260920763,0.007690490689128637,0.0077659860253334045,0.009208129718899727,0.007808848284184933,0.006953812204301357,0.00769322644919157,0.007673013489693403,0.007775993552058935,0.006895044818520546,0.0077999732457101345,0.007650195620954037,0.008137203752994537,0.00726613774895668,0.008313208818435669,0.013842242769896984,0.007792962249368429,0.008314695209264755,0.00731006870046258,0.007936058565974236
80,0.11790640652179718,0.014607618562877178,0.007094796281307936,0.0003790804767049849,0.016018513590097427,0.008281117305159569,0.005000947508960962,0.00038898043567314744,0.019260814413428307,0.004530333448201418,0.014974354766309261,0.0001377561129629612,0.011774163693189621,0.002117688301950693,0.01631399244070053,0.014620788395404816,0.015266066417098045,0.2089844048023224,0.026059720665216446,0.015158253721892834,0.008111732080578804,0.00014360537170432508,0.0003043836331926286,0.005532524082809687,0.001789032481610775,0.006485148333013058,0.0066447933204472065,0.04015839099884033,0.022350450977683067,0.019647689536213875,0.002639683661982417,0.0014276638394221663,0.00913910660892725,0.00015429970517288893,0.011317667551338673,0.006863120477646589,0.00018221206846646965,0.0022624917328357697,0.008563376031816006,0.0016939804190769792,0.0025177872739732265,0.01401438470929861,0.012016699649393559,0.003441261127591133,0.0013607091968879104,0.0028953056316822767,0.011343675665557384,0.00692462595179677,0.004813462030142546,0.0027399335522204638,0.01859261468052864,0.0017893484327942133,0.0010873466962948442,0.011268975213170052,0.0058900341391563416,0.002676827134564519,0.010320260189473629,0.010710569098591805,0.005498756654560566,0.01703786291182041,0.007586435414850712,0.006808213423937559,0.007961593568325043,0.006981577258557081,0.008234672248363495,0.007725513074547052,0.006616425700485706,0.012146755121648312,0.008003014139831066,0.007706232834607363,0.00762536283582449,0.0076482342556118965,0.007754054851830006,0.009192802011966705,0.0077700926922261715,0.006925736553966999,0.007679502945393324,0.007630025502294302,0.007742189336568117,0.006879372522234917,0.007764725014567375,0.007619052659720182,0.008125890046358109,0.007178481202572584,0.008285406045615673,0.013654815033078194,0.007784642744809389,0.008288146927952766,0.007292311172932386,0.007919060066342354
81,0.11655722558498383,0.014332668855786324,0.007004256825894117,0.0003667728742584586,0.015883352607488632,0.008128838613629341,0.004933624062687159,0.00038007364491932094,0.018588759005069733,0.0043905810452997684,0.01480772253125906,0.00013705826131626964,0.011727290228009224,0.0020678220316767693,0.016151534393429756,0.014459649100899696,0.015137243084609509,0.10059273988008499,0.025878483429551125,0.014971944503486156,0.008058912120759487,0.00014293839922174811,0.0002981650468427688,0.00550678838044405,0.0017118009272962809,0.006450437009334564,0.00660967780277133,0.040002938359975815,0.021758440881967545,0.01944531314074993,0.002545788884162903,0.0014065877767279744,0.009083203040063381,0.0001533354661660269,0.011244657449424267,0.006798846647143364,0.0001805361098377034,0.002244108123704791,0.00850250106304884,0.00165605079382658,0.0024906769394874573,0.013761106878519058,0.01190278958529234,0.003370777703821659,0.0013104932149872184,0.0027777324430644512,0.011228691786527634,0.006881984416395426,0.004782990552484989,0.002698174910619855,0.018463673070073128,0.0017296853475272655,0.001074812258593738,0.011146347038447857,0.005813335534185171,0.0026357683818787336,0.01026085764169693,0.010589535348117352,0.005480938591063023,0.016893669962882996,0.007532249670475721,0.0068010310642421246,0.007906739600002766,0.006964441854506731,0.008191846311092377,0.007710084784775972,0.006599190644919872,0.011682908982038498,0.00795428641140461,0.007677717600017786,0.00760243646800518,0.007604478858411312,0.00774306571111083,0.009177733212709427,0.007732671219855547,0.006897985003888607,0.007665427401661873,0.007592799142003059,0.007709231227636337,0.006864411756396294,0.007732591591775417,0.007587249856442213,0.008114426396787167,0.0070983003824949265,0.008258771151304245,0.013478153385221958,0.007776536978781223,0.008261856622993946,0.0072767180390655994,0.007901678793132305
82,0.11524452269077301,0.014062480069696903,0.006914062425494194,0.00035523713449947536,0.0157490074634552,0.007981110364198685,0.004865800496190786,0.00037129371776245534,0.01798279769718647,0.0042517343536019325,0.014643496833741665,0.00013637894880957901,0.01168119441717863,0.002017995109781623,0.015991125255823135,0.014297014102339745,0.015009209513664246,0.08451870828866959,0.025696421042084694,0.014788477681577206,0.008008867502212524,0.00014228567306417972,0.00029216898838058114,0.005481632426381111,0.0016353609971702099,0.006415131501853466,0.0065741459839046,0.039847660809755325,0.021155592054128647,0.019242415204644203,0.002454545348882675,0.0013854366261512041,0.009027437306940556,0.00015242495283018798,0.011173716746270657,0.006733608432114124,0.0001789249072317034,0.002226466778665781,0.008441558107733727,0.0016217435477301478,0.002464675111696124,0.013515997678041458,0.01179069746285677,0.0032984158024191856,0.0012695667101070285,0.0026649569626897573,0.011117524467408657,0.0068412721157073975,0.00475323898717761,0.0026588537730276585,0.01833503507077694,0.0016748278867453337,0.001062605413608253,0.011027267202734947,0.005731073208153248,0.002594208577647805,0.010203390382230282,0.010476222261786461,0.0054624490439891815,0.0167508777230978,0.007476428523659706,0.006794186774641275,0.007849222980439663,0.006947347428649664,0.008149045519530773,0.007695178501307964,0.006581224966794252,0.011313444934785366,0.007907421328127384,0.007648061029613018,0.007579009048640728,0.007559393998235464,0.007732928264886141,0.0091629046946764,0.007696617394685745,0.006870137993246317,0.007650819607079029,0.0075607639737427235,0.007677088491618633,0.0068501695059239864,0.007703064009547234,0.007554742507636547,0.008102796971797943,0.007025603670626879,0.008233075961470604,0.013312230817973614,0.007768625859171152,0.008235701359808445,0.007262569852173328,0.007883889600634575
83,0.14236986637115479,0.013797318562865257,0.006823502480983734,0.00034440579474903643,0.015615458600223064,0.007838090881705284,0.004797251429408789,0.00036257144529372454,0.017432361841201782,0.004116212483495474,0.014481797814369202,0.00013571666204370558,0.011635727249085903,0.0019681768026202917,0.015832848846912384,0.014132791198790073,0.014881988987326622,0.11217092722654343,0.025513513013720512,0.014607965014874935,0.007961356081068516,0.00014167885819915682,0.00028637645300477743,0.005457032937556505,0.0015603703213855624,0.006379111669957638,0.006538167595863342,0.039692457765340805,0.020544784143567085,0.01903897151350975,0.0023663740139454603,0.0013642082922160625,0.00897183082997799,0.00015156609879340976,0.011104746721684933,0.006667283829301596,0.00017737569578457624,0.002209442900493741,0.008380591869354248,0.0015906809130683541,0.0024396968074142933,0.013279537670314312,0.011680426076054573,0.003223627572879195,0.0012347905430942774,0.002559766173362732,0.011010240763425827,0.006802225485444069,0.004724078346043825,0.002621927997097373,0.018206754699349403,0.001624524244107306,0.001050699269399047,0.010911718010902405,0.00564231351017952,0.002552053891122341,0.010147733613848686,0.010370013304054737,0.005443220026791096,0.01660955883562565,0.007419631350785494,0.006787647493183613,0.00778901157900691,0.006930341944098473,0.008106301538646221,0.007680629380047321,0.006562601309269667,0.011008095927536488,0.007862399332225323,0.007617246825248003,0.007555213291198015,0.00751328282058239,0.007723544724285603,0.009148303419351578,0.0076619586907327175,0.006841772235929966,0.007635490503162146,0.007533194962888956,0.007645709440112114,0.006836649961769581,0.007675705943256617,0.007521509192883968,0.008090990595519543,0.00696011446416378,0.008208109997212887,0.013156956993043423,0.007760890759527683,0.008209564723074436,0.007249361835420132,0.00786566361784935
84,0.13167919218540192,0.013537398539483547,0.006731911562383175,0.00033421971602365375,0.015482727438211441,0.007699931971728802,0.004727758467197418,0.00035384809598326683,0.016929857432842255,0.003986072260886431,0.01432271208614111,0.0001351528480881825,0.011590739712119102,0.0019183345139026642,0.015676796436309814,0.013966920785605907,0.0147556122392416,0.08023130893707275,0.025329723954200745,0.014430518262088299,0.00791614968329668,0.00014104030560702085,0.00028077655588276684,0.005432962905615568,0.0014875702327117324,0.006342228036373854,0.006501711905002594,0.03953719139099121,0.0199300367385149,0.01883496344089508,0.0022815840784460306,0.0013429111568257213,0.008916404098272324,0.00015075689589139074,0.011037655174732208,0.006599730346351862,0.00017588560876902193,0.002192916814237833,0.008319634012877941,0.0015624676598235965,0.0024156325962394476,0.013052170164883137,0.011571972630918026,0.0031454835552722216,0.0012040473520755768,0.002463073469698429,0.01090687233954668,0.006764592602849007,0.00469539500772953,0.002587319817394018,0.018078817054629326,0.001578539959155023,0.0010390711249783635,0.010799680836498737,0.005546098574995995,0.0025091790594160557,0.01009376347064972,0.010270331054925919,0.0054231747053563595,0.01646978221833706,0.007362681906670332,0.006781382951885462,0.007726142182946205,0.00691348547115922,0.00806366465985775,0.007666288875043392,0.00654367683455348,0.010753994807600975,0.007819190621376038,0.007585269398987293,0.007531377021223307,0.007466541603207588,0.007714812643826008,0.009133916348218918,0.00762870954349637,0.0068124872632324696,0.007619245909154415,0.007509335875511169,0.007615019101649523,0.006823854520916939,0.007650149054825306,0.007487541995942593,0.00807899795472622,0.0069013312458992004,0.008183683268725872,0.013012153096497059,0.007753304671496153,0.008183331228792667,0.007236748468130827,0.007846974767744541
85,0.11172850430011749,0.0215353574603796,0.006638718768954277,0.00032462619128637016,0.015350806526839733,0.007566751446574926,0.004657108802348375,0.00034509366378188133,0.01646951399743557,0.0038626620080322027,0.014166347682476044,0.00013448188838083297,0.011546105146408081,0.001868437509983778,0.015523054637014866,0.013799367472529411,0.014630155637860298,0.10389387607574463,0.025145042687654495,0.0142562510445714,0.00787301454693079,0.00014043071132618934,0.0002753638837020844,0.0054093943908810616,0.0014177060220390558,0.006304300390183926,0.006464742124080658,0.03938179835677147,0.019316520541906357,0.018630411475896835,0.0022003818303346634,0.0013215643120929599,0.008861188776791096,0.0001499951904406771,0.01097235456109047,0.006530783139169216,0.00017445249250158668,0.0021767730358988047,0.008258701302111149,0.0015367241576313972,0.002392351161688566,0.012834236025810242,0.01146532129496336,0.003062803763896227,0.0011759509798139334,0.002373941009864211,0.010807489976286888,0.006728141102939844,0.004667085595428944,0.0025549172423779964,0.01795130781829357,0.0015366746811196208,0.0010276983957737684,0.010691114701330662,0.005441491492092609,0.0024654113221913576,0.010041392408311367,0.01017660740762949,0.005402228329330683,0.01633170247077942,0.007306485436856747,0.006775362882763147,0.007660736329853535,0.006896843668073416,0.008021208457648754,0.007652030326426029,0.006525002885609865,0.010541324503719807,0.007777770981192589,0.007552142720669508,0.007507917005568743,0.007419615052640438,0.0077066305093467236,0.009119730442762375,0.007596873678267002,0.0067819273099303246,0.0076018753461539745,0.007488480769097805,0.007584930397570133,0.0068117775954306126,0.007626083679497242,0.007452862337231636,0.008066809736192226,0.006848608143627644,0.00815963838249445,0.012877595610916615,0.007745836861431599,0.008156895637512207,0.0072244917973876,0.007827802561223507
86,0.10565568506717682,0.020257029682397842,0.006543575786054134,0.000315578596200794,0.015219689346849918,0.007438613101840019,0.004585115239024162,0.0003363323921803385,0.016046548262238503,0.0037465104833245277,0.014012811705470085,0.0001338744186796248,0.011501696892082691,0.0018184505170211196,0.015371712855994701,0.013630134053528309,0.01450573094189167,0.10129256546497345,0.024959394708275795,0.014085264876484871,0.007831728085875511,0.00013983831740915775,0.00027013663202524185,0.005386297591030598,0.001351422630250454,0.006265105213969946,0.006427224259823561,0.03922615572810173,0.018710283562541008,0.018425313755869865,0.0021228461991995573,0.0013001970946788788,0.008806208148598671,0.00014927840675227344,0.010908761061728,0.0064602564089000225,0.00017307436792179942,0.002160911448299885,0.008197790943086147,0.0015130998799577355,0.0023697023279964924,0.012626053765416145,0.011360467411577702,0.0029741846956312656,0.0011496078222990036,0.0022906025405973196,0.010712089017033577,0.0066926670260727406,0.004639061167836189,0.002524580108001828,0.017824271693825722,0.001498719910159707,0.001016560709103942,0.010585960000753403,0.005327700171619654,0.002420517848804593,0.009990520775318146,0.010088303126394749,0.005380278918892145,0.016195446252822876,0.007251892238855362,0.006769560277462006,0.007593019399791956,0.006880484521389008,0.007979021407663822,0.007637746166437864,0.006507045589387417,0.010361187160015106,0.007738105021417141,0.007517891936004162,0.007485166657716036,0.007372936699539423,0.007698896806687117,0.009105734527111053,0.007566444575786591,0.006749792490154505,0.007583159022033215,0.007470006588846445,0.0075553469359874725,0.006800403352826834,0.007603250443935394,0.007417511194944382,0.008054421283304691,0.0068012322299182415,0.008135831914842129,0.012753014452755451,0.007738456595689058,0.008130158297717571,0.007212426047772169,0.007808120921254158
