Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
flowing-sweep-32,2.881638465623837e-05,0.6514165997505188,169,0.000620660266935138
peachy-sweep-60,1.166658512374852e-05,0.6700834631919861,249,0.0006256699818079673
playful-sweep-82,5.10496502101887e-05,0.6770044565200806,418,0.0006684007380659509
eternal-sweep-41,4.165374411968514e-05,0.690220296382904,211,0.0006744011706418923
glowing-sweep-71,4.150603854213841e-05,0.7394952178001404,621,0.0007279455636336958
logical-sweep-89,9.136240259977058e-05,0.7025783658027649,644,0.0007322813136067581
sleek-sweep-56,0.0006709123845212,0.3213170170783996,378,0.0008348328118508022
absurd-sweep-46,4.456442184164189e-05,0.8827083706855774,68,0.0008866840388921331
upbeat-sweep-54,0.0002326708490727,0.8337457776069641,484,0.001001434258925554
northern-sweep-78,4.0807208279147744e-05,1.0988081693649292,829,0.0011187295050575311
efficient-sweep-37,0.0006487726350314,0.6425159573554993,277,0.0011649392527119076
good-sweep-77,1.323236574535258e-05,1.1751686334609983,415,0.0011772707598566318
smooth-sweep-55,0.0011590392095968,0.2928449809551239,295,0.0012399933016858913
young-sweep-85,3.021648262802045e-05,1.245039463043213,325,0.001268559272617205
dandy-sweep-74,0.001098281587474,0.3823987245559693,666,0.0012832551628843278
vocal-sweep-52,0.0005177340935915,0.9894304275512696,289,0.0014257494919793254
fiery-sweep-31,7.912995351944119e-05,1.4070497751235962,267,0.0014887487113692444
wild-sweep-69,0.0015246828552335,0.2687931060791015,930,0.0015405214142695395
spring-sweep-43,0.0018563845660537,0.308761328458786,289,0.0018804586714919267
logical-sweep-49,7.576178177259862e-05,1.858538031578064,263,0.0019775562241900993
summer-sweep-44,0.001543122343719,0.6714855432510376,368,0.001995661130280906
confused-sweep-40,0.0019479703623801,0.743980348110199,295,0.002436391779758856
balmy-sweep-23,0.0037516320589929,0.2457393705844879,99,0.003505344733384305
genial-sweep-57,1.796734068193473e-05,3.3785672187805176,146,0.003581717821442303
amber-sweep-13,0.0042549185454845,0.4476388990879059,87,0.004175000836629865
gentle-sweep-30,0.0044917440973222,0.289865642786026,126,0.00421475491408329
hopeful-sweep-17,0.0052511864341795,0.4066596925258637,103,0.005020596870353181
effortless-sweep-29,0.0058111660182476,0.2549209594726562,100,0.005355685441514384
spring-sweep-7,0.0055921385064721,0.5305988192558289,90,0.005460271540610858
proud-sweep-9,0.0060985311865806,0.5157780647277832,126,0.005896624536616282
cerulean-sweep-1,0.0057980925776064,0.766115128993988,88,0.005900859724416474
balmy-sweep-11,0.006272402126342,0.406461238861084,103,0.005932909000193211
ancient-sweep-5,0.0062833349220454,0.4519130885601044,94,0.005992190037643574
devout-sweep-21,0.0047357971780002,1.8295801877975464,123,0.006110082322198495
fragrant-sweep-28,0.0063359071500599,0.5886817574501038,87,0.00618815249421657
feasible-sweep-10,0.0065106665715575,0.4461157023906708,85,0.00618901167950696
major-sweep-15,0.0064423358999192,0.5923815965652466,121,0.006287284420535219
deep-sweep-27,0.0069177304394543,0.2541041374206543,117,0.00634358908184097
daily-sweep-19,0.006394331343472,0.6846782565116882,90,0.0063449299721082125
bumbling-sweep-2,0.007182081695646,0.1020957753062248,102,0.006414219159607002
golden-sweep-3,0.0070714950561523,0.2180772274732589,121,0.006441743626270544
dulcet-sweep-16,0.0071679027751088,0.2617442607879638,88,0.006575458297278704
splendid-sweep-20,0.0072067808359861,0.4535379409790039,102,0.006819124140868738
peachy-sweep-64,0.0086344555020332,0.3874163031578064,500,0.008022824317923756
gallant-sweep-24,0.0091768354177474,0.2259741574525833,118,0.008331616178039425
iconic-sweep-4,0.0107310255989432,0.2972446382045746,88,0.009798031497507036
worthy-sweep-12,0.0116981845349073,0.2681765854358673,119,0.0106305917385765
ruby-sweep-26,0.0119351716712117,0.3896452784538269,103,0.01097467529554064
morning-sweep-25,0.0127212684601545,0.2806918323040008,88,0.011558422611833496
classic-sweep-6,0.0135924955829978,0.3871646821498871,122,0.012452909029707625
twilight-sweep-14,0.0152385905385017,0.2922753393650055,103,0.013820445788678496
devout-sweep-33,0.0205744821578264,0.4215106070041657,540,0.018729220761334858
stellar-sweep-18,0.0205698329955339,0.5405553579330444,126,0.01885474476852531
jolly-sweep-76,0.0214257817715406,0.2529184520244598,500,0.019306265498608966
eager-sweep-73,0.0211785472929477,0.7576215863227844,501,0.01963512952068512
exalted-sweep-22,0.025919796898961,0.7774978876113892,88,0.023893422478068464
lucky-sweep-70,0.1409262716770172,7.256871700286865,499,0.1337179667280582
stoic-sweep-90,0.2916773855686188,0.6452800035476685,957,0.2612225600500645
scarlet-sweep-8,0.5595600605010986,0.5247449278831482,102,0.5004633385805286
winter-sweep-67,0.05249585211277,459.0994567871094,488,0.5469023352919363
