Step,fresh-sweep-90,stellar-sweep-89,magic-sweep-88,ancient-sweep-87,bright-sweep-86,fresh-sweep-85,stilted-sweep-84,lyric-sweep-83,kind-sweep-82,summer-sweep-81,bumbling-sweep-80,upbeat-sweep-79,likely-sweep-78,devoted-sweep-77,helpful-sweep-76,super-sweep-75,feasible-sweep-74,solar-sweep-73,vocal-sweep-72,flowing-sweep-71,different-sweep-70,sparkling-sweep-69,chocolate-sweep-68,fanciful-sweep-67,iconic-sweep-66,zany-sweep-65,royal-sweep-64,pretty-sweep-63,faithful-sweep-62,robust-sweep-61,rural-sweep-60,avid-sweep-59,cosmic-sweep-58,unique-sweep-57,deft-sweep-56,true-sweep-55,trim-sweep-54,golden-sweep-53,helpful-sweep-52,hearty-sweep-51,solar-sweep-50,helpful-sweep-49,glowing-sweep-48,clean-sweep-47,different-sweep-46,super-sweep-45,colorful-sweep-44,iconic-sweep-43,glowing-sweep-42,dashing-sweep-41,likely-sweep-40,youthful-sweep-39,sage-sweep-38,upbeat-sweep-37,treasured-sweep-36,worldly-sweep-35,dazzling-sweep-34,golden-sweep-33,zany-sweep-32,vivid-sweep-31,dry-sweep-30,scarlet-sweep-29,neat-sweep-28,radiant-sweep-27,young-sweep-26,vague-sweep-25,lilac-sweep-24,smart-sweep-23,apricot-sweep-22,magic-sweep-21,eager-sweep-20,glorious-sweep-19,dulcet-sweep-17,feasible-sweep-18,rosy-sweep-16,glowing-sweep-14,vague-sweep-15,jolly-sweep-13,logical-sweep-12,misunderstood-sweep-11,generous-sweep-8,zesty-sweep-9,hardy-sweep-10,floral-sweep-4,eager-sweep-5,royal-sweep-6,warm-sweep-7,young-sweep-3,electric-sweep-1,fanciful-sweep-2
66,0.0004196861118543893,0.011624052189290524,0.0009557654266245663,0.0030243501532822847,0.007712335325777531,0.004271011333912611,0.021418830379843712,0.10424822568893433,0.06566715240478516,0.003614377463236451,0.003919410519301891,0.0023914696648716927,0.0048439051024615765,0.005215728655457497,0.004565527196973562,0.0014199077850207686,0.0026444392278790474,0.0012810566695407033,0.0015843382570892572,0.0006920308223925531,0.013562661595642567,0.0002147382911061868,0.0038116336800158024,0.01015937514603138,0.0003328620223328471,0.0013792036334052682,0.02534331940114498,0.0014986539026722312,0.004227696917951107,0.027192847803235054,0.027982361614704132,0.0009457673877477646,0.006316285114735365,0.001170459552668035,0.006735228933393955,0.008008782751858234,0.006834067869931459,0.0009506915230304003,0.0030500555876642466,0.0006224375683814287,0.0005405281553976238,0.014129171147942543,0.00019867648370563984,0.0025424703489989042,0.1226925477385521,0.003441262524574995,0.008180121891200542,0.021984413266181946,0.00030627063824795187,0.00249410979449749,0.03376764804124832,0.004878259729593992,0.003657388500869274,0.011933882720768452,0.0028233591001480818,0.003302008379250765,0.019259557127952576,0.004361978266388178,0.0024855888914316893,0.0013587657595053315,0.0037752685602754354,0.0032784068025648594,0.01599985547363758,0.001084911753423512,0.009320524521172047,0.0014336600434035063,0.0026832097209990025,0.0007307758205570281,0.12518930435180664,0.0005740888300351799,0.011255650781095028,0.1298525035381317,0.0032925265841186047,0.00427814107388258,0.003357541747391224,0.0008237838046625257,0.003590946551412344,0.008775721304118633,0.0029042321257293224,0.006900853477418423,0.008136064745485783,0.002623745473101735,0.09900050610303879,0.0035052162129431963,0.004222746007144451,0.003994873724877834,0.07377158850431442,0.0005530057824216783,0.006779433228075504,0.006464160047471523
67,0.0004168311133980751,0.010688070207834244,0.0009310781606473029,0.0028320399578660727,0.007559042423963547,0.004190617706626654,0.021095411852002144,0.10207433253526688,0.06364993751049042,0.003433928359299898,0.0036606458015739918,0.0022408049553632736,0.00451951427385211,0.005070288199931383,0.0043266392312943935,0.0014103141147643328,0.0025879349559545517,0.0012482538586482406,0.0014511799672618508,0.0006684441468678415,0.012804657220840454,0.00021198391914367676,0.0037195426411926746,0.009625854901969433,0.0003185193345416337,0.0013048844411969185,0.020647402852773666,0.0014459980884566903,0.003987892065197229,0.026021350175142288,0.02650752291083336,0.0009190066484734416,0.006072502117604017,0.0011409393046051264,0.00655308086425066,0.007659900467842817,0.006726060528308153,0.0009268709691241384,0.0029924181289970875,0.0006068537477403879,0.000531720113940537,0.013006459921598434,0.0001950617879629135,0.0024342976976186037,0.12199457734823227,0.003387679113075137,0.007573213428258896,0.021558498963713646,0.00029684879700653255,0.002364129526540637,0.032340891659259796,0.004606868140399456,0.003603460034355521,0.011004365980625153,0.0026953350752592087,0.0031847339123487473,0.018594197928905487,0.004197370260953903,0.002432869514450431,0.001984416041523218,0.0035664706956595182,0.0032352544367313385,0.015868468210101128,0.0010348254581913352,0.00888003595173359,0.0013312848750501871,0.0026729321107268333,0.0007162824040278792,0.12488429248332977,0.000556512619368732,0.010717728175222874,0.12928138673305511,0.0032448996789753437,0.004192601889371872,0.0032568597234785557,0.0007937336340546608,0.0035679491702467203,0.008370954543352127,0.0027796481736004353,0.006824194453656673,0.008074757643043995,0.0025400894228368998,0.09445875883102417,0.0034429675433784723,0.00410299701616168,0.00392669765278697,0.06724069267511368,0.0005286079249344766,0.00653694337233901,0.006400894373655319
68,0.0004141001554671675,0.009754578582942486,0.0009071520762518048,0.002659066114574671,0.007408443838357925,0.004111215006560087,0.020768413320183754,0.09965162724256516,0.061650704592466354,0.003263558028265834,0.0034210802987217903,0.002102309139445424,0.004213667009025812,0.004925976507365704,0.004092145245522261,0.0014008841244503856,0.002529826248064637,0.001218410674482584,0.0013359320582821965,0.000646169122774154,0.012072308920323849,0.00020932030747644603,0.0036356193013489246,0.009163793176412582,0.00030534714460372925,0.0012363963760435581,0.017105208709836006,0.0013947786064818501,0.0037566900718957186,0.024904992431402206,0.025052284821867943,0.0008927260641939938,0.005853154696524143,0.0011126380413770676,0.006383760366588831,0.007339036092162132,0.0066258227452635765,0.0009035904076881707,0.002936184871941805,0.0005914652138017118,0.0005233424599282444,0.012038406915962696,0.00019160352530889213,0.0023311669938266277,0.12128518521785736,0.003334519686177373,0.007027880288660526,0.02114092744886875,0.0002878509694710374,0.002244449220597744,0.030957717448472977,0.004373118281364441,0.0035500458907335997,0.01019197329878807,0.002572341589257121,0.003072521649301052,0.017999403178691864,0.004040798172354698,0.0023842761293053627,0.0017504234565421939,0.0033905869349837303,0.0031914710998535156,0.015747953206300735,0.000989432679489255,0.008453703485429287,0.0012448836350813508,0.002662868006154895,0.0007027615793049335,0.12457597255706787,0.0005410817102529109,0.01020356547087431,0.12870143353939056,0.0031964615918695927,0.004109248053282499,0.0031586242839694023,0.0007668287726119161,0.0035453212913125753,0.007920882664620876,0.002649662783369422,0.006748145911842585,0.008012739941477776,0.0024553874973207712,0.08948982506990433,0.0033809614833444357,0.003994698636233807,0.0038657295517623425,0.06027466058731079,0.000506568409036845,0.006296759471297264,0.0063400776125490665
69,0.00041147886076942086,0.008833934552967548,0.0008839685469865799,0.002502678893506527,0.0072603472508490086,0.004032338969409466,0.0204380564391613,0.0969671756029129,0.05966741219162941,0.003102715127170086,0.003201897954568267,0.001975109800696373,0.00392548181116581,0.004782638978213072,0.00386402802541852,0.0013915568124502897,0.00247008865699172,0.0011911023175343871,0.0012363853165879846,0.0006250875303521752,0.011367800645530224,0.00020674231927841902,0.0035588263999670744,0.008753678761422634,0.00029327478841878474,0.0011732273269444704,0.014485714957118034,0.0013449664693325758,0.003534759161993861,0.023842692375183105,0.02362608164548874,0.0008669337257742882,0.0056555988267064095,0.0010855086147785187,0.006226101890206337,0.007043482735753059,0.006532809231430292,0.0008808017591945827,0.0028810855001211166,0.0005762381479144096,0.0005153430392965674,0.011195954866707325,0.00018828289466910064,0.002233033999800682,0.12056281417608261,0.003281800076365471,0.006536581553518772,0.020731279626488686,0.0002792456652969122,0.0021341319661587477,0.02961665950715542,0.00417045084759593,0.0034971009008586407,0.009485314600169659,0.0024546408094465733,0.002964809536933899,0.01745259203016758,0.0038918631616979837,0.0023388115223497152,0.0016327239573001862,0.0032431434374302626,0.003146969247609377,0.015636004507541656,0.0009485569316893816,0.008042478933930397,0.001171392505057156,0.0026529973838478327,0.000690113811288029,0.12426377087831497,0.0005274778814055026,0.009713164530694485,0.12811177968978882,0.0031470649410039186,0.0040274253115057945,0.0030626128427684307,0.0007427139207720757,0.003523031482473016,0.007431789766997099,0.0025148922577500343,0.0066727823577821255,0.007949946448206902,0.002369853900745511,0.08412280678749084,0.0033190471585839987,0.0038972508627921343,0.0038112157490104437,0.05309836193919182,0.0004865588271059096,0.0060608782805502415,0.006281464360654354
70,0.00040895360871218145,0.007939224131405354,0.0008615110418759286,0.002360607497394085,0.007114573381841183,0.003953651525080204,0.020104482769966125,0.09401805698871613,0.0576980859041214,0.002950870431959629,0.0030035539530217648,0.001858290983363986,0.003654216881841421,0.004640226252377033,0.0036443795543164015,0.0013822850305587053,0.0024087312631309032,0.0011659750016406178,0.0011504720896482468,0.0006051046657375991,0.010693306103348732,0.00020424439571797848,0.003488230751827359,0.008382941596210003,0.00028222851688042283,0.0011149332858622074,0.012589355930685997,0.0012965304777026176,0.003322707721963525,0.02283261902630329,0.022238196805119514,0.0008416366763412952,0.005477283149957657,0.0010595015482977033,0.006078977603465319,0.006770767737179995,0.006446469575166702,0.0008584643364883959,0.002826909301802516,0.0005611518863588572,0.0005076772649772465,0.010457347147166729,0.0001850845292210579,0.002139865420758724,0.11982592940330505,0.0032295319251716137,0.006093023810535669,0.020329102873802185,0.0002710065746214241,0.002032374031841755,0.028316596522927284,0.003993199206888676,0.0034445826895534992,0.00887263473123312,0.0023424364626407623,0.0028611538000404835,0.016937950626015663,0.0037501908373087645,0.0022958265617489815,0.0015488527715206146,0.0031199308577924967,0.003101630602031946,0.015530779026448727,0.0009119194000959396,0.007647193036973476,0.00110838923137635,0.0026433062739670277,0.0006782473647035658,0.12394702434539795,0.0005154194077476859,0.009246312081813812,0.12751135230064392,0.003096532542258501,0.003946670796722174,0.0029686223715543747,0.0007210537442006171,0.0035010480787605047,0.006916906218975782,0.0023762546479701996,0.0065981484949588776,0.007886325940489769,0.0022837414871901274,0.07840830087661743,0.003257119096815586,0.003809819696471095,0.0037624461110681295,0.046002838760614395,0.00046827708138152957,0.005831420887261629,0.006224815733730793
71,0.0004065119428560138,0.007084914483129978,0.0008397623896598816,0.002230908954516053,0.006970975548028946,0.0038749093655496836,0.019767912104725838,0.09081202745437622,0.05574028193950653,0.0028075401205569506,0.0028256492223590612,0.0017509299796074629,0.0033992258831858635,0.0044986954890191555,0.003435245482251048,0.0013730335049331188,0.0023458264768123627,0.0011427161516621709,0.0010763227473944426,0.0005861448589712381,0.010050849057734013,0.00020182214211672544,0.0034229918383061886,0.008043167181313038,0.0002721358905546367,0.001061114831827581,0.011236653663218021,0.0012494345428422093,0.0031210496090352535,0.021872473880648613,0.020897546783089638,0.0008168421918526292,0.00531598599627614,0.0010345681803300977,0.0059413062408566475,0.006518495734781027,0.006366228684782982,0.0008365381509065628,0.002773489337414503,0.0005462009576149285,0.0005003081751056015,0.009804992936551571,0.0001819959725253284,0.002051636343821883,0.11907294392585754,0.0031777238473296165,0.005691991653293371,0.019934071227908134,0.0002631121315062046,0.0019384195329621434,0.02705671638250351,0.003836635733023286,0.0033924474846571684,0.00834254827350378,0.002235857304185629,0.0027611961122602224,0.016444696113467216,0.0036154526751488447,0.002254862803965807,0.0014832977904006839,0.0030169605743139982,0.003055296139791608,0.015430884435772896,0.0008791632135398686,0.007268526125699282,0.001053962972946465,0.0026337821036577225,0.0006670752773061395,0.12362497299909592,0.0005046621081419289,0.008802727796137333,0.1268991082906723,0.0030446695163846016,0.003866635262966156,0.0028764698654413223,0.0007015398005023599,0.0034793431404978037,0.006396149285137653,0.0022349844221025705,0.006524270866066217,0.007821834646165371,0.0021973513066768646,0.07241997867822647,0.003195107914507389,0.003731401637196541,0.00371877895668149,0.039304062724113464,0.00045145582407712936,0.005610562860965729,0.006169951055198908
72,0.0004041416977997869,0.0062851919792592525,0.0008187043131329119,0.0021120028104633093,0.0068294028751552105,0.003795937867835164,0.019428711384534836,0.08736716210842133,0.05379128083586693,0.0026722673792392015,0.002666936721652746,0.0016521314391866326,0.0031599130015820265,0.0043580541387200356,0.0032384423539042473,0.0013637744123116136,0.0022815042175352573,0.0011210640659555793,0.0010122607927769423,0.000568144372664392,0.009442213922739029,0.00019947112014051527,0.003362333867698908,0.007728436961770058,0.00026292481925338507,0.0010114124743267894,0.010267616249620914,0.0012036601547151804,0.0029302185866981745,0.020959559828042984,0.019612450152635574,0.0007925566169433296,0.005169696174561977,0.0010106561239808798,0.005812070332467556,0.006284544710069895,0.006291571073234081,0.0008149868808686733,0.0027206954546272755,0.0005313973524607718,0.0004932039882987738,0.009224140085279942,0.00017900804232340306,0.0019682873971760273,0.11830220371484756,0.003126380033791065,0.005329088773578405,0.019545884802937508,0.0002555440878495574,0.0018516172422096133,0.025836504995822906,0.003696826519444585,0.003340644296258688,0.007883879356086254,0.002134960610419512,0.002664674073457718,0.01596556045114994,0.003487319452688098,0.002215592423453927,0.001429739990271628,0.0029307615477591753,0.0030077681876719,0.015335256233811378,0.0008498865063302219,0.006907074712216854,0.0010066075483337045,0.0026244153268635273,0.0006565206567756832,0.12329673767089844,0.0004949987051077187,0.008381933905184269,0.12627382576465607,0.002991250017657876,0.0037870483938604593,0.002785975579172373,0.0006838941480964422,0.00345789035782218,0.0058934036642313,0.002092647599056363,0.0064511955715715885,0.007756449282169342,0.002111028879880905,0.0662543848156929,0.0031329444609582424,0.0036609030794352293,0.0036796124186366796,0.03328551724553108,0.0004358650476206094,0.005400411784648895,0.006116653326898813
73,0.000401833065552637,0.0055521572940051556,0.0007983203395269811,0.002002566587179899,0.006689709145575762,0.003716610372066498,0.0190871711820364,0.08371361345052719,0.051847852766513824,0.002544640563428402,0.002525503747165203,0.0015610367991030216,0.002935715252533555,0.004218325484544039,0.0030554458498954773,0.0013544850517064333,0.002215965185314417,0.0011007949942722917,0.0009567906963638961,0.0005510494229383767,0.008868739008903503,0.0001971870515262708,0.0033055779058486223,0.007434401661157608,0.0002545249881222844,0.0009654912282712758,0.00955113209784031,0.001159191713668406,0.002750518498942256,0.020091094076633453,0.018390212208032608,0.0007687866454944015,0.005036620423197746,0.0009877134580165148,0.005690297577530146,0.006066962610930204,0.00622193980962038,0.0007937804330140352,0.002668425440788269,0.0005167641211301088,0.000486338249174878,0.008702609688043594,0.00017611322982702404,0.001889765844680369,0.11751191318035126,0.0030755032785236835,0.0050005558878183365,0.019164269790053368,0.00024828859022818506,0.001771376933902502,0.024655740708112717,0.003570556640625,0.003289121435955167,0.007486316375434399,0.00203971890732646,0.002571369521319866,0.01549574825912714,0.003365477779880166,0.0021777593065053225,0.001384603208862245,0.0028582459781318903,0.0029588029719889164,0.0152431083843112,0.000823665875941515,0.006563444156199694,0.000965129875112325,0.0026151901111006737,0.0006465138285420835,0.12296131998300552,0.0004862562345806509,0.007983312010765076,0.12563414871692657,0.0029359997715801,0.003707689931616187,0.0026969872415065765,0.0006678701029159129,0.003436657367274165,0.005431711208075285,0.001951103680767119,0.006378954742103815,0.007690148428082466,0.0020251558162271976,0.0600280687212944,0.0030705651734024286,0.0035971810575574636,0.0036443888675421476,0.02814411371946335,0.00042130975634790957,0.0052029043436050415,0.006064758636057377
74,0.000399575917981565,0.004894387908279896,0.0007785940542817116,0.0019015007419511676,0.00655179750174284,0.003636819776147604,0.018743639811873436,0.07990138232707977,0.04990673065185547,0.002424290170893073,0.002399035496637225,0.0014768581604585052,0.002726078499108553,0.004079574719071388,0.002887240145355463,0.001345149939879775,0.002149505540728569,0.0010817177826538682,0.0009085919009521604,0.0005348152481019497,0.00833132304251194,0.00019496644381433725,0.003252115799114108,0.0071578556671738625,0.0002468683524057269,0.0009230434661731124,0.00899130292236805,0.001116011175327003,0.0025821500457823277,0.019264163449406624,0.017236851155757904,0.0007455393788404763,0.004915193188935518,0.0009656870388425887,0.0055750771425664425,0.00586395850405097,0.006156835239380598,0.0007728891796432436,0.002616595709696412,0.0005023322883062065,0.0004796878492925316,0.008230526000261307,0.00017330615082755685,0.0018159985775128007,0.11670020967721939,0.0030250914860516787,0.004703052807599306,0.018789004534482956,0.00024133417173288763,0.0016971672885119915,0.023514393717050552,0.003455213038250804,0.003237823024392128,0.007140431087464094,0.0019500402268022299,0.002481132745742798,0.015032142400741577,0.003249618923291564,0.002141158329322934,0.0013455584412440658,0.0027967647183686495,0.0029081085231155157,0.015153835527598858,0.0008000817033462226,0.006237988825887442,0.0009285765700042248,0.002606100169941783,0.0006369929760694504,0.12261751294136047,0.0004782909818459302,0.007606184110045433,0.12497860193252563,0.0028785818722099066,0.0036283773370087147,0.0026093614287674427,0.0006532528204843402,0.003415619255974889,0.005028149113059044,0.00181243394035846,0.006307580973953009,0.007622921373695135,0.00194015062879771,0.053871117532253265,0.0030079090502113104,0.0035391245037317276,0.0036126142367720604,0.02395998314023018,0.0004076297045685351,0.0050196866504848,0.006014124024659395
75,0.0003973627754021436,0.004316089674830437,0.0007595050847157836,0.0018078867578878999,0.006415517069399357,0.003556499956175685,0.018398499116301537,0.07601090520620346,0.047964759171009064,0.0023108674213290215,0.002285068854689598,0.0013988807331770658,0.0025304548908025026,0.003941912669688463,0.002734279725700617,0.0013357540592551231,0.002082505263388157,0.0010636703809723258,0.0008665169589221478,0.0005194040131755173,0.007830251939594746,0.00019280545529909432,0.003201419487595558,0.006896333768963814,0.00023988840985111892,0.0008837763452902436,0.008525103330612183,0.0010741119040176272,0.0024251905269920826,0.01847606711089611,0.01615690067410469,0.0007228206959553063,0.004804069176316261,0.0009445234900340438,0.0054655312560498714,0.005673927720636129,0.006095786578953266,0.0007522936793975532,0.00256514479406178,0.00048813619650900364,0.00047323337639681995,0.007799859158694744,0.00017058254161383957,0.0017468957230448723,0.11586519330739975,0.0029751381371170282,0.004433669615536928,0.01841989904642105,0.00023467181017622352,0.001628498313948512,0.022412622347474098,0.003348706755787134,0.003186686197295785,0.006837625987827778,0.0018657586770132184,0.00239386735484004,0.01457273866981268,0.0031394658144563437,0.0021056171972304583,0.0013109783176332712,0.002744122641161084,0.0028553467709571123,0.015066996216773987,0.0007787407375872135,0.005930998828262091,0.000896176032256335,0.002597133396193385,0.0006279024528339505,0.12226398289203644,0.00047098667710088193,0.007249784655869007,0.1243055984377861,0.002818567445501685,0.0035489557776600122,0.002522981958463788,0.0006398560362868011,0.003394749714061618,0.004690479952841997,0.0016788175562396646,0.0062371063977479935,0.007554758805781603,0.0018564474303275347,0.047918763011693954,0.0029449148569256067,0.0034856966231018305,0.003583837766200304,0.020700903609395027,0.0003946932265534997,0.004851998761296272,0.005964627023786306
76,0.000395185750676319,0.0038169673644006252,0.0007410356192849576,0.001720945117995143,0.0062807584181427956,0.003976262640208006,0.018052076920866966,0.07215321063995361,0.04601922258734703,0.0022040572948753834,0.0021812657359987497,0.001326453872025013,0.0023482919204980135,0.0038055165205150843,0.002596491016447544,0.001326285069808364,0.002015430247411132,0.0010465141385793686,0.0008295695879496634,0.0005047820159234107,0.007365376688539982,0.000190700899111107,0.00315304659307003,0.006647910922765732,0.00023352268908638507,0.0008474144269712269,0.008114323951303959,0.0010334898252040148,0.0022795849945396185,0.01772424764931202,0.015153295360505581,0.0007006354862824082,0.004701977130025625,0.0009241718798875809,0.005360885057598352,0.005495414137840271,0.006038366816937923,0.0007319768774323165,0.0025140177458524704,0.00047420666669495404,0.00046695730998180807,0.007404335308820009,0.00016793969552963972,0.0016823387704789639,0.11500491201877594,0.0029256287962198257,0.004189740400761366,0.01805676333606243,0.00022829453519079834,0.001564921927638352,0.021350735798478127,0.0032493658363819122,0.003135648090392351,0.006570460274815559,0.0017866638954728842,0.0023095097858458757,0.014116334728896618,0.003034734632819891,0.002070991788059473,0.0012796894880011678,0.002698502503335476,0.0028001307509839535,0.01498227659612894,0.0007592866895720363,0.0056425780057907104,0.0008673002594150603,0.0025882788468152285,0.0006191946449689567,0.12189917266368866,0.00046424850006587803,0.006913280580192804,0.12361333519220352,0.0027554347179830074,0.0034692941699177027,0.0024377431254833937,0.0006275201449170709,0.0033740228973329067,0.004416848998516798,0.0015523683978244662,0.006167598534375429,0.007485654205083847,0.001774499542079866,0.042300496250391006,0.0028815141413360834,0.003435962600633502,0.003557660151273012,0.018254093825817108,0.000382393307518214,0.004700591322034597,0.005916159134358168
77,0.00039303870289586484,0.003392586950212717,0.0007231657509692013,0.0016400165623053908,0.006147393956780434,0.00379216019064188,0.017704814672470093,0.06844940781593323,0.04406838119029999,0.00210354826413095,0.0020855534821748734,0.0012590098194777966,0.00217903102748096,0.0036706237588077784,0.0024732688907533884,0.0013167335418984294,0.0019488331163302064,0.0010301306610926986,0.000796905776951462,0.0004909195122309029,0.006936020217835903,0.00018864953017327935,0.003106605028733611,0.006411045789718628,0.00022771125077269971,0.0008137001423165202,0.0077370242215693,0.0009941488970071077,0.0021451713982969522,0.017006346955895424,0.014227200299501419,0.0006789882318116724,0.004607866983860731,0.0009045816259458661,0.005260418634861708,0.00532710924744606,0.005984096322208643,0.0007119305082596838,0.0024631775449961424,0.00046056509017944336,0.00046084477799013257,0.007038960233330727,0.00016537573537789285,0.0016221973346546292,0.11411725729703903,0.002876554848626256,0.0039688595570623875,0.017699476331472397,0.00022219694801606238,0.0015060236910358071,0.020329132676124573,0.003155855927616358,0.003084643045440316,0.006332344841212034,0.0017124777659773827,0.0022280393168330193,0.013662238605320454,0.0029351648408919573,0.0020371510181576014,0.0012508324580267072,0.0026584058068692684,0.002742023905739188,0.014899441041052341,0.0007414090214297175,0.005372750107198954,0.0008414314361289144,0.002579527674242854,0.0006108276429586112,0.12152129411697388,0.00045800008228980005,0.006595779675990343,0.12289987504482269,0.002688573207706213,0.0033892779611051083,0.0023535648360848427,0.0006161067285574973,0.0033534138929098845,0.0041982089169323444,0.0014349576085805893,0.006099044810980558,0.007415617350488901,0.001694760867394507,0.037129081785678864,0.0028176524210721254,0.003389103105291724,0.0035337156150490046,0.01646798476576805,0.0003706447023432702,0.004565664567053318,0.005868631415069103
78,0.00039091569487936795,0.0030355837661772966,0.0040768710896372795,0.001564545789733529,0.006015312392264605,0.0036835954524576664,0.017357150092720985,0.06499678641557693,0.04211144521832466,0.002009032294154167,0.0019962298683822155,0.0011960467090830207,0.0020221094600856304,0.0035375445149838924,0.0023636475671082735,0.0013070935383439064,0.0018833075882866979,0.0010144185507670045,0.000767813588026911,0.0004777872236445546,0.006541072390973568,0.0001866486418293789,0.0030617564916610718,0.0061844815500080585,0.00022239936515688896,0.0007823952473700047,0.007380864582955837,0.0009560866747051477,0.002021655673161149,0.0163202453404665,0.013378255069255829,0.0006578845204785466,0.00452082185074687,0.0008857023785822093,0.005163486115634441,0.005167846567928791,0.005932584870606661,0.000692151952534914,0.0024125888012349606,0.000447224301751703,0.000454882305348292,0.006699823308736086,0.00016288926417473704,0.0015663140220567584,0.11320002377033234,0.00282789277844131,0.0037688149604946375,0.01734793558716774,0.00021637463942170143,0.0014514168724417686,0.01934821903705597,0.0030671199783682823,0.0030335974879562855,0.006117688957601786,0.0016428997041657567,0.002149448962882161,0.013210143893957138,0.00284050265327096,0.002003983361646533,0.0012237722985446453,0.00262265931814909,0.00268055172637105,0.014818327501416206,0.0007248453330248594,0.005121380556374788,0.0008181325974874198,0.0025708661414682865,0.0006027636118233204,0.12112826853990555,0.0004521801311057061,0.0062963333912193775,0.12216305732727051,0.0026173151563853025,0.0033088100608438253,0.002270384458824992,0.0006054983241483569,0.003332895925268531,0.0040220413357019424,0.0013280515559017658,0.006031486671417952,0.0073446487076580524,0.0016176715726032853,0.032490961253643036,0.00275326706469059,0.0033444317523390055,0.003511690767481923,0.015188043005764484,0.0003593764849938452,0.004446872975677252,0.00582196656614542
79,0.0003888110222760588,0.0027368622832000256,0.0015389383770525455,0.0014940504916012287,0.005884396843612194,0.0035929742734879255,0.017009524628520012,0.06184476241469383,0.04014907032251358,0.001920214737765491,0.0019119614735245705,0.001137130311690271,0.0018769485177472234,0.0034066743683069944,0.0022664035204797983,0.0012973602861166,0.0018194661242887378,0.0009992894483730197,0.0007416934822686017,0.00046535948058590293,0.016327809542417526,0.0001846956292865798,0.0030182315967977047,0.005967176053673029,0.0002175360277760774,0.0007532748277299106,0.007038955111056566,0.0009193081641569734,0.0019086443353444338,0.015663934871554375,0.014559343457221985,0.000637328252196312,0.004440017975866795,0.0008674887358210981,0.005069517530500889,0.005016602575778961,0.005883463658392429,0.0006726490682922304,0.002362229162827134,0.00043418456334620714,0.000449057319201529,0.006383758503943682,0.00016047961253207177,0.0015145066427066922,0.11225101351737976,0.00277962489053607,0.00358757795765996,0.01700202375650406,0.0002108242188114673,0.001400746637955308,0.01840844936668873,0.0029823128134012222,0.002982434118166566,0.005921797826886177,0.0015776000218465924,0.002073758514598012,0.012759986333549023,0.00275049009360373,0.001971388701349497,0.0011980363633483648,0.002590336138382554,0.002615203382447362,0.014738810248672962,0.0007093784515745938,0.004888113122433424,0.0007970473961904645,0.0025622837711125612,0.0005949707119725645,0.12071771919727325,0.00044673989759758115,0.006013996433466673,0.12140049785375595,0.0025409688241779804,0.003227807581424713,0.002188167069107294,0.0005955936503596604,0.0033124445471912622,0.0038757571019232273,0.0012325840070843697,0.0059649525210261345,0.007272759452462196,0.0015436493558809161,0.0284394770860672,0.0026883010286837816,0.003301374614238739,0.003491304349154234,0.01427864283323288,0.00034853362012654543,0.0043433611281216145,0.005776102654635906
80,0.00038671985385008156,0.002486873185262084,0.0012584116775542498,0.0014281067997217178,0.005754541605710983,0.0035131373442709446,0.016662420704960823,0.05899490788578987,0.038183409720659256,0.0018367964075878263,0.001831769710406661,0.0010818830924108624,0.0017429704312235117,0.0032784719951450825,0.0021801742259413004,0.0012875294778496027,0.001757886027917266,0.0009846676839515567,0.0007180526736192405,0.0004536093620117754,0.012667501345276833,0.0001827878295443952,0.002975788665935397,0.005758245009928942,0.00021307339193299413,0.0007261332939378917,0.006707449443638325,0.0008838206413201988,0.0018056647386401892,0.015035420656204224,0.012946663424372673,0.0006173226865939796,0.004364760592579842,0.0008498977986164391,0.004978009965270758,0.004872468765825033,0.0058363969437778,0.0006534363492392004,0.0023120769765228033,0.0004214382788632065,0.0004433588474057615,0.00608824985101819,0.00015814664948266,0.0014665712369605899,0.1112678125500679,0.002731726272031665,0.0034233008045703173,0.01666165515780449,0.0002055430959444493,0.0013536812039092183,0.01751019060611725,0.002900743391364813,0.002931073307991028,0.005740765947848558,0.00151623145211488,0.0020009828731417656,0.012311922386288643,0.0026649010833352804,0.0019392819376662374,0.0011732769198715687,0.0025607210118323565,0.0025454526767134666,0.01466080266982317,0.0006948327063582838,0.004672498907893896,0.0007778720464557409,0.0025537696201354265,0.0005874218186363578,0.12028689682483673,0.00044164012069813907,0.005747784860432148,0.12060956656932831,0.0024588776286691427,0.0031461988110095263,0.0021068966016173363,0.000586306385230273,0.0032920383382588625,0.0037488157395273447,0.0011489016469568014,0.005899446550756693,0.007199966348707676,0.001473067793995142,0.024992547929286957,0.002622703555971384,0.0032594758085906506,0.0034723130520433187,0.01363161951303482,0.0003380708221811801,0.00425384659320116,0.005730981007218361
