Step,pleasant-sweep-90,splendid-sweep-89,fluent-sweep-88,expert-sweep-87,pleasant-sweep-86,amber-sweep-85,fresh-sweep-84,different-sweep-83,charmed-sweep-82,youthful-sweep-81,quiet-sweep-80,worthy-sweep-79,smart-sweep-78,snowy-sweep-77,flowing-sweep-76,radiant-sweep-75,happy-sweep-74,fast-sweep-73,deft-sweep-72,balmy-sweep-71,twilight-sweep-70,glowing-sweep-69,feasible-sweep-68,deep-sweep-67,grateful-sweep-66,confused-sweep-65,misty-sweep-64,amber-sweep-63,toasty-sweep-62,zany-sweep-61,zany-sweep-60,exalted-sweep-59,solar-sweep-58,copper-sweep-57,morning-sweep-56,cosmic-sweep-55,fallen-sweep-54,clear-sweep-53,brisk-sweep-52,worthy-sweep-51,ancient-sweep-50,wobbly-sweep-49,visionary-sweep-48,stellar-sweep-47,robust-sweep-46,leafy-sweep-45,autumn-sweep-44,smart-sweep-43,lucky-sweep-42,grateful-sweep-41,morning-sweep-40,legendary-sweep-39,deft-sweep-38,earthy-sweep-37,efficient-sweep-36,misty-sweep-35,firm-sweep-34,spring-sweep-33,upbeat-sweep-32,mild-sweep-31,happy-sweep-30,hearty-sweep-29,divine-sweep-28,volcanic-sweep-27,wise-sweep-26,gentle-sweep-25,stellar-sweep-24,electric-sweep-23,dazzling-sweep-22,atomic-sweep-21,prime-sweep-20,floral-sweep-19,balmy-sweep-18,worldly-sweep-17,clear-sweep-16,copper-sweep-15,honest-sweep-14,pretty-sweep-13,major-sweep-12,splendid-sweep-11,fast-sweep-10,cool-sweep-9,fanciful-sweep-8,zany-sweep-7,wandering-sweep-6,helpful-sweep-5,spring-sweep-4,celestial-sweep-3,gentle-sweep-2,splendid-sweep-1
123,0.0022632547188550234,0.0010185010032728314,0.11948767304420471,0.005861746147274971,0.0011640003649517894,0.42022961378097534,0.0015679269563406706,0.004546006675809622,0.040750663727521896,0.004622078500688076,0.0337398424744606,0.051508206874132156,0.007493461947888136,0.012768535874783993,0.002490866929292679,0.0009778233943507075,0.001060045906342566,0.0013423966011032462,0.001019332674331963,0.004607578739523888,0.0014988455222919583,0.0010073770536109805,0.0011573855299502611,0.0018207437824457884,0.0009686002740636468,0.005187399685382843,0.012044218368828297,0.0009705928387120366,0.35674384236335754,0.01661689579486847,0.0009061433374881744,0.02153635211288929,0.0018372312188148499,0.0009968571830540895,0.006378783378750086,0.001972004771232605,0.0011607836931943893,0.007273545954376459,0.01096419058740139,0.001060854410752654,0.0009669160353951156,0.00130763731431216,0.0009340199758298695,0.0010254355147480965,0.002536449581384659,0.0009157437598332763,0.0012563422787934542,0.0010639078682288527,0.0011676403228193521,0.0009757459629327059,0.0023297681473195553,0.0009707221761345863,0.001316268928349018,0.0010319013381376863,0.0011510353069752455,0.0010180167155340314,0.026963399723172188,0.0009273187606595457,0.0010258053662255406,0.007844229228794575,0.005382303148508072,0.004480810835957527,0.006145956460386515,0.0071373251266777515,0.009367787279188633,0.0675499364733696,0.00568737555295229,0.00649316655471921,0.00597984716296196,0.006035068538039923,0.010752333328127861,0.005882103927433491,0.0063610137440264225,0.003621217329055071,0.006165741011500359,0.005796436220407486,0.0020154286175966263,0.005593772977590561,0.005388292483985424,0.0063951932825148106,0.002226651180535555,0.004240433685481548,0.007145931012928486,0.0053011951968073845,0.0010016674641519785,0.003860116470605135,0.008230859413743019,0.001058297697454691,0.0028143615927547216,0.0071801855228841305
124,0.0022514634765684605,0.0010148489382117987,0.11662371456623077,0.005714443512260914,0.0011605937033891678,1.0483020544052124,0.0015565495705232024,0.004485872108489275,0.0404789075255394,0.0045934454537928104,0.03338535130023956,0.051225695759058,0.006549381650984287,0.0126523207873106,0.0024560769088566303,0.0009746786672621965,0.0010560909286141396,0.0013366182101890445,0.0010164239211007953,0.004517237190157175,0.0014877923531457782,0.0010040538618341088,0.0011530257761478424,0.001813077600672841,0.0009658269118517637,0.005137840285897255,0.011619845405220985,0.000967303931247443,0.34417954087257385,0.016560837626457214,0.0009014562238007784,0.021405015140771866,0.0018257343908771873,0.0009915133705362678,0.006311985198408365,0.001955611165612936,0.0011583149898797274,0.007245716638863087,0.010851772502064705,0.0010574208572506905,0.0009626206592656672,0.0013032876886427402,0.0009296313510276377,0.0010214252397418022,0.00251728855073452,0.0009124181233346462,0.0012489489745348692,0.0010602291440591216,0.0011648829095065594,0.0009715944761410356,0.002290140138939023,0.0009671020670793951,0.0013096218463033438,0.0010271606734022498,0.0011474411003291607,0.0010127866407856345,0.02604462392628193,0.000923388171941042,0.0010218869429081678,0.007726456504315138,0.00537043297663331,0.004457730334252119,0.00611629243940115,0.007113690488040447,0.00930241122841835,0.07469480484724045,0.005640516057610512,0.006477419752627611,0.005966137629002333,0.005993833765387535,0.010701260529458523,0.005860934033989906,0.006341477856040001,0.0035828573163598776,0.006143628153949976,0.005777677521109581,0.0019968796987086535,0.0055714561603963375,0.005373915191739798,0.0063564712181687355,0.0022232416085898876,0.004213216248899698,0.007095394656062126,0.005279582925140858,0.000999480951577425,0.0038214982487261295,0.008196678012609482,0.0010515109170228243,0.0027974434196949005,0.0071577150374650955
125,0.002239694120362401,0.0010115746408700943,0.11430324614048004,0.005578564014285803,0.0011571600334718823,0.36728593707084656,0.0015456888359040022,0.004427133593708277,0.04020551219582558,0.004564906004816294,0.03303702548146248,0.050942689180374146,0.005766444839537144,0.012537511065602303,0.0024220370687544346,0.0009714447660371661,0.0010522643569856882,0.0013308633351698518,0.001013610395602882,0.004430205561220646,0.0014771640999242663,0.0010009249672293663,0.0011491026962175965,0.0018055378459393978,0.0009630580898374319,0.0050894091837108135,0.01121848076581955,0.000964020611718297,0.32976263761520386,0.016504326835274696,0.0008969508926384151,0.021275289356708527,0.0018142727203667164,0.0009861137950792909,0.00624554418027401,0.0019400541204959154,0.0011559092672541738,0.007217353209853172,0.010739580728113651,0.0010539502836763859,0.0009583583450876176,0.001298935734666884,0.0009255982586182654,0.0010174005292356014,0.0024982772301882505,0.0009092002874240279,0.001241900958120823,0.0010565127013251185,0.0011621731100603938,0.000967414234764874,0.002251527737826109,0.0009636927279643714,0.0013030647533014417,0.0010223896242678165,0.0011439650552347302,0.0010078754276037216,0.025205064564943314,0.0009195113671012223,0.0010180019307881594,0.00760939996689558,0.005358606576919556,0.004435258451849222,0.006086405366659164,0.00709005631506443,0.009237365797162056,0.0682513490319252,0.0055931624956429005,0.006461791694164276,0.005952684208750725,0.005953467451035976,0.010650756768882275,0.005839478224515915,0.006322264205664396,0.0035451133735477924,0.006121766287833452,0.005759007763117552,0.0019789664074778557,0.005549218505620956,0.00535937212407589,0.00631666649132967,0.002220069756731391,0.004187020473182201,0.007042035460472107,0.005257961805909872,0.0009973198175430298,0.00378322321921587,0.008163196966052055,0.0010449753608554602,0.002780407201498747,0.007135231979191303
126,0.0022279489785432816,0.0010085057001560926,0.15531980991363525,0.005451681092381477,0.0011538811959326267,0.29534175992012024,0.0015353176277130842,0.0043697417713701725,0.0399305522441864,0.004536457359790802,0.03269480913877487,0.050659243017435074,0.0051218788139522076,0.012424084357917309,0.0023887362331151962,0.000968218082562089,0.0010484553640708327,0.0013251142809167504,0.0010108763817697763,0.004345996305346489,0.0014669857919216156,0.0009980424074456096,0.001145685208030045,0.0017981186974793673,0.0009604376391507685,0.005042077973484993,0.010839622467756271,0.0009607530082575977,0.31928858160972595,0.016447367146611214,0.0008925664005801082,0.02114712819457054,0.0018028460908681154,0.0009808792965486646,0.006179498508572578,0.0019252521451562643,0.0011535490630194545,0.007188478019088507,0.010627659037709236,0.0010504621313884854,0.0009541388135403395,0.0012945812195539474,0.0009218427003361285,0.0010135839693248272,0.0024794000200927258,0.000906171859242022,0.0012351770419627428,0.00105283223092556,0.001159509876742959,0.0009633026784285903,0.0022140261717140675,0.0009602271602489054,0.0012965865898877382,0.0010175320785492659,0.00114063557703048,0.0010035289451479912,0.024439411237835884,0.0009155599400401115,0.0010141367092728615,0.007492876145988703,0.005346820689737797,0.004413388203829527,0.006056293845176697,0.007066431920975447,0.009172670543193817,0.13024687767028809,0.0055453237146139145,0.006446267478168011,0.005939465947449207,0.005913908127695322,0.010600627399981022,0.005817738361656666,0.006303354166448116,0.0035083277616649866,0.006100102793425322,0.005740429740399122,0.001961642410606146,0.005527086555957794,0.0053446548990905285,0.006275723688304424,0.0022170105949044228,0.00416179932653904,0.006985520012676716,0.029108693823218346,0.0009953738190233707,0.0037452855613082647,0.008130377158522606,0.001038728398270905,0.024601368233561516,0.007112737279385328
127,0.002216228051111102,0.0010054773883894086,0.16302257776260376,0.005331890657544136,0.0011506113223731518,0.4213480055332184,0.0015254277968779206,0.0043136077001690865,0.039654120802879333,0.004508095793426037,0.03235861659049988,0.05037548765540123,0.004597710445523262,0.012312026694417,0.002356171142309904,0.0009650333086028695,0.0010447949171066284,0.0013193683698773384,0.0010079644853249192,0.004264191724359989,0.001457161852158606,0.0009951055981218815,0.0011424259282648563,0.0017908154986798763,0.0009580015321262181,0.0049957893788814545,0.010483808815479279,0.0009574840660206974,0.30855539441108704,0.01638995297253132,0.0008882512920536101,0.021020475775003433,0.0017915121279656887,0.0009759140084497631,0.006113921292126179,0.0019111309666186571,0.0011512155178934336,0.00715907197445631,0.010516027919948101,0.0010469466214999557,0.0009498586878180504,0.0012902197195217013,0.0009183762012980878,0.0010099747451022267,0.002460652496665716,0.0009034024551510811,0.0012287577847018838,0.0010493386071175337,0.0011568866902962327,0.0009592153946869075,0.0021777134388685226,0.0009568430250510573,0.0012901769950985909,0.0010125936241820455,0.0011373951565474272,0.0009992551058530807,0.02374298870563507,0.0009116815635934472,0.0010102103697136045,0.00737670436501503,0.005335071589797735,0.004392105620354414,0.006025961600244045,0.007042831741273403,0.009108384139835835,0.0798092633485794,0.005497003439813852,0.006430836394429207,0.005926479585468769,0.005875094328075647,0.010550766251981258,0.005795717239379883,0.00628472026437521,0.0034721919801086187,0.006078584585338831,0.005721951834857464,0.0019448641687631607,0.005505080334842205,0.005329748149961233,0.006233581807464361,0.0022143437527120113,0.00413750484585762,0.006925506051629782,0.025126183405518532,0.000993436318822205,0.0037076794542372227,0.008098173886537552,0.0010328575735911727,0.013646460138261318,0.007090214639902115
128,0.0022045329678803682,0.0010023943614214659,0.1410149782896042,0.005217732395976782,0.0011473818449303508,0.3548627197742462,0.0015159854665398598,0.004258602857589722,0.039376258850097656,0.004479811526834965,0.03202832117676735,0.05009149760007858,0.004176298622041941,0.012201298959553242,0.0023243450559675694,0.000965501822065562,0.0010409513488411903,0.0013136356137692928,0.0010051419958472252,0.004184567369520664,0.001447687391191721,0.000992204644717276,0.001139206811785698,0.0017836217302829027,0.0009556357399560511,0.004950494505465031,0.010151765309274197,0.0009542105835862458,0.47012802958488464,0.016332074999809265,0.000883963773958385,0.02089531719684601,0.0017803042428568006,0.0009711444727145135,0.006048865150660276,0.0018976274877786636,0.00114890665281564,0.007129136938601732,0.010404717177152634,0.0010435462463647127,0.0009455179679207504,0.0012858528643846512,0.0009149942197836936,0.0010063782101497054,0.0024420281406491995,0.0009007800836116076,0.0012226246763020754,0.001045773271471262,0.0011543045984581113,0.0009550205431878567,0.002142646349966526,0.0009535077260807157,0.0012838358525186777,0.0010075998725369573,0.0011342099169269204,0.0009949958184733987,0.023111233487725258,0.0009078620932996273,0.0010062505025416613,0.0072607481852173805,0.005323356948792934,0.004371409770101309,0.005995410494506359,0.007019271142780781,0.00904457364231348,0.07837827503681183,0.005448210518807173,0.006415486801415682,0.005913712549954653,0.005836961790919304,0.010501112788915634,0.005773418117314577,0.006266348995268345,0.00343668507412076,0.006057149264961481,0.0057035828940570354,0.0019285879097878933,0.005483218003064394,0.005314649548381567,0.0061901770532131195,0.002211714396253228,0.004114082548767328,0.006861650850623846,0.02180817350745201,0.0009914763504639268,0.0036704023368656635,0.008066543377935886,0.0010276202810928226,0.010536166839301586,0.0070676724426448345
129,0.0021928614005446434,0.0009992951527237892,0.12820842862129211,0.005108119919896126,0.0011442489922046661,0.2874257564544678,0.0015069515211507678,0.004204569384455681,0.039097100496292114,0.0044516087509691715,0.03170379623770714,0.04980740323662758,0.003839885350316763,0.01209188625216484,0.0022932463325560093,0.0009600454941391945,0.0010373129043728113,0.0013079468626528978,0.0010022534988820553,0.004106710199266672,0.001438506064005196,0.00098925712518394,0.0011360299540683627,0.0017765319207683206,0.0009532361873425543,0.00490615563467145,0.009843881241977215,0.0009510054369457066,0.37188902497291565,0.016273753717541695,0.0008798871422186494,0.02077161706984043,0.001769141643308103,0.000966395775321871,0.005984386894851923,0.001884648110717535,0.001146621536463499,0.007098667789250612,0.010293773375451565,0.0010401234030723572,0.0009411693317815661,0.0012815328082069755,0.0009116941364482045,0.0010028028627857566,0.0024235229939222336,0.0008981717401184142,0.001216774806380272,0.0010421664919704199,0.001151758129708469,0.000950909685343504,0.0021088565699756145,0.00095017981948331,0.0012775593204423785,0.001003070967271924,0.0011310761328786612,0.000990891712717712,0.022539030760526657,0.0009042189340107143,0.0010024410439655185,0.007144598755985498,0.005311671178787947,0.0043512932024896145,0.005964634940028191,0.006995762698352337,0.008981271646916866,0.07921048253774643,0.0053989579901099205,0.006400208920240402,0.005901149474084377,0.005799456033855677,0.010451553389430046,0.0057508451864123344,0.0062482235953211784,0.0034018242731690407,0.006035735365003347,0.005685331765562296,0.001912773703224957,0.005461515858769417,0.00529935397207737,0.00614544004201889,0.002209084341302514,0.004091479349881411,0.006793638691306114,0.019191712141036987,0.0009894926333799958,0.0036334521137177944,0.008035429753363132,0.0010225712321698666,0.009054800495505333,0.0070451186038553715
130,0.002181213814765215,0.0009962026961147785,0.12200209498405457,0.005002249032258987,0.0011411141604185104,0.26224881410598755,0.0014983001165091991,0.004151333589106798,0.038816794753074646,0.004423485137522221,0.03138483688235283,0.04952337220311165,0.003571526613086462,0.011983748525381088,0.002262907102704048,0.0009565564105287194,0.0010336341802030802,0.0013023718493059278,0.0010015284642577171,0.004030394367873669,0.0014296212466433644,0.0009862632723525167,0.0011328711407259107,0.001769543276168406,0.0009509705705568194,0.0048627243377268314,0.009560216218233109,0.0009477295097894967,0.34535521268844604,0.016214998438954353,0.0008760024793446064,0.020649340003728867,0.0017580254934728146,0.0009619292104616761,0.00592054333537817,0.0018721410306170583,0.0011443591210991144,0.007067658938467503,0.010183220729231834,0.0010366496862843633,0.000936825352255255,0.001277292612940073,0.0009085426572710276,0.0009993165731430054,0.0024051321670413017,0.0008955267257988453,0.0012111803516745567,0.0010387467918917537,0.0011492487974464893,0.0009467347408644855,0.0020763613283634186,0.0009469665819779038,0.001271352986805141,0.0009987646481022239,0.0011279890313744545,0.0009868319611996412,0.022021934390068054,0.0009006942855194211,0.0009990597609430552,0.007027901709079742,0.005300012417137623,0.00433174567297101,0.005933641921728849,0.006972325965762138,0.008918502368032932,0.07973067462444305,0.005349260754883289,0.0063849943690001965,0.00588877871632576,0.005762518849223852,0.010402029380202293,0.005728001240640879,0.006230327300727367,0.0033676184248179197,0.006014281418174505,0.005667207762598991,0.0018973841797560453,0.005439987871795893,0.005283856764435768,0.00609930232167244,0.002206419361755252,0.0040696412324905396,0.0067212204448878765,0.01712285727262497,0.000987498089671135,0.0035968306474387646,0.008004783652722836,0.001017884467728436,0.008212968707084656,0.007022556848824024
131,0.002169592073187232,0.000993262161500752,0.11617456376552582,0.0048995413817465305,0.001137949526309967,0.24942387640476227,0.0014900104142725468,0.004098717123270035,0.038535479456186295,0.0043954383581876755,0.031071268022060394,0.04923955723643303,0.003356204368174076,0.011876888573169708,0.002233353443443775,0.0009539183229207993,0.001029935316182673,0.0012969898525625467,0.000997222843579948,0.003955472260713577,0.0014209921937435865,0.0009834782686084509,0.0011296832235530019,0.0017626879271119833,0.0009486834169365466,0.004820158705115318,0.009299270808696747,0.0009443864109925926,0.32262417674064636,0.016155824065208435,0.0008722333586774766,0.02052844502031803,0.0017469595186412334,0.0009574915748089552,0.005857367999851704,0.001860027201473713,0.0011421188246458769,0.007036102004349232,0.010073103941977024,0.0010331310331821442,0.0009325087885372341,0.001273051486350596,0.0009053833200596273,0.0009960480965673923,0.002386853564530611,0.0008928664028644562,0.0012058266438543797,0.0010353305842727423,0.0011467731092125177,0.0009424886084161699,0.0020451373420655727,0.0009438460110686719,0.0012653243029490113,0.0009944289922714233,0.0011249439558014274,0.0009826982859522104,0.02155575342476368,0.000897170219104737,0.0009958399459719658,0.006910654716193676,0.00528837600722909,0.004312759730964899,0.005902433767914772,0.0069489688612520695,0.008856311440467834,0.07944869250059128,0.005299135576933622,0.006369822658598423,0.005876588635146618,0.00572609156370163,0.010352496057748795,0.005704890936613083,0.006212641019374132,0.0033340658992528915,0.0059927236288785934,0.005649204831570387,0.0018823847640305758,0.005418650805950165,0.005268151871860027,0.006051849573850632,0.002203859854489565,0.004048513248562813,0.0066442666575312614,0.015483048744499683,0.0009854743257164955,0.0035605416633188725,0.007974544540047646,0.001013432047329843,0.007685991935431957,0.006999996490776539
132,0.002157997339963913,0.0009902769234031439,0.11435964703559875,0.004799587186425924,0.001134732854552567,0.28411024808883667,0.001482056686654687,0.004046551883220673,0.03825327008962631,0.004367472138255835,0.03076283447444439,0.04895602539181709,0.003181480336934328,0.011771295219659805,0.0022045541554689407,0.0009513020631857216,0.0010261827846989036,0.0012917367275804281,0.0009946319041773677,0.0038818917237222195,0.0014126090100035071,0.0009804870933294296,0.0011265489738434553,0.00175600522197783,0.0009463547612540424,0.004778415895998478,0.009058882482349873,0.0009410593193024397,0.3052835762500763,0.016096236184239388,0.0008686459041200578,0.020408926531672478,0.001735949655994773,0.0009533418342471123,0.005794927477836609,0.00184824806638062,0.0011398991337046027,0.007003981154412031,0.009963463060557842,0.001029584789648652,0.0009281848906539381,0.0012687973212450743,0.0009021877776831388,0.000992978340946138,0.002368683461099863,0.0008901947876438498,0.0012006992474198341,0.0010318431304767728,0.0011443294351920485,0.0009382236748933792,0.0020151410717517138,0.0009408354526385665,0.001259402371942997,0.0009900734294205904,0.0011219383450224996,0.0009785131551325321,0.021135717630386353,0.0008938834653235972,0.0009926467901095748,0.006792055442929268,0.005276776850223541,0.0042943200096488,0.0058710165321826935,0.00692571047693491,0.008794744499027729,0.07915586233139038,0.005248591303825378,0.0063546872697770596,0.005864560138434172,0.005690119229257107,0.010302873328328133,0.005681512411683798,0.006195152178406715,0.0033011585474014282,0.005970996338874102,0.0056313383392989635,0.001867741928435862,0.005397500470280647,0.005252242088317871,0.006002968177199364,0.0022013336420059204,0.004028044641017914,0.006562831345945597,0.01418040320277214,0.0009834329830482602,0.0035245907492935658,0.00794465932995081,0.0010091930162161589,0.007328236475586891,0.0069774454459548
133,0.002146442886441946,0.0009874171810224652,0.11294268071651459,0.004702128004282713,0.001131660770624876,0.22928187251091003,0.0014744148356840014,0.003994686994701624,0.03797031193971634,0.004339592531323433,0.03045930527150631,0.04867289960384369,0.0030375239439308643,0.011666929349303246,0.0021764913108199835,0.000948712055105716,0.001022691954858601,0.0012868836056441069,0.0009922347962856293,0.003809667192399502,0.0014044257113710046,0.0009774385252967477,0.0011233929544687271,0.0017494233325123787,0.0009440166759304702,0.004737460520118475,0.008836441673338413,0.0009376542875543237,0.29224738478660583,0.016036245971918106,0.000865062465891242,0.02029074728488922,0.00414674635976553,0.0009494779515080154,0.005733279976993799,0.0018367524025961757,0.00113769993185997,0.006971300579607487,0.009854336269199848,0.0010259912814944983,0.0009238856146112084,0.001264537451788783,0.0008989722700789571,0.0009900429286062717,0.002350619761273265,0.0008874837076291442,0.0011957852402701974,0.0010282762814313173,0.0011419133516028523,0.0009338801610283554,0.0019863122142851353,0.0009379156399518251,0.0012535637943074107,0.0009858596604317427,0.0011189670767635107,0.0009744659764692187,0.023359306156635284,0.0008908501476980746,0.0009895081166177988,0.006671059876680374,0.005265220534056425,0.004276416264474392,0.005839391611516476,0.006902567110955715,0.00873384065926075,0.07885697484016418,0.005197684280574322,0.006339584477245808,0.005852675996720791,0.005654552020132542,0.01025312952697277,0.005657878238707781,0.006177827715873718,0.0032688830979168415,0.005949028767645359,0.00561361201107502,0.001853428315371275,0.005376541521400213,0.005236112512648106,0.0059524220414459705,0.002198754344135523,0.004008191637694836,0.006477226968854666,0.013142980635166168,0.0009813641663640738,0.003488987684249878,0.007915068417787552,0.0010051074204966426,0.007065908517688513,0.006954908836632967
134,0.0021349359303712845,0.0009847217006608844,0.11550145596265793,0.004606921225786209,0.001128625008277595,0.18009710311889648,0.0014670630916953087,0.003943068441003561,0.037686754018068314,0.004311799071729183,0.030160412192344666,0.048390310257673264,0.0029169199988245964,0.011563788168132305,0.002149157226085663,0.0009460951550863683,0.0010192402405664325,0.0012821790296584368,0.000989839667454362,0.0037389076314866543,0.0013964460231363773,0.0009744779672473669,0.0011202010791748762,0.001742935972288251,0.000941708916798234,0.004697257187217474,0.008629117161035538,0.0009342113044112921,0.2782432436943054,0.015975868329405785,0.0008614156977273524,0.02017388679087162,0.016159310936927795,0.0009456795523874462,0.005672485567629337,0.0018255244940519333,0.0011355356546118855,0.0069380565546453,0.009745767340064049,0.0010223600547760725,0.0009195586899295449,0.00126027618534863,0.0008957430254667997,0.000987283419817686,0.0023326603695750237,0.0008847910212352872,0.0011910723987966776,0.0010246632155030966,0.001139522879384458,0.0009296819334849715,0.0019585792906582355,0.0009353752247989178,0.0012477969285100698,0.0009816393721848726,0.001116027939133346,0.0009706211858429015,0.026224249973893166,0.0008878179360181093,0.0009864059975370765,0.0065471697598695755,0.005253679119050503,0.004259032662957907,0.0058075604028999805,0.00687955180183053,0.008673637174069881,0.0785520076751709,0.005146415438503027,0.006324509624391794,0.005840923171490431,0.005619340110570192,0.01020326092839241,0.005633994471281767,0.00616065040230751,0.0032372321002185345,0.005926742684096098,0.005596023052930832,0.0018394151702523232,0.005355771631002426,0.005219753831624985,0.005900092422962189,0.002196130808442831,0.0039889514446258545,0.006388112436980009,0.0123142059892416,0.0009792618220672011,0.0034537462051957846,0.007885719649493694,0.0010011435952037573,0.006859104614704847,0.006932389922440052
135,0.002123457146808505,0.0009821807034313679,0.1066945493221283,0.0045138089917600155,0.0011256564175710082,0.16640543937683105,0.0014599811984226108,0.003891780273988843,0.037402719259262085,0.004284095484763384,0.029865870252251625,0.04810839518904686,0.0028142379596829414,0.011461863294243813,0.0021225442178547382,0.0009435348329134285,0.0010158101795241237,0.0012775040231645107,0.0009874552488327026,0.0036697774194180965,0.0013887365348637104,0.0009715438936837018,0.0011169944191351533,0.0017365392995998263,0.0009393100044690073,0.004657807759940624,0.008434006944298744,0.0009307056316174567,0.2660338878631592,0.01591511443257332,0.0008579595014452934,0.02005833573639393,0.029802896082401276,0.0009419796406291425,0.005612597335129976,0.0018145580543205142,0.0011334173614159226,0.006904245354235172,0.0096378019079566,0.001018751529045403,0.0009152878192253411,0.001256001298315823,0.0008924759458750486,0.0009846031898632646,0.002314805518835783,0.0008821756928227842,0.001186548382975161,0.0010211581829935312,0.0011371548753231764,0.0009254440665245056,0.0019318656995892525,0.0009328743326477706,0.0012420957209542394,0.0009773714700713754,0.0011131437495350838,0.0009671126026660204,0.03276148438453674,0.0008847310673445463,0.0009833617368713021,0.00641957763582468,0.005242147482931614,0.004242152441293001,0.005775528959929943,0.0068566822446882725,0.008614178746938705,0.07824092358350754,0.0050949822179973125,0.006309454794973135,0.005829285364598036,0.005584437400102615,0.01015324518084526,0.0056098694913089275,0.006143603008240461,0.0032061978708952665,0.005904060788452625,0.005578572396188974,0.0018256802577525377,0.0053351884707808495,0.0052031585946679115,0.005845839157700539,0.002193491905927658,0.003970220219343901,0.006296566687524319,0.011649541556835175,0.0009771272307261825,0.0034188819117844105,0.007856553420424461,0.0009973309934139252,0.006685716100037098,0.00690989475697279
136,0.0021120086312294006,0.0009796388912945986,0.10320018231868744,0.004422704689204693,0.0011227732757106423,0.1550980508327484,0.0014531570486724377,0.0038405645173043013,0.0371183380484581,0.004256493411958218,0.029575321823358536,0.047827281057834625,0.0027255197055637836,0.011361133307218552,0.002096685580909252,0.000940962927415967,0.0010124451946467161,0.001272970112040639,0.0009850560454651713,0.0036025159060955048,0.0013811734970659018,0.0009685911354608834,0.001113749691285193,0.0017302280757576227,0.0009369180188514292,0.004619061015546322,0.008248471654951572,0.0009278363431803882,0.2589931786060333,0.01585400477051735,0.0008546238532289863,0.019944045692682266,0.02478998526930809,0.0009383427095599473,0.005553662311285734,0.0018037534318864346,0.0011313270078971982,0.006869869772344828,0.009530479088425636,0.001015141257084906,0.0009110684040933847,0.0012517087161540985,0.0008892870973795652,0.0009819336701184511,0.0022970542777329683,0.0008795932517386973,0.0011822078377008438,0.0010176531504839659,0.0011348079424351454,0.0009211632423102856,0.0019061381462961435,0.0009305048733949661,0.0012364508584141731,0.0009731070604175329,0.00111029960680753,0.0009636745671741664,0.03944854810833931,0.0008816462359391153,0.0009802923304960132,0.006287179421633482,0.0052306391298770905,0.004225761629641056,0.005743295419961214,0.006833975203335285,0.008555506356060505,0.07792390137910843,0.00504335667937994,0.006294415798038244,0.0058177500031888485,0.005549801047891378,0.010103076696395874,0.00558551074936986,0.006126674357801676,0.0031757706310600042,0.005880901124328375,0.00556126469746232,0.0018122002948075533,0.005314788315445185,0.005186322145164013,0.005789506249129772,0.002190946601331234,0.0039519513957202435,0.006204094737768173,0.0111140888184309,0.0009750174940563738,0.00338441482745111,0.007827522233128548,0.0009937535505741835,0.006533331237733364,0.006887434050440788
137,0.0021005936432629824,0.0009771245531737804,0.10153793543577194,0.004333559423685074,0.0011198845459148288,0.14924632012844086,0.0014465679414570332,0.0037893960252404213,0.036833811551332474,0.0042290035635232925,0.02928849309682846,0.04754709452390671,0.00264790840446949,0.011261586099863052,0.002071515889838338,0.000938493583817035,0.001009324099868536,0.0012685722904279828,0.0009826581226661801,0.00353762018494308,0.0013737449189648032,0.0009656587499193847,0.0011105156736448407,0.0017240039305761456,0.000935681106057018,0.0045809634029865265,0.008070217445492744,0.0009240830549970269,0.24587807059288025,0.015792561694979668,0.0008512254571542144,0.01983099989593029,0.02135593816637993,0.0009347712039016187,0.005495730321854353,0.0017930768663063645,0.0011292503913864493,0.006834917701780796,0.009423846378922462,0.0010116791818290949,0.0009067963110283017,0.0012474056566134095,0.0008860394591465592,0.0009793777717277408,0.0022794054821133614,0.0008769992273300886,0.0011780416825786233,0.0010140840895473957,0.0011324987281113863,0.0009168290416710079,0.001881312346085906,0.0009281348320655525,0.0012308573350310326,0.0009690278675407171,0.0011074813082814217,0.000960593402851373,0.03716566786170006,0.0008786442340351641,0.0009772235061973333,0.006148827262222767,0.0052192360162734985,0.004209841601550579,0.005710853263735771,0.006811443716287613,0.00849765632301569,0.07760061323642731,0.0049914587289094925,0.006279385648667812,0.0058063059113919735,0.0055153872817754745,0.010052748024463654,0.005560926627367735,0.006109833717346191,0.0031459408346563578,0.005857171956449747,0.0055440994910895824,0.0017989540938287973,0.005294563714414835,0.005169238895177841,0.005731039214879274,0.0021885307505726814,0.0039341021329164505,0.006112517789006233,0.010680434294044971,0.0009728791192173958,0.0033503673039376736,0.007798600941896439,0.0009903081227093935,0.006394944153726101,0.006865022704005241
