Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
glamorous-sweep-53,2.63764140981948e-05,0.3671944141387939,191,0.04204902721751061
effortless-sweep-81,2.0831228539464064e-05,0.3809539377689361,752,0.04412836737611343
hardy-sweep-74,0.001112159108743,0.3775747120380401,664,0.04500483086407884
serene-sweep-43,0.002059512771666,0.3716742694377899,292,0.04531576772121543
lunar-sweep-86,3.903802280547097e-05,0.4125621020793915,592,0.048944377268202034
trim-sweep-45,2.797211527649779e-05,0.4181117713451385,243,0.04977180710061579
sweepy-sweep-48,4.281099245417863e-05,0.4275665283203125,423,0.0512243443229408
hopeful-sweep-51,2.332482654310297e-05,0.4414345920085907,298,0.053302400907890055
deep-sweep-26,0.0082648396492004,0.3724863827228546,103,0.053336046364146406
young-sweep-17,0.0052513470873236,0.4063487946987152,103,0.054635618324119783
snowy-sweep-11,0.0062533165328204,0.4055132865905761,104,0.05578407227183907
fresh-sweep-13,0.0042478833347558,0.4462288022041321,87,0.05940569533021893
still-sweep-20,0.0313957408070564,0.2367200851440429,103,0.06218666848851002
avid-sweep-42,2.3767046513967216e-05,0.5011144280433655,285,0.06235239335012905
peachy-sweep-6,0.0121822832152247,0.4012043178081513,120,0.06267611961012556
chocolate-sweep-62,0.0001218664983753,0.5592800378799438,646,0.07129706152101904
summer-sweep-9,0.0060984445735812,0.5156764984130859,126,0.07229134921935938
honest-sweep-7,0.0053354734554886,0.5331695079803467,85,0.07397287975624348
playful-sweep-22,0.0063891015015542,0.5256627798080444,88,0.07417549962263938
snowy-sweep-80,1.1619436008913908e-05,0.5847814083099365,365,0.07502360496140122
dashing-sweep-72,6.558321911143139e-05,0.5928270816802979,900,0.07631227052502922
fancy-sweep-38,2.103862243529875e-05,0.6068159341812134,202,0.07837675235996452
rich-sweep-32,2.9006338081671856e-05,0.624175488948822,168,0.08101917289695666
misunderstood-sweep-5,0.0064305867999792,0.5752628445625305,95,0.08174929958577387
copper-sweep-18,0.0109138768166303,0.54803067445755,124,0.0833256110311696
radiant-sweep-28,0.0063369837589561,0.5887613296508789,87,0.08367699191663583
sweet-sweep-37,0.0006479457952082,0.6414607167243958,277,0.08442786893904053
fluent-sweep-15,0.0064442716538906,0.5936141014099121,120,0.08454937068375899
golden-sweep-3,0.0051127704791724,0.6284423470497131,106,0.08813596120313659
fluent-sweep-60,1.1878470104420558e-05,0.6735154986381531,251,0.08847894659344065
likely-sweep-82,4.949718277202919e-05,0.6917446851730347,416,0.0912909669506307
dry-sweep-41,4.155767601332627e-05,0.6943438649177551,211,0.09167498412671071
eager-sweep-89,9.239175415132196e-05,0.7011466026306152,644,0.09277119670679324
atomic-sweep-19,0.006562206428498,0.6513075828552246,86,0.09344769182118322
fine-sweep-71,4.155854912823997e-05,0.7395334243774414,622,0.09852721149547894
eternal-sweep-40,0.0018002487486228,0.7692419290542603,297,0.10527017591374029
dry-sweep-1,0.0058094095438718,0.7692344784736633,88,0.11037125700293499
worthy-sweep-21,0.0045355251058936,0.7970407009124756,122,0.11296640267730813
ethereal-sweep-8,0.0094092618674039,0.7742184996604919,104,0.11570830812385395
solar-sweep-46,4.567926225718111e-05,0.8836726546287537,69,0.12038871251743367
woven-sweep-54,0.0002625125925987,0.906692922115326,481,0.124155293971521
scarlet-sweep-67,0.0580461435019969,0.472381204366684,496,0.13183697773081404
tough-sweep-52,0.0005659593152813,0.9908573031425476,292,0.13730356530571322
ruby-sweep-78,4.039615669171326e-05,1.0819321870803833,830,0.1504446670157348
firm-sweep-77,1.3052615031483585e-05,1.1299446821212769,416,0.15769014489279815
volcanic-sweep-85,3.0268456612247977e-05,1.2377387285232544,325,0.1740571837907599
usual-sweep-31,7.947478297865018e-05,1.4116790294647217,267,0.20049488677587626
glad-sweep-49,7.495474710594863e-05,1.8336725234985352,263,0.26447725323099963
true-sweep-70,0.1648577153682708,0.4752376675605774,499,0.2682025893016228
honest-sweep-33,0.1639705449342727,0.5260846018791199,532,0.27478361309425847
decent-sweep-73,0.1751034408807754,0.6274724006652832,499,0.3043254919520406
hardy-sweep-76,0.1989295482635498,0.7585140466690063,500,0.35451773586649465
playful-sweep-64,0.2649879157543182,0.8324308395385742,502,0.44979435367598397
faithful-sweep-57,1.8118897060048766e-05,3.387474536895752,148,0.5000125064037059
true-sweep-10,0.3928929567337036,0.700218141078949,90,0.5925233824691234
