Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
eager-sweep-88,1.3241683518572245e-05,0.0996556729078292,368,0.001464622605156659
elated-sweep-59,3.1999225029721856e-05,0.1038957834243774,169,0.0021314346378637984
swept-sweep-68,8.291748599731363e-06,0.1058480739593506,322,0.0023972951748446247
light-sweep-50,2.813753599184565e-05,0.1291096657514572,154,0.005949775489931829
vibrant-sweep-2,0.0069098798558115,0.0900382176041603,101,0.008783224088770988
scarlet-sweep-75,3.839206328848377e-05,0.1631180047988891,833,0.011119610602371661
sage-sweep-66,3.119431858067401e-05,0.1657845824956894,888,0.01151479152347964
dauntless-sweep-4,0.0074204090051352,0.1367772668600082,87,0.016520122911747547
magic-sweep-83,4.66202363895718e-05,0.2015872448682785,614,0.016963286485534943
likely-sweep-39,2.20183555939002e-05,0.2074145376682281,442,0.01781558679819983
azure-sweep-87,9.515872989140917e-06,0.2308820933103561,535,0.021358130378278935
dazzling-sweep-36,0.0002185612975154,0.2303287535905838,527,0.021540265018941906
sweet-sweep-34,5.558307748287916e-05,0.2384050190448761,257,0.022557480688302368
earthy-sweep-14,0.0076402393169701,0.1755723357200622,103,0.022682498123236496
absurd-sweep-23,0.0036440496332943,0.2132089883089065,100,0.023303751511281393
smart-sweep-69,0.0013239921536296,0.2590441405773163,928,0.027301277330848403
breezy-sweep-29,0.0066555426456034,0.2192241996526718,104,0.028048396553204732
likely-sweep-12,0.0041952724568545,0.2446147948503494,114,0.028767413813205998
brisk-sweep-47,6.89348453306593e-05,0.2918992340564728,354,0.030685958343401355
unique-sweep-25,0.0060444879345595,0.254792183637619,88,0.03266402341134396
northern-sweep-58,8.798762428341433e-05,0.3067890107631683,265,0.03296798641866007
dandy-sweep-16,0.0074112741276621,0.2501671314239502,90,0.03370213730169609
sandy-sweep-55,0.0011871304595842,0.3035858273506164,297,0.033881089332600554
classic-sweep-44,0.0025100880302488,0.2953957319259643,386,0.03432284722474076
fast-sweep-84,0.0002027403534157,0.314962089061737,954,0.034353333097302555
fluent-sweep-79,5.332008731784299e-05,0.3225718736648559,419,0.03531706926754771
worthy-sweep-61,0.0001796189026208,0.3223332464694977,500,0.035441618208122076
fine-sweep-56,0.0006671473383903,0.3204605281352997,379,0.03577809967079644
absurd-sweep-24,0.0064847902394831,0.2736213803291321,124,0.0360794955675897
summer-sweep-30,0.0044798501767218,0.2948611676692962,126,0.036748584056773156
stellar-sweep-90,0.011737291701138,0.2384452372789383,952,0.037430166756691204
legendary-sweep-65,3.650707003544085e-05,0.3445672690868377,519,0.038630899098292044
deft-sweep-63,5.572230656980537e-05,0.3502218723297119,912,0.03951277731746571
earnest-sweep-27,0.0044446592219173,0.3177453577518463,117,0.04017379598098765
lucky-sweep-35,3.1046278309077024e-05,0.3577180802822113,308,0.040618045796876744
