Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
amber-sweep-63,1.0155556537938535e-06,0.6264791488647461,170,0.0796294123159571
morning-sweep-56,0.0001906020188471,0.6277026534080505,400,0.07991438476806996
lucky-sweep-42,3.6842693589278497e-06,0.6450883746147156,224,0.0819973262266664
clear-sweep-53,0.0001883516088128,0.6650803685188293,397,0.08466528302295477
solar-sweep-58,0.0002948632463812,0.6699394583702087,307,0.08535580085667369
floral-sweep-19,0.0027065898757427,0.669768214225769,105,0.08698023147676147
misty-sweep-64,1.990611053770408e-05,0.6896082758903503,430,0.08766893513919959
worthy-sweep-79,0.0018023999873548,0.6931452751159668,518,0.08933535120645641
firm-sweep-34,0.0111412648111581,0.680599570274353,313,0.09411476315724218
hearty-sweep-29,0.0012855970999225,0.7496005892753601,121,0.09616066884994971
zany-sweep-7,0.0023226477205753,0.7906966805458069,106,0.10209375373733993
fanciful-sweep-8,0.0604741014540195,0.4818575978279114,121,0.10251923402655544
fluent-sweep-88,0.0404245369136333,0.6432139277458191,519,0.10934958536878309
smart-sweep-43,5.75976582695148e-06,0.8869321942329407,152,0.1127482649722108
charmed-sweep-82,0.0008068904280662,0.97245854139328,513,0.1241694529895293
earthy-sweep-37,7.560111953353044e-06,1.0816125869750977,147,0.13750236551769865
twilight-sweep-70,1.3982763675812748e-06,1.1257405281066897,160,0.14310885947052432
toasty-sweep-62,0.1253267377614975,0.522307813167572,690,0.15192963386480007
grateful-sweep-66,0.1440502107143402,0.5343649983406067,935,0.16624298394755543
deft-sweep-72,1.147890770880622e-06,1.334709405899048,296,0.16967828676313365
amber-sweep-85,0.2252966165542602,0.4915903508663177,518,0.21626176776786615
zany-sweep-60,3.2051918879005825e-06,2.425868511199951,83,0.3084164221193692
deft-sweep-38,1.842207666413742e-06,2.542000532150269,147,0.32318123663820036
upbeat-sweep-32,2.03699664780288e-06,3.932680606842041,68,0.5000010529968405
gentle-sweep-25,0.7325121164321899,1.3539525270462036,101,0.6721245303362531
