2025-01-22 03:03:27,295 INFO    MainThread:3352 [wandb_init.py:setup_run_log_directory():624] Logging user logs to c:\Users\Simon\Bachelorarbeit\EQL\notebooks\wandb\run-20250122_030327-llbsz29h\logs\debug.log
2025-01-22 03:04:57,365 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:57,365 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:57,372 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:57,381 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:57,382 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:57,393 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:57,474 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:57,475 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:57,484 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:57,524 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:57,524 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:57,531 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:57,534 INFO    MainThread:3352 [wandb_run.py:_finish():2134] finishing run simonb03-university-of-t-bingen/Example_2/llbsz29h
2025-01-22 03:04:57,535 ERROR   MainThread:3352 [jupyter.py:save_history():450] Run pip install nbformat to save notebook history
2025-01-22 03:04:57,535 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:57,535 INFO    MainThread:3352 [wandb_init.py:_jupyter_teardown():558] cleaning up jupyter logic
2025-01-22 03:04:57,535 INFO    MainThread:3352 [wandb_run.py:_atexit_cleanup():2374] got exitcode: 0
2025-01-22 03:04:57,535 INFO    MainThread:3352 [wandb_run.py:_restore():2356] restore
2025-01-22 03:04:57,537 INFO    MainThread:3352 [wandb_run.py:_restore():2362] restore done
2025-01-22 03:04:59,816 INFO    MainThread:3352 [wandb_run.py:_footer_history_summary_info():3976] rendering history
2025-01-22 03:04:59,818 INFO    MainThread:3352 [wandb_run.py:_footer_history_summary_info():4008] rendering summary
2025-01-22 03:04:59,818 INFO    MainThread:3352 [wandb_run.py:_footer_sync_info():3937] logging synced files
