2025-01-22 03:03:27,295 INFO    MainThread:3352 [wandb_init.py:setup_run_log_directory():624] Logging user logs to c:\Users\Simon\Bachelorarbeit\EQL\notebooks\wandb\run-20250122_030327-llbsz29h\logs\debug.log
2025-01-22 03:03:27,296 INFO    MainThread:3352 [wandb_init.py:setup_run_log_directory():625] Logging internal logs to c:\Users\Simon\Bachelorarbeit\EQL\notebooks\wandb\run-20250122_030327-llbsz29h\logs\debug-internal.log
2025-01-22 03:03:27,296 INFO    MainThread:3352 [wandb_init.py:monkeypatch_ipython():576] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001BBE5675160>
2025-01-22 03:03:27,296 INFO    MainThread:3352 [wandb_init.py:init():743] calling init triggers
2025-01-22 03:03:27,296 INFO    MainThread:3352 [wandb_init.py:init():748] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.01, 'architecture': 'EQL_2_Layers', 'epochs': 5000, 'optimizer': 'Adam', 'regularization': 'No_reg(1000)+OPR(3000)+Pruning(1000)', 'Batchsize': 1000, 'Reg_Factor': 0.01, 'Threshold': 0.001, 'input_dim': 1, 'output_dim': 1}
2025-01-22 03:03:27,297 INFO    MainThread:3352 [wandb_init.py:init():776] starting backend
2025-01-22 03:03:27,297 INFO    MainThread:3352 [wandb_init.py:init():780] sending inform_init request
2025-01-22 03:03:27,298 INFO    MainThread:3352 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2025-01-22 03:03:27,299 INFO    MainThread:3352 [wandb_init.py:init():795] backend started and connected
2025-01-22 03:03:27,301 INFO    MainThread:3352 [wandb_run.py:_label_probe_notebook():1213] probe notebook
2025-01-22 03:03:27,302 INFO    MainThread:3352 [wandb_init.py:init():888] updated telemetry
2025-01-22 03:03:27,355 INFO    MainThread:3352 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-01-22 03:03:27,698 INFO    MainThread:3352 [wandb_init.py:init():967] starting run threads in backend
2025-01-22 03:03:27,906 INFO    MainThread:3352 [wandb_run.py:_console_start():2409] atexit reg
2025-01-22 03:03:27,907 INFO    MainThread:3352 [wandb_run.py:_redirect():2259] redirect: wrap_raw
2025-01-22 03:03:27,907 INFO    MainThread:3352 [wandb_run.py:_redirect():2324] Wrapping output streams.
2025-01-22 03:03:27,908 INFO    MainThread:3352 [wandb_run.py:_redirect():2349] Redirects installed.
2025-01-22 03:03:27,909 INFO    MainThread:3352 [wandb_init.py:init():1009] run started, returning control to user process
2025-01-22 03:03:27,910 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:27,911 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:27,920 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:27,922 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:27,922 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:27,930 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:27,933 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:27,933 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:27,939 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:27,963 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:27,963 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:27,971 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:27,975 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:27,975 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:27,984 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:28,032 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:28,033 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:28,052 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:28,055 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:28,055 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:28,065 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:28,069 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:28,070 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:28,078 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:28,083 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:28,083 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:03:28,093 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:03:28,270 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:03:28,270 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,437 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,440 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,440 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,450 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,457 INFO    MainThread:3352 [wandb_init.py:setup_run_log_directory():624] Logging user logs to c:\Users\Simon\Bachelorarbeit\EQL\notebooks\wandb\run-20250122_030439-tjnr8l4f\logs\debug.log
2025-01-22 03:04:39,457 INFO    MainThread:3352 [wandb_init.py:setup_run_log_directory():625] Logging internal logs to c:\Users\Simon\Bachelorarbeit\EQL\notebooks\wandb\run-20250122_030439-tjnr8l4f\logs\debug-internal.log
2025-01-22 03:04:39,457 INFO    MainThread:3352 [wandb_init.py:init():743] calling init triggers
2025-01-22 03:04:39,457 INFO    MainThread:3352 [wandb_init.py:init():748] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.01, 'architecture': 'EQL_2_Layers', 'epochs': 5000, 'optimizer': 'Adam', 'regularization': 'No_reg(1000)+OPR(3000)+Pruning(1000)', 'Batchsize': 1000, 'Reg_Factor': 0.01, 'Threshold': 0.001, 'input_dim': 1, 'output_dim': 1}
2025-01-22 03:04:39,458 INFO    MainThread:3352 [wandb_init.py:init():768] wandb.init() called when a run is still active
2025-01-22 03:04:39,461 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,461 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,469 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,472 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,472 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,480 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,484 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,484 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,490 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,510 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,511 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,518 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,521 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,521 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,530 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,589 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,589 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,601 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,606 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,606 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,617 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,622 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,622 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,630 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
2025-01-22 03:04:39,635 INFO    MainThread:3352 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-01-22 03:04:39,635 INFO    MainThread:3352 [wandb_init.py:_pause_backend():541] pausing backend
2025-01-22 03:04:39,645 INFO    MainThread:3352 [wandb_init.py:_resume_backend():546] resuming backend
