Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
vague-sweep-7,1.3827489055984188e-06,0.0003553147835191,30,0.018294142776803145
hearty-sweep-11,2.636253157106694e-06,0.0005639323499053,22,0.020752327523197178
still-sweep-12,1.6889732705749338e-06,0.0004392302653286,30,0.021864811676310277
eager-sweep-8,1.0263128160659107e-06,0.0002118660195264,37,0.024776287824226216
hearty-sweep-13,1.092902152777242e-06,0.0002032984048128,41,0.03163176702636451
vital-sweep-6,3.2951622870314168e-06,4.830852776649408e-05,27,0.036034191860626986
lively-sweep-2,1.100486201721651e-06,0.0005627495120279,126,0.1608995306424573
silvery-sweep-1,2.8552383355417987e-06,9.167661482933907e-05,120,0.17224193128182488
zany-sweep-17,1.7875383946375225e-06,0.0132326995953917,139,0.18866760633460314
celestial-sweep-18,1.1420038390497211e-06,0.0084741879254579,194,0.26472710392156606
ethereal-sweep-9,8.565114626435388e-07,0.0016888700192794,207,0.2811550151975684
elated-sweep-3,1.7353413568343967e-06,0.0005166482296772,204,0.2868431675839408
deep-sweep-14,9.186376814795948e-07,0.0029076172504574,225,0.30923504883737624
zesty-sweep-4,2.712126388360048e-06,0.0470805652439594,263,0.3878984305699268
comic-sweep-10,1.1640352113317931e-06,0.0045402268879115,293,0.4154399234508403
radiant-sweep-15,1.0753471997304589e-06,0.0059692650102078,304,0.431123119585881
still-sweep-19,2.0238483102730243e-06,0.0255968552082777,311,0.45282122785842277
kind-sweep-5,2.1490725430339808e-06,0.1216952577233314,323,0.47251846242954654
rich-sweep-20,2.2607025584875373e-06,0.0320215635001659,351,0.516373293729516
misunderstood-sweep-16,4.373704359750264e-05,0.1554991900920868,66,0.5668693009118541
