Step,dainty-sweep-20,easy-sweep-19,misunderstood-sweep-17,cerulean-sweep-18,iconic-sweep-16,lively-sweep-15,smooth-sweep-13,good-sweep-14,denim-sweep-12,helpful-sweep-11,still-sweep-10,crimson-sweep-9,blooming-sweep-8,upbeat-sweep-7,ethereal-sweep-4,earthy-sweep-6,proud-sweep-2,eager-sweep-5,splendid-sweep-3,vivid-sweep-1
13,0.6682918667793274,0.6682918667793274,0.6682918667793274,0.6682918667793274,0.6682918667793274,0.14736267924308777,0.14736267924308777,0.14736267924308777,0.14736267924308777,0.14736267924308777,0.1325310617685318,0.1325310617685318,0.1325310617685318,0.1325310617685318,0.005792365875095129,0.1325310617685318,0.005792365875095129,0.005792365875095129,0.005792365875095129,0.005792365875095129
14,0.6273086071014404,0.6273086071014404,0.6273086071014404,0.6273086071014404,0.6273086071014404,0.14584633708000183,0.14584633708000183,0.14584633708000183,0.14584633708000183,0.14584633708000183,0.1312481164932251,0.1312481164932251,0.1312481164932251,0.1312481164932251,0.00420662946999073,0.1312481164932251,0.00420662946999073,0.00420662946999073,0.00420662946999073,0.00420662946999073
15,0.5879726409912109,0.5879726409912109,0.5879726409912109,0.5879726409912109,0.5879726409912109,0.14444789290428162,0.14444789290428162,0.14444789290428162,0.14444789290428162,0.14444789290428162,0.13002443313598633,0.13002443313598633,0.13002443313598633,0.13002443313598633,0.002983436221256852,0.13002443313598633,0.002983436221256852,0.002983436221256852,0.002983436221256852,0.002983436221256852
16,0.5504040718078613,0.5504040718078613,0.5504040718078613,0.5504040718078613,0.5504040718078613,0.1431436985731125,0.1431436985731125,0.1431436985731125,0.1431436985731125,0.1431436985731125,0.1288297027349472,0.1288297027349472,0.1288297027349472,0.1288297027349472,0.002304511144757271,0.1288297027349472,0.002304511144757271,0.002304511144757271,0.002304511144757271,0.002304511144757271
17,0.5146989226341248,0.5146989226341248,0.5146989226341248,0.5146989226341248,0.5146989226341248,0.1419236660003662,0.1419236660003662,0.1419236660003662,0.1419236660003662,0.1419236660003662,0.12763117253780365,0.12763117253780365,0.12763117253780365,0.12763117253780365,0.0018874355591833591,0.12763117253780365,0.0018874355591833591,0.0018874355591833591,0.0018874355591833591,0.0018874355591833591
18,0.48093369603157043,0.48093369603157043,0.48093369603157043,0.48093369603157043,0.48093369603157043,0.14078199863433838,0.14078199863433838,0.14078199863433838,0.14078199863433838,0.14078199863433838,0.12639331817626953,0.12639331817626953,0.12639331817626953,0.12639331817626953,0.0015551189426332712,0.12639331817626953,0.0015551189426332712,0.0015551189426332712,0.0015551189426332712,0.0015551189426332712
19,0.44916608929634094,0.44916608929634094,0.44916608929634094,0.44916608929634094,0.44916608929634094,0.13971425592899323,0.13971425592899323,0.13971425592899323,0.13971425592899323,0.13971425592899323,0.1250772923231125,0.1250772923231125,0.1250772923231125,0.1250772923231125,0.001261899364180863,0.1250772923231125,0.001261899364180863,0.001261899364180863,0.001261899364180863,0.001261899364180863
20,0.4194343686103821,0.4194343686103821,0.4194343686103821,0.4194343686103821,0.4194343686103821,0.13871623575687408,0.13871623575687408,0.13871623575687408,0.13871623575687408,0.13871623575687408,0.12364080548286438,0.12364080548286438,0.12364080548286438,0.12364080548286438,0.0010038497857749462,0.12364080548286438,0.0010038497857749462,0.0010038497857749462,0.0010038497857749462,0.0010038497857749462
21,0.3917563557624817,0.3917563557624817,0.3917563557624817,0.3917563557624817,0.3917563557624817,0.13778384029865265,0.13778384029865265,0.13778384029865265,0.13778384029865265,0.13778384029865265,0.12203797698020935,0.12203797698020935,0.12203797698020935,0.12203797698020935,0.0007907201070338488,0.12203797698020935,0.0007907201070338488,0.0007907201070338488,0.0007907201070338488,0.0007907201070338488
22,0.36612793803215027,0.36612793803215027,0.36612793803215027,0.36612793803215027,0.36612793803215027,0.13691306114196777,0.13691306114196777,0.13691306114196777,0.13691306114196777,0.13691306114196777,0.12021981179714203,0.12021981179714203,0.12021981179714203,0.12021981179714203,0.0006310911267064512,0.12021981179714203,0.0006310911267064512,0.0006310911267064512,0.0006310911267064512,0.0006310911267064512
23,0.34252917766571045,0.34252917766571045,0.34252917766571045,0.34252917766571045,0.34252917766571045,0.13609984517097473,0.13609984517097473,0.13609984517097473,0.13609984517097473,0.13609984517097473,0.11813486367464066,0.11813486367464066,0.11813486367464066,0.11813486367464066,0.0005240878090262413,0.11813486367464066,0.0005240878090262413,0.0005240878090262413,0.0005240878090262413,0.0005240878090262413
24,0.32092171907424927,0.32092171907424927,0.32092171907424927,0.32092171907424927,0.32092171907424927,0.13534025847911835,0.13534025847911835,0.13534025847911835,0.13534025847911835,0.13534025847911835,0.11572979390621185,0.11572979390621185,0.11572979390621185,0.11572979390621185,0.0004589167656376958,0.11572979390621185,0.0004589167656376958,0.0004589167656376958,0.0004589167656376958,0.0004589167656376958
25,0.30125218629837036,0.30125218629837036,0.30125218629837036,0.30125218629837036,0.30125218629837036,0.13463036715984344,0.13463036715984344,0.13463036715984344,0.13463036715984344,0.13463036715984344,0.11294969171285629,0.11294969171285629,0.11294969171285629,0.11294969171285629,0.00042077212128788233,0.11294969171285629,0.00042077212128788233,0.00042077212128788233,0.00042077212128788233,0.00042077212128788233
26,0.28344884514808655,0.28344884514808655,0.28344884514808655,0.28344884514808655,0.28344884514808655,0.1339663714170456,0.1339663714170456,0.1339663714170456,0.1339663714170456,0.1339663714170456,0.10973682999610901,0.10973682999610901,0.10973682999610901,0.10973682999610901,0.00039720803033560514,0.10973682999610901,0.00039720803033560514,0.00039720803033560514,0.00039720803033560514,0.00039720803033560514
27,0.26742762327194214,0.26742762327194214,0.26742762327194214,0.26742762327194214,0.26742762327194214,0.13334451615810394,0.13334451615810394,0.13334451615810394,0.13334451615810394,0.13334451615810394,0.10602709650993347,0.10602709650993347,0.10602709650993347,0.10602709650993347,0.0003805297310464084,0.10602709650993347,0.0003805297310464084,0.0003805297310464084,0.0003805297310464084,0.0003805297310464084
28,0.2530924081802368,0.2530924081802368,0.2530924081802368,0.2530924081802368,0.2530924081802368,0.1327611207962036,0.1327611207962036,0.1327611207962036,0.1327611207962036,0.1327611207962036,0.10174410045146942,0.10174410045146942,0.10174410045146942,0.10174410045146942,0.0003669066936708987,0.10174410045146942,0.0003669066936708987,0.0003669066936708987,0.0003669066936708987,0.0003669066936708987
29,0.24033719301223755,0.24033719301223755,0.24033719301223755,0.24033719301223755,0.24033719301223755,0.13221266865730286,0.13221266865730286,0.13221266865730286,0.13221266865730286,0.13221266865730286,0.09679271280765533,0.09679271280765533,0.09679271280765533,0.09679271280765533,0.00035470345756039023,0.09679271280765533,0.00035470345756039023,0.00035470345756039023,0.00035470345756039023,0.00035470345756039023
30,0.2290482372045517,0.2290482372045517,0.2290482372045517,0.2290482372045517,0.2290482372045517,0.13169556856155396,0.13169556856155396,0.13169556856155396,0.13169556856155396,0.13169556856155396,0.09105730056762695,0.09105730056762695,0.09105730056762695,0.09105730056762695,0.0003432889061514288,0.09105730056762695,0.0003432889061514288,0.0003432889061514288,0.0003432889061514288,0.0003432889061514288
31,0.21910648047924042,0.21910648047924042,0.21910648047924042,0.21910648047924042,0.21910648047924042,0.13120637834072113,0.13120637834072113,0.13120637834072113,0.13120637834072113,0.13120637834072113,0.08441442996263504,0.08441442996263504,0.08441442996263504,0.08441442996263504,0.0003324313438497484,0.08441442996263504,0.0003324313438497484,0.0003324313438497484,0.0003324313438497484,0.0003324313438497484
32,0.21435794234275818,0.21435794234275818,0.21435794234275818,0.21435794234275818,0.21435794234275818,0.13074173033237457,0.13074173033237457,0.13074173033237457,0.13074173033237457,0.13074173033237457,0.07677088677883148,0.07677088677883148,0.07677088677883148,0.07677088677883148,0.0003220442740712315,0.07677088677883148,0.0003220442740712315,0.0003220442740712315,0.0003220442740712315,0.0003220442740712315
33,0.20748072862625122,0.20748072862625122,0.20748072862625122,0.20748072862625122,0.20748072862625122,0.1302982121706009,0.1302982121706009,0.1302982121706009,0.1302982121706009,0.1302982121706009,0.06813036650419235,0.06813036650419235,0.06813036650419235,0.06813036650419235,0.000312090473016724,0.06813036650419235,0.000312090473016724,0.000312090473016724,0.000312090473016724,0.000312090473016724
34,0.20121650397777557,0.20121650397777557,0.20121650397777557,0.20121650397777557,0.20121650397777557,0.12987260520458221,0.12987260520458221,0.12987260520458221,0.12987260520458221,0.12987260520458221,0.05867385491728783,0.05867385491728783,0.05867385491728783,0.05867385491728783,0.0003025491605512798,0.05867385491728783,0.0003025491605512798,0.0003025491605512798,0.0003025491605512798,0.0003025491605512798
35,0.1955466866493225,0.1955466866493225,0.1955466866493225,0.1955466866493225,0.1955466866493225,0.12946155667304993,0.12946155667304993,0.12946155667304993,0.12946155667304993,0.12946155667304993,0.04881957545876503,0.04881957545876503,0.04881957545876503,0.04881957545876503,0.00029340467881411314,0.04881957545876503,0.00029340467881411314,0.00029340467881411314,0.00029340467881411314,0.00029340467881411314
36,0.19043494760990143,0.19043494760990143,0.19043494760990143,0.19043494760990143,0.19043494760990143,0.12906183302402496,0.12906183302402496,0.12906183302402496,0.12906183302402496,0.12906183302402496,0.03921344503760338,0.03921344503760338,0.03921344503760338,0.03921344503760338,0.00028464317438192666,0.03921344503760338,0.00028464317438192666,0.00028464317438192666,0.00028464317438192666,0.00028464317438192666
37,0.18584369122982025,0.18584369122982025,0.18584369122982025,0.18584369122982025,0.18584369122982025,0.12867017090320587,0.12867017090320587,0.12867017090320587,0.12867017090320587,0.12867017090320587,0.030610721558332443,0.030610721558332443,0.030610721558332443,0.030610721558332443,0.000276251434115693,0.030610721558332443,0.000276251434115693,0.000276251434115693,0.000276251434115693,0.000276251434115693
38,0.18173427879810333,0.18173427879810333,0.18173427879810333,0.18173427879810333,0.18173427879810333,0.12828323245048523,0.12828323245048523,0.12828323245048523,0.12828323245048523,0.12828323245048523,0.02365454100072384,0.02365454100072384,0.02365454100072384,0.02365454100072384,0.0002682158665265888,0.02365454100072384,0.0002682158665265888,0.0002682158665265888,0.0002682158665265888,0.0002682158665265888
39,0.17830327153205872,0.17830327153205872,0.17830327153205872,0.17830327153205872,0.17830327153205872,0.127897709608078,0.127897709608078,0.127897709608078,0.127897709608078,0.127897709608078,0.018645843490958214,0.018645843490958214,0.018645843490958214,0.018645843490958214,0.00026052381144836545,0.018645843490958214,0.00026052381144836545,0.00026052381144836545,0.00026052381144836545,0.00026052381144836545
40,0.17496633529663086,0.17496633529663086,0.17496633529663086,0.17496633529663086,0.17496633529663086,0.12751023471355438,0.12751023471355438,0.12751023471355438,0.12751023471355438,0.12751023471355438,0.015454732812941074,0.015454732812941074,0.015454732812941074,0.015454732812941074,0.0002531620557419956,0.015454732812941074,0.0002531620557419956,0.0002531620557419956,0.0002531620557419956,0.0002531620557419956
41,0.17200206220149994,0.17200206220149994,0.17200206220149994,0.17200206220149994,0.17200206220149994,0.1271173506975174,0.1271173506975174,0.1271173506975174,0.1271173506975174,0.1271173506975174,0.013645505532622337,0.013645505532622337,0.013645505532622337,0.013645505532622337,0.0002461180556565523,0.013645505532622337,0.0002461180556565523,0.0002461180556565523,0.0002461180556565523,0.0002461180556565523
42,0.16937433183193207,0.16937433183193207,0.16937433183193207,0.16937433183193207,0.16937433183193207,0.1267154961824417,0.1267154961824417,0.1267154961824417,0.1267154961824417,0.1267154961824417,0.012712597846984863,0.012712597846984863,0.012712597846984863,0.012712597846984863,0.00023937893274705857,0.012712597846984863,0.00023937893274705857,0.00023937893274705857,0.00023937893274705857,0.00023937893274705857
43,0.16704662144184113,0.16704662144184113,0.16704662144184113,0.16704662144184113,0.16704662144184113,0.12630100548267365,0.12630100548267365,0.12630100548267365,0.12630100548267365,0.12630100548267365,0.012255393899977207,0.012255393899977207,0.012255393899977207,0.012255393899977207,0.00023293223057407886,0.012255393899977207,0.00023293223057407886,0.00023293223057407886,0.00023293223057407886,0.00023293223057407886
44,0.16503691673278809,0.16503691673278809,0.16503691673278809,0.16503691673278809,0.16503691673278809,0.12587009370326996,0.12587009370326996,0.12587009370326996,0.12587009370326996,0.12587009370326996,0.012025784701108932,0.012025784701108932,0.012025784701108932,0.012025784701108932,0.00022676638036500663,0.012025784701108932,0.00022676638036500663,0.00022676638036500663,0.00022676638036500663,0.00022676638036500663
45,0.1631440967321396,0.1631440967321396,0.1631440967321396,0.1631440967321396,0.1631440967321396,0.1254187822341919,0.1254187822341919,0.1254187822341919,0.1254187822341919,0.1254187822341919,0.011894703842699528,0.011894703842699528,0.011894703842699528,0.011894703842699528,0.00022086880926508456,0.011894703842699528,0.00022086880926508456,0.00022086880926508456,0.00022086880926508456,0.00022086880926508456
46,0.16146452724933624,0.16146452724933624,0.16146452724933624,0.16146452724933624,0.16146452724933624,0.12494298070669174,0.12494298070669174,0.12494298070669174,0.12494298070669174,0.12494298070669174,0.011802886612713337,0.011802886612713337,0.011802886612713337,0.011802886612713337,0.0002152288070647046,0.011802886612713337,0.0002152288070647046,0.0002152288070647046,0.0002152288070647046,0.0002152288070647046
47,0.15996991097927094,0.15996991097927094,0.15996991097927094,0.15996991097927094,0.15996991097927094,0.1244383454322815,0.1244383454322815,0.1244383454322815,0.1244383454322815,0.1244383454322815,0.011725280433893204,0.011725280433893204,0.011725280433893204,0.011725280433893204,0.0002098351833410561,0.011725280433893204,0.0002098351833410561,0.0002098351833410561,0.0002098351833410561,0.0002098351833410561
48,0.15863387286663055,0.15863387286663055,0.15863387286663055,0.15863387286663055,0.15863387286663055,0.12390032410621643,0.12390032410621643,0.12390032410621643,0.12390032410621643,0.12390032410621643,0.011651738546788692,0.011651738546788692,0.011651738546788692,0.011651738546788692,0.00020467759168241173,0.011651738546788692,0.00020467759168241173,0.00020467759168241173,0.00020467759168241173,0.00020467759168241173
49,0.15743258595466614,0.15743258595466614,0.15743258595466614,0.15743258595466614,0.15743258595466614,0.12332422286272049,0.12332422286272049,0.12332422286272049,0.12332422286272049,0.12332422286272049,0.011578083038330078,0.011578083038330078,0.011578083038330078,0.011578083038330078,0.00019974591850768775,0.011578083038330078,0.00019974591850768775,0.00019974591850768775,0.00019974591850768775,0.00019974591850768775
50,0.15634506940841675,0.15634506940841675,0.15634506940841675,0.15634506940841675,0.15634506940841675,0.1227051168680191,0.1227051168680191,0.1227051168680191,0.1227051168680191,0.1227051168680191,0.01150235440582037,0.01150235440582037,0.01150235440582037,0.01150235440582037,0.0001950307923834771,0.01150235440582037,0.0001950307923834771,0.0001950307923834771,0.0001950307923834771,0.0001950307923834771
51,0.1553529053926468,0.1553529053926468,0.1553529053926468,0.1553529053926468,0.1553529053926468,0.1220378428697586,0.1220378428697586,0.1220378428697586,0.1220378428697586,0.1220378428697586,0.011423351243138313,0.011423351243138313,0.011423351243138313,0.011423351243138313,0.000190522798220627,0.011423351243138313,0.000190522798220627,0.000190522798220627,0.000190522798220627,0.000190522798220627
52,0.15444017946720123,0.15444017946720123,0.15444017946720123,0.15444017946720123,0.15444017946720123,0.12131708860397339,0.12131708860397339,0.12131708860397339,0.12131708860397339,0.12131708860397339,0.01134007703512907,0.01134007703512907,0.01134007703512907,0.01134007703512907,0.00018621368508320302,0.01134007703512907,0.00018621368508320302,0.00018621368508320302,0.00018621368508320302,0.00018621368508320302
53,0.15359319746494293,0.15359319746494293,0.15359319746494293,0.15359319746494293,0.15359319746494293,0.12053732573986053,0.12053732573986053,0.12053732573986053,0.12053732573986053,0.12053732573986053,0.011251536197960377,0.011251536197960377,0.011251536197960377,0.011251536197960377,0.00018209496920462698,0.011251536197960377,0.00018209496920462698,0.00018209496920462698,0.00018209496920462698,0.00018209496920462698
54,0.1528005450963974,0.1528005450963974,0.1528005450963974,0.1528005450963974,0.1528005450963974,0.11969289928674698,0.11969289928674698,0.11969289928674698,0.11969289928674698,0.11969289928674698,0.011156645603477955,0.011156645603477955,0.011156645603477955,0.011156645603477955,0.00017815908358898014,0.011156645603477955,0.00017815908358898014,0.00017815908358898014,0.00017815908358898014,0.00017815908358898014
55,0.15205267071723938,0.15205267071723938,0.15205267071723938,0.15205267071723938,0.15205267071723938,0.11877798289060593,0.11877798289060593,0.11877798289060593,0.11877798289060593,0.11877798289060593,0.011054178699851036,0.011054178699851036,0.011054178699851036,0.011054178699851036,0.0001743983884807676,0.011054178699851036,0.0001743983884807676,0.0001743983884807676,0.0001743983884807676,0.0001743983884807676
56,0.15134163200855255,0.15134163200855255,0.15134163200855255,0.15134163200855255,0.15134163200855255,0.11778662353754044,0.11778662353754044,0.11778662353754044,0.11778662353754044,0.11778662353754044,0.01094271894544363,0.01094271894544363,0.01094271894544363,0.01094271894544363,0.00017080595716834068,0.01094271894544363,0.00017080595716834068,0.00017080595716834068,0.00017080595716834068,0.00017080595716834068
57,0.15066108107566833,0.15066108107566833,0.15066108107566833,0.15066108107566833,0.15066108107566833,0.11671262234449387,0.11671262234449387,0.11671262234449387,0.11671262234449387,0.11671262234449387,0.01082061231136322,0.01082061231136322,0.01082061231136322,0.01082061231136322,0.00016737519763410091,0.01082061231136322,0.00016737519763410091,0.00016737519763410091,0.00016737519763410091,0.00016737519763410091
58,0.15000586211681366,0.15000586211681366,0.15000586211681366,0.15000586211681366,0.15000586211681366,0.11554953455924988,0.11554953455924988,0.11554953455924988,0.11554953455924988,0.11554953455924988,0.010685907676815987,0.010685907676815987,0.010685907676815987,0.010685907676815987,0.0001640995469642803,0.010685907676815987,0.0001640995469642803,0.0001640995469642803,0.0001640995469642803,0.0001640995469642803
59,0.14937184751033783,0.14937184751033783,0.14937184751033783,0.14937184751033783,0.14937184751033783,0.1142904981970787,0.1142904981970787,0.1142904981970787,0.1142904981970787,0.1142904981970787,0.01053629256784916,0.01053629256784916,0.01053629256784916,0.01053629256784916,0.00016097325715236366,0.01053629256784916,0.00016097325715236366,0.00016097325715236366,0.00016097325715236366,0.00016097325715236366
60,0.14875589311122894,0.14875589311122894,0.14875589311122894,0.14875589311122894,0.14875589311122894,0.11292793601751328,0.11292793601751328,0.11292793601751328,0.11292793601751328,0.11292793601751328,0.010369016788899899,0.010369016788899899,0.010369016788899899,0.010369016788899899,0.00015799021639395505,0.010369016788899899,0.00015799021639395505,0.00015799021639395505,0.00015799021639395505,0.00015799021639395505
61,0.14815543591976166,0.14815543591976166,0.14815543591976166,0.14815543591976166,0.14815543591976166,0.11145336925983429,0.11145336925983429,0.11145336925983429,0.11145336925983429,0.11145336925983429,0.010180811397731304,0.010180811397731304,0.010180811397731304,0.010180811397731304,0.00015514511323999614,0.010180811397731304,0.00015514511323999614,0.00015514511323999614,0.00015514511323999614,0.00015514511323999614
62,0.14756862819194794,0.14756862819194794,0.14756862819194794,0.14756862819194794,0.14756862819194794,0.10985693335533142,0.10985693335533142,0.10985693335533142,0.10985693335533142,0.10985693335533142,0.00996783934533596,0.00996783934533596,0.00996783934533596,0.00996783934533596,0.00015243247617036104,0.00996783934533596,0.00015243247617036104,0.00015243247617036104,0.00015243247617036104,0.00015243247617036104
63,0.14699400961399078,0.14699400961399078,0.14699400961399078,0.14699400961399078,0.14699400961399078,0.1081269159913063,0.1081269159913063,0.1081269159913063,0.1081269159913063,0.1081269159913063,0.009725704789161682,0.009725704789161682,0.009725704789161682,0.009725704789161682,0.0001498475030530244,0.009725704789161682,0.0001498475030530244,0.0001498475030530244,0.0001498475030530244,0.0001498475030530244
64,0.14643050730228424,0.14643050730228424,0.14643050730228424,0.14643050730228424,0.14643050730228424,0.10624926537275314,0.10624926537275314,0.10624926537275314,0.10624926537275314,0.10624926537275314,0.009449540637433529,0.009449540637433529,0.009449540637433529,0.009449540637433529,0.00014738511526957154,0.009449540637433529,0.00014738511526957154,0.00014738511526957154,0.00014738511526957154,0.00014738511526957154
65,0.14587730169296265,0.14587730169296265,0.14587730169296265,0.14587730169296265,0.14587730169296265,0.10420725494623184,0.10420725494623184,0.10420725494623184,0.10420725494623184,0.10420725494623184,0.009134355932474136,0.009134355932474136,0.009134355932474136,0.009134355932474136,0.0001450406707590446,0.009134355932474136,0.0001450406707590446,0.0001450406707590446,0.0001450406707590446,0.0001450406707590446
66,0.14533385634422302,0.14533385634422302,0.14533385634422302,0.14533385634422302,0.14533385634422302,0.10198120027780533,0.10198120027780533,0.10198120027780533,0.10198120027780533,0.10198120027780533,0.008775721304118633,0.008775721304118633,0.008775721304118633,0.008775721304118633,0.00014280949835665524,0.008775721304118633,0.00014280949835665524,0.00014280949835665524,0.00014280949835665524,0.00014280949835665524
67,0.14479972422122955,0.14479972422122955,0.14479972422122955,0.14479972422122955,0.14479972422122955,0.09954861551523209,0.09954861551523209,0.09954861551523209,0.09954861551523209,0.09954861551523209,0.008370954543352127,0.008370954543352127,0.008370954543352127,0.008370954543352127,0.00014068726159166545,0.008370954543352127,0.00014068726159166545,0.00014068726159166545,0.00014068726159166545,0.00014068726159166545
68,0.14427460730075836,0.14427460730075836,0.14427460730075836,0.14427460730075836,0.14427460730075836,0.09688498079776764,0.09688498079776764,0.09688498079776764,0.09688498079776764,0.09688498079776764,0.007920882664620876,0.007920882664620876,0.007920882664620876,0.007920882664620876,0.00013866997323930264,0.007920882664620876,0.00013866997323930264,0.00013866997323930264,0.00013866997323930264,0.00013866997323930264
69,0.14375832676887512,0.14375832676887512,0.14375832676887512,0.14375832676887512,0.14375832676887512,0.09396510571241379,0.09396510571241379,0.09396510571241379,0.09396510571241379,0.09396510571241379,0.007431789766997099,0.007431789766997099,0.007431789766997099,0.007431789766997099,0.00013675310765393078,0.007431789766997099,0.00013675310765393078,0.00013675310765393078,0.00013675310765393078,0.00013675310765393078
70,0.1432507038116455,0.1432507038116455,0.1432507038116455,0.1432507038116455,0.1432507038116455,0.09076512604951859,0.09076512604951859,0.09076512604951859,0.09076512604951859,0.09076512604951859,0.006916906218975782,0.006916906218975782,0.006916906218975782,0.006916906218975782,0.00013493291044142097,0.006916906218975782,0.00013493291044142097,0.00013493291044142097,0.00013493291044142097,0.00013493291044142097
71,0.14275164902210236,0.14275164902210236,0.14275164902210236,0.14275164902210236,0.14275164902210236,0.08726546168327332,0.08726546168327332,0.08726546168327332,0.08726546168327332,0.08726546168327332,0.006396149285137653,0.006396149285137653,0.006396149285137653,0.006396149285137653,0.00013320545258466154,0.006396149285137653,0.00013320545258466154,0.00013320545258466154,0.00013320545258466154,0.00013320545258466154
72,0.14226111769676208,0.14226111769676208,0.14226111769676208,0.14226111769676208,0.14226111769676208,0.08345387876033783,0.08345387876033783,0.08345387876033783,0.08345387876033783,0.08345387876033783,0.0058934036642313,0.0058934036642313,0.0058934036642313,0.0058934036642313,0.00013156697968952358,0.0058934036642313,0.00013156697968952358,0.00013156697968952358,0.00013156697968952358,0.00013156697968952358
