Run,Validation Loss,Extrapolation Validation Loss,Parameter
dainty-sweep-20,0.004918890539556742,0.5848753452301025,73
easy-sweep-19,0.00496350834146142,0.5851550698280334,73
misunderstood-sweep-17,0.008348852396011353,0.6242502927780151,74
cerulean-sweep-18,0.005630948580801487,0.6323932409286499,73
iconic-sweep-16,0.00708044646307826,0.6824721693992615,68
lively-sweep-15,7.276154860846873e-07,0.005177769344300032,51
smooth-sweep-13,2.5007627968420824e-08,1.51649910407059e-08,17
good-sweep-14,4.950132392878004e-07,0.0021702253725379705,45
denim-sweep-12,2.502638807300173e-08,1.5159423938371223e-08,10
helpful-sweep-11,2.4994928793375948e-08,1.5050916957193294e-08,9
still-sweep-10,4.6212548454604985e-08,3.389414587218198e-06,30
crimson-sweep-9,3.209457943853522e-08,2.3471844912137385e-08,18
blooming-sweep-8,2.4736303672057147e-08,1.4859006469691849e-08,10
upbeat-sweep-7,3.1511845577369975e-08,2.1924725146504898e-08,11
ethereal-sweep-4,3.247005153639293e-08,1.9790808991615453e-08,21
earthy-sweep-6,0.0002919111866503954,0.059071362018585205,8
proud-sweep-2,2.59600710705854e-07,2.332515350644826e-06,34
eager-sweep-5,1.9808108220331633e-07,2.1797161764425257e-07,32
splendid-sweep-3,2.88453314567505e-08,1.2505455337930016e-08,24
vivid-sweep-1,1.9388731686831306e-07,3.151447458549228e-07,21
