Step,radiant-sweep-20,firm-sweep-19,crimson-sweep-18,firm-sweep-17,serene-sweep-16,resilient-sweep-14,youthful-sweep-15,silver-sweep-13,vivid-sweep-12,earthy-sweep-7,classic-sweep-8,comfy-sweep-11,silver-sweep-9,graceful-sweep-10,genial-sweep-6,peach-sweep-3,scarlet-sweep-5,cool-sweep-4,pleasant-sweep-2,hearty-sweep-1
10,0.29237544536590576,0.29237544536590576,0.29237544536590576,0.29237544536590576,0.29237544536590576,0.1199500635266304,0.1199500635266304,0.1199500635266304,0.1199500635266304,0.0822778046131134,0.0822778046131134,0.1199500635266304,0.0822778046131134,0.0822778046131134,0.0822778046131134,0.08294116705656052,0.08294116705656052,0.08294116705656052,0.08294116705656052,0.08294116705656052
11,0.27657216787338257,0.27657216787338257,0.27657216787338257,0.27657216787338257,0.27657216787338257,0.1188800185918808,0.1188800185918808,0.1188800185918808,0.1188800185918808,0.08073753863573074,0.08073753863573074,0.1188800185918808,0.08073753863573074,0.08073753863573074,0.08073753863573074,0.08163347840309143,0.08163347840309143,0.08163347840309143,0.08163347840309143,0.08163347840309143
12,0.26220589876174927,0.26220589876174927,0.26220589876174927,0.26220589876174927,0.26220589876174927,0.11776307970285416,0.11776307970285416,0.11776307970285416,0.11776307970285416,0.07929129153490067,0.07929129153490067,0.11776307970285416,0.07929129153490067,0.07929129153490067,0.07929129153490067,0.08049999922513962,0.08049999922513962,0.08049999922513962,0.08049999922513962,0.08049999922513962
13,0.2492937296628952,0.2492937296628952,0.2492937296628952,0.2492937296628952,0.2492937296628952,0.11660141497850418,0.11660141497850418,0.11660141497850418,0.11660141497850418,0.07790732383728027,0.07790732383728027,0.11660141497850418,0.07790732383728027,0.07790732383728027,0.07790732383728027,0.07954780012369156,0.07954780012369156,0.07954780012369156,0.07954780012369156,0.07954780012369156
14,0.23780691623687744,0.23780691623687744,0.23780691623687744,0.23780691623687744,0.23780691623687744,0.1153986006975174,0.1153986006975174,0.1153986006975174,0.1153986006975174,0.0765577033162117,0.0765577033162117,0.1153986006975174,0.0765577033162117,0.0765577033162117,0.0765577033162117,0.07876236736774445,0.07876236736774445,0.07876236736774445,0.07876236736774445,0.07876236736774445
15,0.22767528891563416,0.22767528891563416,0.22767528891563416,0.22767528891563416,0.22767528891563416,0.11415909975767136,0.11415909975767136,0.11415909975767136,0.11415909975767136,0.07521764189004898,0.07521764189004898,0.11415909975767136,0.07521764189004898,0.07521764189004898,0.07521764189004898,0.07811471819877625,0.07811471819877625,0.07811471819877625,0.07811471819877625,0.07811471819877625
16,0.21879738569259644,0.21879738569259644,0.21879738569259644,0.21879738569259644,0.21879738569259644,0.11288758367300034,0.11288758367300034,0.11288758367300034,0.11288758367300034,0.07386355847120285,0.07386355847120285,0.11288758367300034,0.07386355847120285,0.07386355847120285,0.07386355847120285,0.07757056504487991,0.07757056504487991,0.07757056504487991,0.07757056504487991,0.07757056504487991
17,0.21104805171489716,0.21104805171489716,0.21104805171489716,0.21104805171489716,0.21104805171489716,0.11158820241689682,0.11158820241689682,0.11158820241689682,0.11158820241689682,0.07247036695480347,0.07247036695480347,0.11158820241689682,0.07247036695480347,0.07247036695480347,0.07247036695480347,0.07709802687168121,0.07709802687168121,0.07709802687168121,0.07709802687168121,0.07709802687168121
18,0.20429177582263947,0.20429177582263947,0.20429177582263947,0.20429177582263947,0.20429177582263947,0.11026345938444138,0.11026345938444138,0.11026345938444138,0.11026345938444138,0.0710081085562706,0.0710081085562706,0.11026345938444138,0.0710081085562706,0.0710081085562706,0.0710081085562706,0.07667195796966553,0.07667195796966553,0.07667195796966553,0.07667195796966553,0.07667195796966553
19,0.1983930468559265,0.1983930468559265,0.1983930468559265,0.1983930468559265,0.1983930468559265,0.10891353338956833,0.10891353338956833,0.10891353338956833,0.10891353338956833,0.06943880766630173,0.06943880766630173,0.10891353338956833,0.06943880766630173,0.06943880766630173,0.06943880766630173,0.07627486437559128,0.07627486437559128,0.07627486437559128,0.07627486437559128,0.07627486437559128
20,0.19322320818901062,0.19322320818901062,0.19322320818901062,0.19322320818901062,0.19322320818901062,0.10753637552261353,0.10753637552261353,0.10753637552261353,0.10753637552261353,0.06771458685398102,0.06771458685398102,0.10753637552261353,0.06771458685398102,0.06771458685398102,0.06771458685398102,0.07589568197727203,0.07589568197727203,0.07589568197727203,0.07589568197727203,0.07589568197727203
21,0.18866488337516785,0.18866488337516785,0.18866488337516785,0.18866488337516785,0.18866488337516785,0.10612791776657104,0.10612791776657104,0.10612791776657104,0.10612791776657104,0.06578218936920166,0.06578218936920166,0.10612791776657104,0.06578218936920166,0.06578218936920166,0.06578218936920166,0.07552804052829742,0.07552804052829742,0.07552804052829742,0.07552804052829742,0.07552804052829742
22,0.18461467325687408,0.18461467325687408,0.18461467325687408,0.18461467325687408,0.18461467325687408,0.10468316823244095,0.10468316823244095,0.10468316823244095,0.10468316823244095,0.06360004842281342,0.06360004842281342,0.10468316823244095,0.06360004842281342,0.06360004842281342,0.06360004842281342,0.0751684159040451,0.0751684159040451,0.0751684159040451,0.0751684159040451,0.0751684159040451
23,0.1809844821691513,0.1809844821691513,0.1809844821691513,0.1809844821691513,0.1809844821691513,0.10319734364748001,0.10319734364748001,0.10319734364748001,0.10319734364748001,0.06116863340139389,0.06116863340139389,0.10319734364748001,0.06116863340139389,0.06116863340139389,0.06116863340139389,0.07481486350297928,0.07481486350297928,0.07481486350297928,0.07481486350297928,0.07481486350297928
24,0.17770090699195862,0.17770090699195862,0.17770090699195862,0.17770090699195862,0.17770090699195862,0.10166701674461365,0.10166701674461365,0.10166701674461365,0.10166701674461365,0.05855074152350426,0.05855074152350426,0.10166701674461365,0.05855074152350426,0.05855074152350426,0.05855074152350426,0.0744662955403328,0.0744662955403328,0.0744662955403328,0.0744662955403328,0.0744662955403328
25,0.17470376193523407,0.17470376193523407,0.17470376193523407,0.17470376193523407,0.17470376193523407,0.10009106248617172,0.10009106248617172,0.10009106248617172,0.10009106248617172,0.05585254728794098,0.05585254728794098,0.10009106248617172,0.05585254728794098,0.05585254728794098,0.05585254728794098,0.07412195950746536,0.07412195950746536,0.07412195950746536,0.07412195950746536,0.07412195950746536
26,0.17194370925426483,0.17194370925426483,0.17194370925426483,0.17194370925426483,0.17194370925426483,0.09847142547369003,0.09847142547369003,0.09847142547369003,0.09847142547369003,0.05318960174918175,0.05318960174918175,0.09847142547369003,0.05318960174918175,0.05318960174918175,0.05318960174918175,0.07378127425909042,0.07378127425909042,0.07378127425909042,0.07378127425909042,0.07378127425909042
27,0.16937850415706635,0.16937850415706635,0.16937850415706635,0.16937850415706635,0.16937850415706635,0.09681349247694016,0.09681349247694016,0.09681349247694016,0.09681349247694016,0.05067472532391548,0.05067472532391548,0.09681349247694016,0.05067472532391548,0.05067472532391548,0.05067472532391548,0.07344375550746918,0.07344375550746918,0.07344375550746918,0.07344375550746918,0.07344375550746918
28,0.16697165369987488,0.16697165369987488,0.16697165369987488,0.16697165369987488,0.16697165369987488,0.09512615203857422,0.09512615203857422,0.09512615203857422,0.09512615203857422,0.0483914278447628,0.0483914278447628,0.09512615203857422,0.0483914278447628,0.0483914278447628,0.0483914278447628,0.07310885936021805,0.07310885936021805,0.07310885936021805,0.07310885936021805,0.07310885936021805
29,0.16468995809555054,0.16468995809555054,0.16468995809555054,0.16468995809555054,0.16468995809555054,0.09342154860496521,0.09342154860496521,0.09342154860496521,0.09342154860496521,0.046352993696928024,0.046352993696928024,0.09342154860496521,0.046352993696928024,0.046352993696928024,0.046352993696928024,0.07277610898017883,0.07277610898017883,0.07277610898017883,0.07277610898017883,0.07277610898017883
30,0.16250216960906982,0.16250216960906982,0.16250216960906982,0.16250216960906982,0.16250216960906982,0.09171444177627563,0.09171444177627563,0.09171444177627563,0.09171444177627563,0.04450660198926926,0.04450660198926926,0.09171444177627563,0.04450660198926926,0.04450660198926926,0.04450660198926926,0.07244506478309631,0.07244506478309631,0.07244506478309631,0.07244506478309631,0.07244506478309631
31,0.1603785753250122,0.1603785753250122,0.1603785753250122,0.1603785753250122,0.1603785753250122,0.09002111852169037,0.09002111852169037,0.09002111852169037,0.09002111852169037,0.04277817904949188,0.04277817904949188,0.09002111852169037,0.04277817904949188,0.04277817904949188,0.04277817904949188,0.0721152126789093,0.0721152126789093,0.0721152126789093,0.0721152126789093,0.0721152126789093
32,0.15829096734523773,0.15829096734523773,0.15829096734523773,0.15829096734523773,0.15829096734523773,0.08835826069116592,0.08835826069116592,0.08835826069116592,0.08835826069116592,0.0411083847284317,0.0411083847284317,0.08835826069116592,0.0411083847284317,0.0411083847284317,0.0411083847284317,0.07178612053394318,0.07178612053394318,0.07178612053394318,0.07178612053394318,0.07178612053394318
33,0.15621386468410492,0.15621386468410492,0.15621386468410492,0.15621386468410492,0.15621386468410492,0.08674155175685883,0.08674155175685883,0.08674155175685883,0.08674155175685883,0.039462342858314514,0.039462342858314514,0.08674155175685883,0.039462342858314514,0.039462342858314514,0.039462342858314514,0.07145737111568451,0.07145737111568451,0.07145737111568451,0.07145737111568451,0.07145737111568451
34,0.15412543714046478,0.15412543714046478,0.15412543714046478,0.15412543714046478,0.15412543714046478,0.08518442511558533,0.08518442511558533,0.08518442511558533,0.08518442511558533,0.03782493993639946,0.03782493993639946,0.08518442511558533,0.03782493993639946,0.03782493993639946,0.03782493993639946,0.07112853229045868,0.07112853229045868,0.07112853229045868,0.07112853229045868,0.07112853229045868
35,0.15200749039649963,0.15200749039649963,0.15200749039649963,0.15200749039649963,0.15200749039649963,0.08369700610637665,0.08369700610637665,0.08369700610637665,0.08369700610637665,0.036193378269672394,0.036193378269672394,0.08369700610637665,0.036193378269672394,0.036193378269672394,0.036193378269672394,0.07079924643039703,0.07079924643039703,0.07079924643039703,0.07079924643039703,0.07079924643039703
36,0.14984527230262756,0.14984527230262756,0.14984527230262756,0.14984527230262756,0.14984527230262756,0.08228584378957748,0.08228584378957748,0.08228584378957748,0.08228584378957748,0.03457175940275192,0.03457175940275192,0.08228584378957748,0.03457175940275192,0.03457175940275192,0.03457175940275192,0.0704692006111145,0.0704692006111145,0.0704692006111145,0.0704692006111145,0.0704692006111145
37,0.14762629568576813,0.14762629568576813,0.14762629568576813,0.14762629568576813,0.14762629568576813,0.08095362782478333,0.08095362782478333,0.08095362782478333,0.08095362782478333,0.032967887818813324,0.032967887818813324,0.08095362782478333,0.032967887818813324,0.032967887818813324,0.032967887818813324,0.0701381266117096,0.0701381266117096,0.0701381266117096,0.0701381266117096,0.0701381266117096
38,0.14533956348896027,0.14533956348896027,0.14533956348896027,0.14533956348896027,0.14533956348896027,0.07969968765974045,0.07969968765974045,0.07969968765974045,0.07969968765974045,0.03139149770140648,0.03139149770140648,0.07969968765974045,0.03139149770140648,0.03139149770140648,0.03139149770140648,0.0698058158159256,0.0698058158159256,0.0698058158159256,0.0698058158159256,0.0698058158159256
39,0.1429748684167862,0.1429748684167862,0.1429748684167862,0.1429748684167862,0.1429748684167862,0.07852078974246979,0.07852078974246979,0.07852078974246979,0.07852078974246979,0.02985263802111149,0.02985263802111149,0.07852078974246979,0.02985263802111149,0.02985263802111149,0.02985263802111149,0.06947215646505356,0.06947215646505356,0.06947215646505356,0.06947215646505356,0.06947215646505356
40,0.1405225545167923,0.1405225545167923,0.1405225545167923,0.1405225545167923,0.1405225545167923,0.07741180062294006,0.07741180062294006,0.07741180062294006,0.07741180062294006,0.02835952490568161,0.02835952490568161,0.07741180062294006,0.02835952490568161,0.02835952490568161,0.02835952490568161,0.06913711875677109,0.06913711875677109,0.06913711875677109,0.06913711875677109,0.06913711875677109
41,0.13797374069690704,0.13797374069690704,0.13797374069690704,0.13797374069690704,0.13797374069690704,0.07636667042970657,0.07636667042970657,0.07636667042970657,0.07636667042970657,0.026915866881608963,0.026915866881608963,0.07636667042970657,0.026915866881608963,0.026915866881608963,0.026915866881608963,0.06880073994398117,0.06880073994398117,0.06880073994398117,0.06880073994398117,0.06880073994398117
42,0.13532093167304993,0.13532093167304993,0.13532093167304993,0.13532093167304993,0.13532093167304993,0.07537905871868134,0.07537905871868134,0.07537905871868134,0.07537905871868134,0.025518951937556267,0.025518951937556267,0.07537905871868134,0.025518951937556267,0.025518951937556267,0.025518951937556267,0.06846312433481216,0.06846312433481216,0.06846312433481216,0.06846312433481216,0.06846312433481216
43,0.13255862891674042,0.13255862891674042,0.13255862891674042,0.13255862891674042,0.13255862891674042,0.07444286346435547,0.07444286346435547,0.07444286346435547,0.07444286346435547,0.024158867076039314,0.024158867076039314,0.07444286346435547,0.024158867076039314,0.024158867076039314,0.024158867076039314,0.06812447309494019,0.06812447309494019,0.06812447309494019,0.06812447309494019,0.06812447309494019
44,0.12968386709690094,0.12968386709690094,0.12968386709690094,0.12968386709690094,0.12968386709690094,0.07355252653360367,0.07355252653360367,0.07355252653360367,0.07355252653360367,0.02281983196735382,0.02281983196735382,0.07355252653360367,0.02281983196735382,0.02281983196735382,0.02281983196735382,0.06778505444526672,0.06778505444526672,0.06778505444526672,0.06778505444526672,0.06778505444526672
45,0.1266971081495285,0.1266971081495285,0.1266971081495285,0.1266971081495285,0.1266971081495285,0.07270313799381256,0.07270313799381256,0.07270313799381256,0.07270313799381256,0.02148313634097576,0.02148313634097576,0.07270313799381256,0.02148313634097576,0.02148313634097576,0.02148313634097576,0.06744516640901566,0.06744516640901566,0.06744516640901566,0.06744516640901566,0.06744516640901566
46,0.1236024722456932,0.1236024722456932,0.1236024722456932,0.1236024722456932,0.1236024722456932,0.0718904361128807,0.0718904361128807,0.0718904361128807,0.0718904361128807,0.020132429897785187,0.020132429897785187,0.0718904361128807,0.020132429897785187,0.020132429897785187,0.020132429897785187,0.06710511445999146,0.06710511445999146,0.06710511445999146,0.06710511445999146,0.06710511445999146
47,0.12040812522172928,0.12040812522172928,0.12040812522172928,0.12040812522172928,0.12040812522172928,0.07111063599586487,0.07111063599586487,0.07111063599586487,0.07111063599586487,0.01876182109117508,0.01876182109117508,0.07111063599586487,0.01876182109117508,0.01876182109117508,0.01876182109117508,0.0667651817202568,0.0667651817202568,0.0667651817202568,0.0667651817202568,0.0667651817202568
48,0.11712627857923508,0.11712627857923508,0.11712627857923508,0.11712627857923508,0.11712627857923508,0.07036040723323822,0.07036040723323822,0.07036040723323822,0.07036040723323822,0.017385974526405334,0.017385974526405334,0.07036040723323822,0.017385974526405334,0.017385974526405334,0.017385974526405334,0.06642559170722961,0.06642559170722961,0.06642559170722961,0.06642559170722961,0.06642559170722961
49,0.11377344280481339,0.11377344280481339,0.11377344280481339,0.11377344280481339,0.11377344280481339,0.06963663548231125,0.06963663548231125,0.06963663548231125,0.06963663548231125,0.01604562997817993,0.01604562997817993,0.06963663548231125,0.01604562997817993,0.01604562997817993,0.01604562997817993,0.06608650833368301,0.06608650833368301,0.06608650833368301,0.06608650833368301,0.06608650833368301
50,0.11037005484104156,0.11037005484104156,0.11037005484104156,0.11037005484104156,0.11037005484104156,0.06893633306026459,0.06893633306026459,0.06893633306026459,0.06893633306026459,0.01480068638920784,0.01480068638920784,0.06893633306026459,0.01480068638920784,0.01480068638920784,0.01480068638920784,0.06574800610542297,0.06574800610542297,0.06574800610542297,0.06574800610542297,0.06574800610542297
51,0.10694030672311783,0.10694030672311783,0.10694030672311783,0.10694030672311783,0.10694030672311783,0.068256676197052,0.068256676197052,0.068256676197052,0.068256676197052,0.013710245490074158,0.013710245490074158,0.068256676197052,0.013710245490074158,0.013710245490074158,0.013710245490074158,0.06541004776954651,0.06541004776954651,0.06541004776954651,0.06541004776954651,0.06541004776954651
52,0.10351137071847916,0.10351137071847916,0.10351137071847916,0.10351137071847916,0.10351137071847916,0.06759484857320786,0.06759484857320786,0.06759484857320786,0.06759484857320786,0.01281056273728609,0.01281056273728609,0.06759484857320786,0.01281056273728609,0.01281056273728609,0.01281056273728609,0.06507251411676407,0.06507251411676407,0.06507251411676407,0.06507251411676407,0.06507251411676407
53,0.10011260211467743,0.10011260211467743,0.10011260211467743,0.10011260211467743,0.10011260211467743,0.06694833934307098,0.06694833934307098,0.06694833934307098,0.06694833934307098,0.012103269807994366,0.012103269807994366,0.06694833934307098,0.012103269807994366,0.012103269807994366,0.012103269807994366,0.06473518908023834,0.06473518908023834,0.06473518908023834,0.06473518908023834,0.06473518908023834
54,0.09677454084157944,0.09677454084157944,0.09677454084157944,0.09677454084157944,0.09677454084157944,0.06631495803594589,0.06631495803594589,0.06631495803594589,0.06631495803594589,0.011559904552996159,0.011559904552996159,0.06631495803594589,0.011559904552996159,0.011559904552996159,0.011559904552996159,0.06439787149429321,0.06439787149429321,0.06439787149429321,0.06439787149429321,0.06439787149429321
55,0.09352760761976242,0.09352760761976242,0.09352760761976242,0.09352760761976242,0.09352760761976242,0.06569318473339081,0.06569318473339081,0.06569318473339081,0.06569318473339081,0.01113842148333788,0.01113842148333788,0.06569318473339081,0.01113842148333788,0.01113842148333788,0.01113842148333788,0.06406036019325256,0.06406036019325256,0.06406036019325256,0.06406036019325256,0.06406036019325256
56,0.0904008150100708,0.0904008150100708,0.0904008150100708,0.0904008150100708,0.0904008150100708,0.06508231163024902,0.06508231163024902,0.06508231163024902,0.06508231163024902,0.010799397714436054,0.010799397714436054,0.06508231163024902,0.010799397714436054,0.010799397714436054,0.010799397714436054,0.06372250616550446,0.06372250616550446,0.06372250616550446,0.06372250616550446,0.06372250616550446
57,0.08742038160562515,0.08742038160562515,0.08742038160562515,0.08742038160562515,0.08742038160562515,0.06448271125555038,0.06448271125555038,0.06448271125555038,0.06448271125555038,0.010513709858059883,0.010513709858059883,0.06448271125555038,0.010513709858059883,0.010513709858059883,0.010513709858059883,0.06338436156511307,0.06338436156511307,0.06338436156511307,0.06338436156511307,0.06338436156511307
58,0.08460839837789536,0.08460839837789536,0.08460839837789536,0.08460839837789536,0.08460839837789536,0.06389578431844711,0.06389578431844711,0.06389578431844711,0.06389578431844711,0.010262451134622097,0.010262451134622097,0.06389578431844711,0.010262451134622097,0.010262451134622097,0.010262451134622097,0.06304612755775452,0.06304612755775452,0.06304612755775452,0.06304612755775452,0.06304612755775452
59,0.08198182284832001,0.08198182284832001,0.08198182284832001,0.08198182284832001,0.08198182284832001,0.06332386285066605,0.06332386285066605,0.06332386285066605,0.06332386285066605,0.010034127160906792,0.010034127160906792,0.06332386285066605,0.010034127160906792,0.010034127160906792,0.010034127160906792,0.062708280980587,0.062708280980587,0.062708280980587,0.062708280980587,0.062708280980587
60,0.07955165207386017,0.07955165207386017,0.07955165207386017,0.07955165207386017,0.07955165207386017,0.06276971846818924,0.06276971846818924,0.06276971846818924,0.06276971846818924,0.009821881540119648,0.009821881540119648,0.06276971846818924,0.009821881540119648,0.009821881540119648,0.009821881540119648,0.06237155571579933,0.06237155571579933,0.06237155571579933,0.06237155571579933,0.06237155571579933
61,0.07732255011796951,0.07732255011796951,0.07732255011796951,0.07732255011796951,0.07732255011796951,0.06223607808351517,0.06223607808351517,0.06223607808351517,0.06223607808351517,0.009621658362448215,0.009621658362448215,0.06223607808351517,0.009621658362448215,0.009621658362448215,0.009621658362448215,0.0620369054377079,0.0620369054377079,0.0620369054377079,0.0620369054377079,0.0620369054377079
62,0.07529301941394806,0.07529301941394806,0.07529301941394806,0.07529301941394806,0.07529301941394806,0.06172504276037216,0.06172504276037216,0.06172504276037216,0.06172504276037216,0.009431056678295135,0.009431056678295135,0.06172504276037216,0.009431056678295135,0.009431056678295135,0.009431056678295135,0.06170543283224106,0.06170543283224106,0.06170543283224106,0.06170543283224106,0.06170543283224106
63,0.07345583289861679,0.07345583289861679,0.07345583289861679,0.07345583289861679,0.07345583289861679,0.06123761832714081,0.06123761832714081,0.06123761832714081,0.06123761832714081,0.009248660877346992,0.009248660877346992,0.06123761832714081,0.009248660877346992,0.009248660877346992,0.009248660877346992,0.06137821450829506,0.06137821450829506,0.06137821450829506,0.06137821450829506,0.06137821450829506
64,0.07179903239011765,0.07179903239011765,0.07179903239011765,0.07179903239011765,0.07179903239011765,0.06077355891466141,0.06077355891466141,0.06077355891466141,0.06077355891466141,0.009073683060705662,0.009073683060705662,0.06077355891466141,0.009073683060705662,0.009073683060705662,0.009073683060705662,0.061056192964315414,0.061056192964315414,0.061056192964315414,0.061056192964315414,0.061056192964315414
65,0.07030706852674484,0.07030706852674484,0.07030706852674484,0.07030706852674484,0.07030706852674484,0.0603313073515892,0.0603313073515892,0.0603313073515892,0.0603313073515892,0.008905676193535328,0.008905676193535328,0.0603313073515892,0.008905676193535328,0.008905676193535328,0.008905676193535328,0.06074001267552376,0.06074001267552376,0.06074001267552376,0.06074001267552376,0.06074001267552376
66,0.06896214187145233,0.06896214187145233,0.06896214187145233,0.06896214187145233,0.06896214187145233,0.05990816280245781,0.05990816280245781,0.05990816280245781,0.05990816280245781,0.008744408376514912,0.008744408376514912,0.05990816280245781,0.008744408376514912,0.008744408376514912,0.008744408376514912,0.06042996048927307,0.06042996048927307,0.06042996048927307,0.06042996048927307,0.06042996048927307
67,0.06774549931287766,0.06774549931287766,0.06774549931287766,0.06774549931287766,0.06774549931287766,0.05950044095516205,0.05950044095516205,0.05950044095516205,0.05950044095516205,0.00858975574374199,0.00858975574374199,0.05950044095516205,0.00858975574374199,0.00858975574374199,0.00858975574374199,0.060125935822725296,0.060125935822725296,0.060125935822725296,0.060125935822725296,0.060125935822725296
68,0.06663859635591507,0.06663859635591507,0.06663859635591507,0.06663859635591507,0.06663859635591507,0.05910373851656914,0.05910373851656914,0.05910373851656914,0.05910373851656914,0.008441666141152382,0.008441666141152382,0.05910373851656914,0.008441666141152382,0.008441666141152382,0.008441666141152382,0.059827473014593124,0.059827473014593124,0.059827473014593124,0.059827473014593124,0.059827473014593124
69,0.06562401354312897,0.06562401354312897,0.06562401354312897,0.06562401354312897,0.06562401354312897,0.05871310830116272,0.05871310830116272,0.05871310830116272,0.05871310830116272,0.008300065994262695,0.008300065994262695,0.05871310830116272,0.008300065994262695,0.008300065994262695,0.008300065994262695,0.05953375995159149,0.05953375995159149,0.05953375995159149,0.05953375995159149,0.05953375995159149
70,0.06468614935874939,0.06468614935874939,0.06468614935874939,0.06468614935874939,0.06468614935874939,0.058323126286268234,0.058323126286268234,0.058323126286268234,0.058323126286268234,0.008164872415363789,0.008164872415363789,0.058323126286268234,0.008164872415363789,0.008164872415363789,0.008164872415363789,0.05924374610185623,0.05924374610185623,0.05924374610185623,0.05924374610185623,0.05924374610185623
71,0.06381133198738098,0.06381133198738098,0.06381133198738098,0.06381133198738098,0.06381133198738098,0.057927925139665604,0.057927925139665604,0.057927925139665604,0.057927925139665604,0.008035920560359955,0.008035920560359955,0.057927925139665604,0.008035920560359955,0.008035920560359955,0.008035920560359955,0.05895620584487915,0.05895620584487915,0.05895620584487915,0.05895620584487915,0.05895620584487915
72,0.06298816204071045,0.06298816204071045,0.06298816204071045,0.06298816204071045,0.06298816204071045,0.057520970702171326,0.057520970702171326,0.057520970702171326,0.057520970702171326,0.007912999950349331,0.007912999950349331,0.057520970702171326,0.007912999950349331,0.007912999950349331,0.007912999950349331,0.05866974592208862,0.05866974592208862,0.05866974592208862,0.05866974592208862,0.05866974592208862
73,0.06220727041363716,0.06220727041363716,0.06220727041363716,0.06220727041363716,0.06220727041363716,0.057094965130090714,0.057094965130090714,0.057094965130090714,0.057094965130090714,0.007795810233801603,0.007795810233801603,0.057094965130090714,0.007795810233801603,0.007795810233801603,0.007795810233801603,0.05838293582201004,0.05838293582201004,0.05838293582201004,0.05838293582201004,0.05838293582201004
