Run,Validation Loss,Extrapolation Validation Loss,Parameter
stilted-sweep-20,4.944736792822368e-05,0.2677168846130371,483
bright-sweep-19,5.588241765508428e-05,0.260219007730484,476
fast-sweep-18,5.666624929290265e-05,0.16876815259456637,423
grateful-sweep-17,6.585306982742622e-05,0.1893194168806076,381
fearless-sweep-16,0.0001027520775096491,0.40786582231521606,253
solar-sweep-15,0.009536049328744411,0.53582364320755,498
dainty-sweep-14,0.14930401742458344,1.2645176649093628,495
stellar-sweep-13,0.05060258135199547,0.532139241695404,503
bumbling-sweep-12,0.0008759310585446656,0.7532151937484741,493
charmed-sweep-11,0.004140261095017195,0.4803794026374817,491
flowing-sweep-10,1.329076894762693e-05,0.08957791328430176,484
youthful-sweep-9,1.3181633221392984e-05,0.09262264519929886,463
rose-sweep-6,1.0263758667861111e-05,0.010834834538400171,173
hopeful-sweep-7,1.3412841326498892e-05,0.06193581968545914,324
exalted-sweep-8,1.324169625149807e-05,0.09965568035840988,368
elated-sweep-4,0.38793331384658813,1.0906734466552734,500
youthful-sweep-3,0.740503191947937,0.4706197679042816,503
azure-sweep-2,0.18098492920398712,0.5391093492507935,504
easy-sweep-5,19.14619255065918,0.4221249222755432,499
quiet-sweep-1,0.08626211434602737,0.5962786674499512,504
