Run,Validation Loss,Extrapolation Validation Loss,Parameter,score
rose-sweep-6,1.0263758667861111e-05,0.0108348345384001,173,0.0
fearless-sweep-16,0.0001027520775096,0.407865822315216,253,0.12084833677027744
hopeful-sweep-7,1.3412841326498892e-05,0.0619358196854591,324,0.22809675897503426
exalted-sweep-8,1.324169625149807e-05,0.0996556803584098,368,0.2945620113031865
grateful-sweep-17,6.585306982742622e-05,0.1893194168806076,381,0.31420084747784877
fast-sweep-18,5.666624929290265e-05,0.1687681525945663,423,0.3776447163265836
youthful-sweep-9,1.3181633221392984e-05,0.0926226451992988,463,0.4380665414567029
bright-sweep-19,5.588241765508428e-05,0.260219007730484,476,0.45770511881764986
stilted-sweep-20,4.944736792822368e-05,0.2677168846130371,483,0.4682789688940716
flowing-sweep-10,1.329076894762693e-05,0.0895779132843017,484,0.46978859868743245
charmed-sweep-11,0.0041402610950171,0.4803794026374817,491,0.480470392094641
bumbling-sweep-12,0.0008759310585446,0.7532151937484741,493,0.4834062925868268
dainty-sweep-14,0.1493040174245834,1.2645176649093628,495,0.4903036203267385
solar-sweep-15,0.0095360493287444,0.53582364320755,498,0.49118532051249153
stellar-sweep-13,0.0506025813519954,0.532139241695404,503,0.49981063761652733
quiet-sweep-1,0.0862621143460273,0.5962786674499512,504,0.5022524555886625
elated-sweep-4,0.3879333138465881,1.0906734466552734,500,0.5040882627061303
azure-sweep-2,0.1809849292039871,0.5391093492507935,504,0.5047261292808525
youthful-sweep-3,0.740503191947937,0.4706197679042816,503,0.5178273001620407
easy-sweep-5,19.14619255065918,0.4221249222755432,499,0.9924471299093656
