Step,fresh-sweep-20,lively-sweep-19,soft-sweep-18,hopeful-sweep-17,charmed-sweep-16,polar-sweep-15,sandy-sweep-14,toasty-sweep-13,brisk-sweep-12,fluent-sweep-11,zesty-sweep-10,restful-sweep-9,true-sweep-8,genial-sweep-7,revived-sweep-6,elated-sweep-5,glamorous-sweep-4,bright-sweep-3,swept-sweep-2,iconic-sweep-1
10,0.7866129279136658,0.7866129279136658,0.7866129279136658,0.7866129279136658,0.7866129279136658,0.13930530846118927,0.13930530846118927,0.13930530846118927,0.13930530846118927,0.13930530846118927,0.12514740228652954,0.12514740228652954,0.12514740228652954,0.12514740228652954,0.12514740228652954,0.09636040031909943,0.09636040031909943,0.09636040031909943,0.09636040031909943,0.09636040031909943
11,0.7419957518577576,0.7419957518577576,0.7419957518577576,0.7419957518577576,0.7419957518577576,0.1334596574306488,0.1334596574306488,0.1334596574306488,0.1334596574306488,0.1334596574306488,0.1244271919131279,0.1244271919131279,0.1244271919131279,0.1244271919131279,0.1244271919131279,0.09115810692310333,0.09115810692310333,0.09115810692310333,0.09115810692310333,0.09115810692310333
12,0.698677122592926,0.698677122592926,0.698677122592926,0.698677122592926,0.698677122592926,0.12991002202033997,0.12991002202033997,0.12991002202033997,0.12991002202033997,0.12991002202033997,0.12371604144573212,0.12371604144573212,0.12371604144573212,0.12371604144573212,0.12371604144573212,0.08408857136964798,0.08408857136964798,0.08408857136964798,0.08408857136964798,0.08408857136964798
13,0.6567630171775818,0.6567630171775818,0.6567630171775818,0.6567630171775818,0.6567630171775818,0.1276184767484665,0.1276184767484665,0.1276184767484665,0.1276184767484665,0.1276184767484665,0.12298060208559036,0.12298060208559036,0.12298060208559036,0.12298060208559036,0.12298060208559036,0.07470380514860153,0.07470380514860153,0.07470380514860153,0.07470380514860153,0.07470380514860153
14,0.6163501739501953,0.6163501739501953,0.6163501739501953,0.6163501739501953,0.6163501739501953,0.12596291303634644,0.12596291303634644,0.12596291303634644,0.12596291303634644,0.12596291303634644,0.12221130728721619,0.12221130728721619,0.12221130728721619,0.12221130728721619,0.12221130728721619,0.06300151348114014,0.06300151348114014,0.06300151348114014,0.06300151348114014,0.06300151348114014
15,0.5775242447853088,0.5775242447853088,0.5775242447853088,0.5775242447853088,0.5775242447853088,0.12460871040821075,0.12460871040821075,0.12460871040821075,0.12460871040821075,0.12460871040821075,0.12140469253063202,0.12140469253063202,0.12140469253063202,0.12140469253063202,0.12140469253063202,0.04988995939493179,0.04988995939493179,0.04988995939493179,0.04988995939493179,0.04988995939493179
16,0.5403615236282349,0.5403615236282349,0.5403615236282349,0.5403615236282349,0.5403615236282349,0.12338563799858093,0.12338563799858093,0.12338563799858093,0.12338563799858093,0.12338563799858093,0.12055853754281998,0.12055853754281998,0.12055853754281998,0.12055853754281998,0.12055853754281998,0.03758157789707184,0.03758157789707184,0.03758157789707184,0.03758157789707184,0.03758157789707184
17,0.5049285292625427,0.5049285292625427,0.5049285292625427,0.5049285292625427,0.5049285292625427,0.12220963835716248,0.12220963835716248,0.12220963835716248,0.12220963835716248,0.12220963835716248,0.11967058479785919,0.11967058479785919,0.11967058479785919,0.11967058479785919,0.11967058479785919,0.028251830488443375,0.028251830488443375,0.028251830488443375,0.028251830488443375,0.028251830488443375
18,0.47128504514694214,0.47128504514694214,0.47128504514694214,0.47128504514694214,0.47128504514694214,0.12103922665119171,0.12103922665119171,0.12103922665119171,0.12103922665119171,0.12103922665119171,0.11873815953731537,0.11873815953731537,0.11873815953731537,0.11873815953731537,0.11873815953731537,0.022215506061911583,0.022215506061911583,0.022215506061911583,0.022215506061911583,0.022215506061911583
19,0.43947598338127136,0.43947598338127136,0.43947598338127136,0.43947598338127136,0.43947598338127136,0.11985277384519577,0.11985277384519577,0.11985277384519577,0.11985277384519577,0.11985277384519577,0.11775816977024078,0.11775816977024078,0.11775816977024078,0.11775816977024078,0.11775816977024078,0.01852819137275219,0.01852819137275219,0.01852819137275219,0.01852819137275219,0.01852819137275219
20,0.4095405340194702,0.4095405340194702,0.4095405340194702,0.4095405340194702,0.4095405340194702,0.11863761395215988,0.11863761395215988,0.11863761395215988,0.11863761395215988,0.11863761395215988,0.11672697216272354,0.11672697216272354,0.11672697216272354,0.11672697216272354,0.11672697216272354,0.016222907230257988,0.016222907230257988,0.016222907230257988,0.016222907230257988,0.016222907230257988
21,0.3815077245235443,0.3815077245235443,0.3815077245235443,0.3815077245235443,0.3815077245235443,0.11738462001085281,0.11738462001085281,0.11738462001085281,0.11738462001085281,0.11738462001085281,0.11564032733440399,0.11564032733440399,0.11564032733440399,0.11564032733440399,0.11564032733440399,0.014668033458292484,0.014668033458292484,0.014668033458292484,0.014668033458292484,0.014668033458292484
22,0.35539793968200684,0.35539793968200684,0.35539793968200684,0.35539793968200684,0.35539793968200684,0.1160859689116478,0.1160859689116478,0.1160859689116478,0.1160859689116478,0.1160859689116478,0.11449338495731354,0.11449338495731354,0.11449338495731354,0.11449338495731354,0.11449338495731354,0.013503422960639,0.013503422960639,0.013503422960639,0.013503422960639,0.013503422960639
23,0.33121782541275024,0.33121782541275024,0.33121782541275024,0.33121782541275024,0.33121782541275024,0.11473394185304642,0.11473394185304642,0.11473394185304642,0.11473394185304642,0.11473394185304642,0.11328034102916718,0.11328034102916718,0.11328034102916718,0.11328034102916718,0.11328034102916718,0.012536955997347832,0.012536955997347832,0.012536955997347832,0.012536955997347832,0.012536955997347832
24,0.30896130204200745,0.30896130204200745,0.30896130204200745,0.30896130204200745,0.30896130204200745,0.11332036554813385,0.11332036554813385,0.11332036554813385,0.11332036554813385,0.11332036554813385,0.11199440062046051,0.11199440062046051,0.11199440062046051,0.11199440062046051,0.11199440062046051,0.011671722866594791,0.011671722866594791,0.011671722866594791,0.011671722866594791,0.011671722866594791
25,0.2886083126068115,0.2886083126068115,0.2886083126068115,0.2886083126068115,0.2886083126068115,0.11183647066354752,0.11183647066354752,0.11183647066354752,0.11183647066354752,0.11183647066354752,0.11062740534543991,0.11062740534543991,0.11062740534543991,0.11062740534543991,0.11062740534543991,0.010862006805837154,0.010862006805837154,0.010862006805837154,0.010862006805837154,0.010862006805837154
26,0.270122766494751,0.270122766494751,0.270122766494751,0.270122766494751,0.270122766494751,0.11027263849973679,0.11027263849973679,0.11027263849973679,0.11027263849973679,0.11027263849973679,0.10916949063539505,0.10916949063539505,0.10916949063539505,0.10916949063539505,0.10916949063539505,0.010088867507874966,0.010088867507874966,0.010088867507874966,0.010088867507874966,0.010088867507874966
27,0.25345107913017273,0.25345107913017273,0.25345107913017273,0.25345107913017273,0.25345107913017273,0.10861850529909134,0.10861850529909134,0.10861850529909134,0.10861850529909134,0.10861850529909134,0.10760863125324249,0.10760863125324249,0.10760863125324249,0.10760863125324249,0.10760863125324249,0.0093471584841609,0.0093471584841609,0.0093471584841609,0.0093471584841609,0.0093471584841609
28,0.23852019011974335,0.23852019011974335,0.23852019011974335,0.23852019011974335,0.23852019011974335,0.10686276108026505,0.10686276108026505,0.10686276108026505,0.10686276108026505,0.10686276108026505,0.10592993348836899,0.10592993348836899,0.10592993348836899,0.10592993348836899,0.10592993348836899,0.008638416416943073,0.008638416416943073,0.008638416416943073,0.008638416416943073,0.008638416416943073
29,0.22523754835128784,0.22523754835128784,0.22523754835128784,0.22523754835128784,0.22523754835128784,0.10499324649572372,0.10499324649572372,0.10499324649572372,0.10499324649572372,0.10499324649572372,0.10411494970321655,0.10411494970321655,0.10411494970321655,0.10411494970321655,0.10411494970321655,0.007966868579387665,0.007966868579387665,0.007966868579387665,0.007966868579387665,0.007966868579387665
30,0.2134951800107956,0.2134951800107956,0.2134951800107956,0.2134951800107956,0.2134951800107956,0.10299700498580933,0.10299700498580933,0.10299700498580933,0.10299700498580933,0.10299700498580933,0.1021406427025795,0.1021406427025795,0.1021406427025795,0.1021406427025795,0.1021406427025795,0.007336975075304508,0.007336975075304508,0.007336975075304508,0.007336975075304508,0.007336975075304508
31,0.20953531563282013,0.20953531563282013,0.20953531563282013,0.20953531563282013,0.20953531563282013,0.10086037963628769,0.10086037963628769,0.10086037963628769,0.10086037963628769,0.10086037963628769,0.0999782532453537,0.0999782532453537,0.0999782532453537,0.0999782532453537,0.0999782532453537,0.006752047222107649,0.006752047222107649,0.006752047222107649,0.006752047222107649,0.006752047222107649
32,0.2019626498222351,0.2019626498222351,0.2019626498222351,0.2019626498222351,0.2019626498222351,0.09856920689344406,0.09856920689344406,0.09856920689344406,0.09856920689344406,0.09856920689344406,0.09759197384119034,0.09759197384119034,0.09759197384119034,0.09759197384119034,0.09759197384119034,0.0062135690823197365,0.0062135690823197365,0.0062135690823197365,0.0062135690823197365,0.0062135690823197365
33,0.19495847821235657,0.19495847821235657,0.19495847821235657,0.19495847821235657,0.19495847821235657,0.09610919654369354,0.09610919654369354,0.09610919654369354,0.09610919654369354,0.09610919654369354,0.0949375182390213,0.0949375182390213,0.0949375182390213,0.0949375182390213,0.0949375182390213,0.0057211280800402164,0.0057211280800402164,0.0057211280800402164,0.0057211280800402164,0.0057211280800402164
34,0.18852238357067108,0.18852238357067108,0.18852238357067108,0.18852238357067108,0.18852238357067108,0.09346632659435272,0.09346632659435272,0.09346632659435272,0.09346632659435272,0.09346632659435272,0.0919608548283577,0.0919608548283577,0.0919608548283577,0.0919608548283577,0.0919608548283577,0.005272711161524057,0.005272711161524057,0.005272711161524057,0.005272711161524057,0.005272711161524057
35,0.18323983252048492,0.18323983252048492,0.18323983252048492,0.18323983252048492,0.18323983252048492,0.09062771499156952,0.09062771499156952,0.09062771499156952,0.09062771499156952,0.09062771499156952,0.08859756588935852,0.08859756588935852,0.08859756588935852,0.08859756588935852,0.08859756588935852,0.004865232389420271,0.004865232389420271,0.004865232389420271,0.004865232389420271,0.004865232389420271
36,0.17833787202835083,0.17833787202835083,0.17833787202835083,0.17833787202835083,0.17833787202835083,0.08758217841386795,0.08758217841386795,0.08758217841386795,0.08758217841386795,0.08758217841386795,0.08477376401424408,0.08477376401424408,0.08477376401424408,0.08477376401424408,0.08477376401424408,0.0044950745068490505,0.0044950745068490505,0.0044950745068490505,0.0044950745068490505,0.0044950745068490505
37,0.1732562929391861,0.1732562929391861,0.1732562929391861,0.1732562929391861,0.1732562929391861,0.0843215212225914,0.0843215212225914,0.0843215212225914,0.0843215212225914,0.0843215212225914,0.08041008561849594,0.08041008561849594,0.08041008561849594,0.08041008561849594,0.08041008561849594,0.0041585578583180904,0.0041585578583180904,0.0041585578583180904,0.0041585578583180904,0.0041585578583180904
38,0.1691211462020874,0.1691211462020874,0.1691211462020874,0.1691211462020874,0.1691211462020874,0.08084142953157425,0.08084142953157425,0.08084142953157425,0.08084142953157425,0.08084142953157425,0.07543101906776428,0.07543101906776428,0.07543101906776428,0.07543101906776428,0.07543101906776428,0.003852233523502946,0.003852233523502946,0.003852233523502946,0.003852233523502946,0.003852233523502946
39,0.16529084742069244,0.16529084742069244,0.16529084742069244,0.16529084742069244,0.16529084742069244,0.0771426409482956,0.0771426409482956,0.0771426409482956,0.0771426409482956,0.0771426409482956,0.06978188455104828,0.06978188455104828,0.06978188455104828,0.06978188455104828,0.06978188455104828,0.003573039313778281,0.003573039313778281,0.003573039313778281,0.003573039313778281,0.003573039313778281
40,0.16132593154907227,0.16132593154907227,0.16132593154907227,0.16132593154907227,0.16132593154907227,0.073232002556324,0.073232002556324,0.073232002556324,0.073232002556324,0.073232002556324,0.06345489621162415,0.06345489621162415,0.06345489621162415,0.06345489621162415,0.06345489621162415,0.0033183444757014513,0.0033183444757014513,0.0033183444757014513,0.0033183444757014513,0.0033183444757014513
41,0.15811315178871155,0.15811315178871155,0.15811315178871155,0.15811315178871155,0.15811315178871155,0.06912335753440857,0.06912335753440857,0.06912335753440857,0.06912335753440857,0.06912335753440857,0.05652099847793579,0.05652099847793579,0.05652099847793579,0.05652099847793579,0.05652099847793579,0.003085893113166094,0.003085893113166094,0.003085893113166094,0.003085893113166094,0.003085893113166094
42,0.1547984629869461,0.1547984629869461,0.1547984629869461,0.1547984629869461,0.1547984629869461,0.06483832746744156,0.06483832746744156,0.06483832746744156,0.06483832746744156,0.06483832746744156,0.04915819689631462,0.04915819689631462,0.04915819689631462,0.04915819689631462,0.04915819689631462,0.0028737483080476522,0.0028737483080476522,0.0028737483080476522,0.0028737483080476522,0.0028737483080476522
43,0.1518167406320572,0.1518167406320572,0.1518167406320572,0.1518167406320572,0.1518167406320572,0.06040622293949127,0.06040622293949127,0.06040622293949127,0.06040622293949127,0.06040622293949127,0.04165969789028168,0.04165969789028168,0.04165969789028168,0.04165969789028168,0.04165969789028168,0.002680217381566763,0.002680217381566763,0.002680217381566763,0.002680217381566763,0.002680217381566763
44,0.1493833214044571,0.1493833214044571,0.1493833214044571,0.1493833214044571,0.1493833214044571,0.05586404725909233,0.05586404725909233,0.05586404725909233,0.05586404725909233,0.05586404725909233,0.034404560923576355,0.034404560923576355,0.034404560923576355,0.034404560923576355,0.034404560923576355,0.0025037829764187336,0.0025037829764187336,0.0025037829764187336,0.0025037829764187336,0.0025037829764187336
45,0.14689815044403076,0.14689815044403076,0.14689815044403076,0.14689815044403076,0.14689815044403076,0.051255472004413605,0.051255472004413605,0.051255472004413605,0.051255472004413605,0.051255472004413605,0.027786044403910637,0.027786044403910637,0.027786044403910637,0.027786044403910637,0.027786044403910637,0.0023430653382092714,0.0023430653382092714,0.0023430653382092714,0.0023430653382092714,0.0023430653382092714
46,0.14467094838619232,0.14467094838619232,0.14467094838619232,0.14467094838619232,0.14467094838619232,0.04662995785474777,0.04662995785474777,0.04662995785474777,0.04662995785474777,0.04662995785474777,0.022117437794804573,0.022117437794804573,0.022117437794804573,0.022117437794804573,0.022117437794804573,0.0021967876236885786,0.0021967876236885786,0.0021967876236885786,0.0021967876236885786,0.0021967876236885786
47,0.14280788600444794,0.14280788600444794,0.14280788600444794,0.14280788600444794,0.14280788600444794,0.04204072803258896,0.04204072803258896,0.04204072803258896,0.04204072803258896,0.04204072803258896,0.017555274069309235,0.017555274069309235,0.017555274069309235,0.017555274069309235,0.017555274069309235,0.0020637488923966885,0.0020637488923966885,0.0020637488923966885,0.0020637488923966885,0.0020637488923966885
48,0.1409442126750946,0.1409442126750946,0.1409442126750946,0.1409442126750946,0.1409442126750946,0.03754290193319321,0.03754290193319321,0.03754290193319321,0.03754290193319321,0.03754290193319321,0.014077981933951378,0.014077981933951378,0.014077981933951378,0.014077981933951378,0.014077981933951378,0.0019428189843893051,0.0019428189843893051,0.0019428189843893051,0.0019428189843893051,0.0019428189843893051
49,0.1392749845981598,0.1392749845981598,0.1392749845981598,0.1392749845981598,0.1392749845981598,0.0331912524998188,0.0331912524998188,0.0331912524998188,0.0331912524998188,0.0331912524998188,0.011526388116180897,0.011526388116180897,0.011526388116180897,0.011526388116180897,0.011526388116180897,0.0018329315353184938,0.0018329315353184938,0.0018329315353184938,0.0018329315353184938,0.0018329315353184938
50,0.13777820765972137,0.13777820765972137,0.13777820765972137,0.13777820765972137,0.13777820765972137,0.02903810702264309,0.02903810702264309,0.02903810702264309,0.02903810702264309,0.02903810702264309,0.00967706274241209,0.00967706274241209,0.00967706274241209,0.00967706274241209,0.00967706274241209,0.0017330843256786466,0.0017330843256786466,0.0017330843256786466,0.0017330843256786466,0.0017330843256786466
51,0.1364324539899826,0.1364324539899826,0.1364324539899826,0.1364324539899826,0.1364324539899826,0.025131138041615486,0.025131138041615486,0.025131138041615486,0.025131138041615486,0.025131138041615486,0.008311605080962181,0.008311605080962181,0.008311605080962181,0.008311605080962181,0.008311605080962181,0.0016423339257016778,0.0016423339257016778,0.0016423339257016778,0.0016423339257016778,0.0016423339257016778
52,0.13521838188171387,0.13521838188171387,0.13521838188171387,0.13521838188171387,0.13521838188171387,0.021511143073439598,0.021511143073439598,0.021511143073439598,0.021511143073439598,0.021511143073439598,0.007256305310875177,0.007256305310875177,0.007256305310875177,0.007256305310875177,0.007256305310875177,0.0015598019817844033,0.0015598019817844033,0.0015598019817844033,0.0015598019817844033,0.0015598019817844033
53,0.13411837816238403,0.13411837816238403,0.13411837816238403,0.13411837816238403,0.13411837816238403,0.018210265785455704,0.018210265785455704,0.018210265785455704,0.018210265785455704,0.018210265785455704,0.006392893381416798,0.006392893381416798,0.006392893381416798,0.006392893381416798,0.006392893381416798,0.001484671258367598,0.001484671258367598,0.001484671258367598,0.001484671258367598,0.001484671258367598
54,0.1331167072057724,0.1331167072057724,0.1331167072057724,0.1331167072057724,0.1331167072057724,0.015250285156071186,0.015250285156071186,0.015250285156071186,0.015250285156071186,0.015250285156071186,0.0056508248671889305,0.0056508248671889305,0.0056508248671889305,0.0056508248671889305,0.0056508248671889305,0.001416187733411789,0.001416187733411789,0.001416187733411789,0.001416187733411789,0.001416187733411789
55,0.13219943642616272,0.13219943642616272,0.13219943642616272,0.13219943642616272,0.13219943642616272,0.012641893699765205,0.012641893699765205,0.012641893699765205,0.012641893699765205,0.012641893699765205,0.004993104841560125,0.004993104841560125,0.004993104841560125,0.004993104841560125,0.004993104841560125,0.0013536616461351514,0.0013536616461351514,0.0013536616461351514,0.0013536616461351514,0.0013536616461351514
56,0.1313542127609253,0.1313542127609253,0.1313542127609253,0.1313542127609253,0.1313542127609253,0.010384241119027138,0.010384241119027138,0.010384241119027138,0.010384241119027138,0.010384241119027138,0.004403121303766966,0.004403121303766966,0.004403121303766966,0.004403121303766966,0.004403121303766966,0.0012964634224772453,0.0012964634224772453,0.0012964634224772453,0.0012964634224772453,0.0012964634224772453
57,0.13057033717632294,0.13057033717632294,0.13057033717632294,0.13057033717632294,0.13057033717632294,0.008465513586997986,0.008465513586997986,0.008465513586997986,0.008465513586997986,0.008465513586997986,0.0038748360238969326,0.0038748360238969326,0.0038748360238969326,0.0038748360238969326,0.0038748360238969326,0.0012440221616998315,0.0012440221616998315,0.0012440221616998315,0.0012440221616998315,0.0012440221616998315
58,0.1298384815454483,0.1298384815454483,0.1298384815454483,0.1298384815454483,0.1298384815454483,0.006864200811833143,0.006864200811833143,0.006864200811833143,0.006864200811833143,0.006864200811833143,0.003406422445550561,0.003406422445550561,0.003406422445550561,0.003406422445550561,0.003406422445550561,0.0011958206305280328,0.0011958206305280328,0.0011958206305280328,0.0011958206305280328,0.0011958206305280328
59,0.1291505992412567,0.1291505992412567,0.1291505992412567,0.1291505992412567,0.1291505992412567,0.00555162550881505,0.00555162550881505,0.00555162550881505,0.00555162550881505,0.00555162550881505,0.0029967178124934435,0.0029967178124934435,0.0029967178124934435,0.0029967178124934435,0.0029967178124934435,0.0011514007346704602,0.0011514007346704602,0.0011514007346704602,0.0011514007346704602,0.0011514007346704602
60,0.12849976122379303,0.12849976122379303,0.12849976122379303,0.12849976122379303,0.12849976122379303,0.004494371358305216,0.004494371358305216,0.004494371358305216,0.004494371358305216,0.004494371358305216,0.002643440617248416,0.002643440617248416,0.002643440617248416,0.002643440617248416,0.002643440617248416,0.0011103495489805937,0.0011103495489805937,0.0011103495489805937,0.0011103495489805937,0.0011103495489805937
61,0.12788009643554688,0.12788009643554688,0.12788009643554688,0.12788009643554688,0.12788009643554688,0.0036570082884281874,0.0036570082884281874,0.0036570082884281874,0.0036570082884281874,0.0036570082884281874,0.0023428017739206553,0.0023428017739206553,0.0023428017739206553,0.0023428017739206553,0.0023428017739206553,0.001072303275577724,0.001072303275577724,0.001072303275577724,0.001072303275577724,0.001072303275577724
62,0.1272866427898407,0.1272866427898407,0.1272866427898407,0.1272866427898407,0.1272866427898407,0.0030043392907828093,0.0030043392907828093,0.0030043392907828093,0.0030043392907828093,0.0030043392907828093,0.0020896929781883955,0.0020896929781883955,0.0020896929781883955,0.0020896929781883955,0.0020896929781883955,0.0010369379306212068,0.0010369379306212068,0.0010369379306212068,0.0010369379306212068,0.0010369379306212068
63,0.12671512365341187,0.12671512365341187,0.12671512365341187,0.12671512365341187,0.12671512365341187,0.0025031559634953737,0.0025031559634953737,0.0025031559634953737,0.0025031559634953737,0.0025031559634953737,0.0018782044062390924,0.0018782044062390924,0.0018782044062390924,0.0018782044062390924,0.0018782044062390924,0.0010039694607257843,0.0010039694607257843,0.0010039694607257843,0.0010039694607257843,0.0010039694607257843
64,0.12616205215454102,0.12616205215454102,0.12616205215454102,0.12616205215454102,0.12616205215454102,0.002123509766533971,0.002123509766533971,0.002123509766533971,0.002123509766533971,0.002123509766533971,0.0017021921230480075,0.0017021921230480075,0.0017021921230480075,0.0017021921230480075,0.0017021921230480075,0.0009731467580422759,0.0009731467580422759,0.0009731467580422759,0.0009731467580422759,0.0009731467580422759
65,0.1256243884563446,0.1256243884563446,0.1256243884563446,0.1256243884563446,0.1256243884563446,0.001839395728893578,0.001839395728893578,0.001839395728893578,0.001839395728893578,0.001839395728893578,0.001555778319016099,0.001555778319016099,0.001555778319016099,0.001555778319016099,0.001555778319016099,0.000944248866289854,0.000944248866289854,0.000944248866289854,0.000944248866289854,0.000944248866289854
66,0.12509971857070923,0.12509971857070923,0.12509971857070923,0.12509971857070923,0.12509971857070923,0.0016289579216390848,0.0016289579216390848,0.0016289579216390848,0.0016289579216390848,0.0016289579216390848,0.0014336600434035063,0.0014336600434035063,0.0014336600434035063,0.0014336600434035063,0.0014336600434035063,0.0009170818375423551,0.0009170818375423551,0.0009170818375423551,0.0009170818375423551,0.0009170818375423551
67,0.12458589673042297,0.12458589673042297,0.12458589673042297,0.12458589673042297,0.12458589673042297,0.0014742373023182154,0.0014742373023182154,0.0014742373023182154,0.0014742373023182154,0.0014742373023182154,0.0013312848750501871,0.0013312848750501871,0.0013312848750501871,0.0013312848750501871,0.0013312848750501871,0.0008914763457141817,0.0008914763457141817,0.0008914763457141817,0.0008914763457141817,0.0008914763457141817
68,0.12408123165369034,0.12408123165369034,0.12408123165369034,0.12408123165369034,0.12408123165369034,0.0013609097804874182,0.0013609097804874182,0.0013609097804874182,0.0013609097804874182,0.0013609097804874182,0.0012448836350813508,0.0012448836350813508,0.0012448836350813508,0.0012448836350813508,0.0012448836350813508,0.0008672837866470218,0.0008672837866470218,0.0008672837866470218,0.0008672837866470218,0.0008672837866470218
69,0.12358427047729492,0.12358427047729492,0.12358427047729492,0.12358427047729492,0.12358427047729492,0.0012778356904163957,0.0012778356904163957,0.0012778356904163957,0.0012778356904163957,0.0012778356904163957,0.001171392505057156,0.001171392505057156,0.001171392505057156,0.001171392505057156,0.001171392505057156,0.0008443741244263947,0.0008443741244263947,0.0008443741244263947,0.0008443741244263947,0.0008443741244263947
70,0.12309383600950241,0.12309383600950241,0.12309383600950241,0.12309383600950241,0.12309383600950241,0.0012165119405835867,0.0012165119405835867,0.0012165119405835867,0.0012165119405835867,0.0012165119405835867,0.00110838923137635,0.00110838923137635,0.00110838923137635,0.00110838923137635,0.00110838923137635,0.0008226337376981974,0.0008226337376981974,0.0008226337376981974,0.0008226337376981974,0.0008226337376981974
71,0.12260886281728745,0.12260886281728745,0.12260886281728745,0.12260886281728745,0.12260886281728745,0.0011706029763445258,0.0011706029763445258,0.0011706029763445258,0.0011706029763445258,0.0011706029763445258,0.001053962972946465,0.001053962972946465,0.001053962972946465,0.001053962972946465,0.001053962972946465,0.0008019627421163023,0.0008019627421163023,0.0008019627421163023,0.0008019627421163023,0.0008019627421163023
72,0.12212858349084854,0.12212858349084854,0.12212858349084854,0.12212858349084854,0.12212858349084854,0.0011354698799550533,0.0011354698799550533,0.0011354698799550533,0.0011354698799550533,0.0011354698799550533,0.0010066075483337045,0.0010066075483337045,0.0010066075483337045,0.0010066075483337045,0.0010066075483337045,0.0007822740590199828,0.0007822740590199828,0.0007822740590199828,0.0007822740590199828,0.0007822740590199828
